,abs_amplitude,amplitude_squared,abs_c_-15,abs_c_-14,abs_c_-13,abs_c_-12,abs_c_-11,abs_c_-10,abs_c_-9,abs_c_-8,abs_c_-7,abs_c_-6,abs_c_-5,abs_c_-4,abs_c_-3,abs_c_-2,abs_c_-1,abs_c_0,abs_c_1,abs_c_2,abs_c_3,abs_c_4,abs_c_5,abs_c_6,abs_c_7,abs_c_8,abs_c_9,abs_c_10,abs_c_11,abs_c_12,abs_c_13,abs_c_14,abs_c_15
0,0.5382961534915823,0.2897627488638332,0.03376441568058084,0.11433366947206988,0.07593438983927983,0.07839678431825468,0.04633247629245231,0.2586415452012732,0.18373767113664433,0.051697595907430165,0.11297055375292714,0.09340193324786548,0.18077652929366397,0.1830150607208944,0.028607729838043973,0.04046279630322275,0.07161697378423665,0.09275100055287645,0.15828728321133834,0.09764240947445142,0.02473732600232169,0.10888962681314414,0.13262410692688226,0.1047268801287656,0.0166811649842208,0.151136706423907,0.07400637606546327,0.08567990846854955,0.142957050298479,0.04814232889686094,0.05489744550210355,0.028835843259537572,0.11774568084949982
1,0.8820982961937315,0.7780974041478841,0.033274425236680095,0.13833078541099034,0.047093080998059984,0.07952662860358772,0.021096884695680083,0.23106044004498022,0.12880158232058414,0.12440887742668631,0.16869906533757859,0.07948864974681823,0.14073775521508408,0.18706133231450658,0.013384805856763068,0.04983505348045364,0.13621199615193172,0.06826639197798198,0.166097698853557,0.11298819954697827,0.060321193470977294,0.09948636829561676,0.10906258883823527,0.1403163661957238,0.031721848340135125,0.13827335742147892,0.033772910231224716,0.098860384275719,0.13013407387327547,0.07914018719667446,0.06189187956826681,0.050051890945715355,0.15148254822398088
2,0.8748071096469832,0.7652874790889088,0.08272223773260343,0.09830135472486781,0.025894668070480742,0.03804162385062813,0.06039276037384644,0.19764245275146347,0.1672090175218186,0.17269097208921444,0.17931003017680727,0.09882043543518908,0.11246325539837572,0.1783241627157271,0.05261000264882618,0.04846920405647148,0.13189693635400443,0.07659800174474822,0.16806337062035176,0.11991810420711779,0.03964624004695944,0.06474051384852013,0.055727837871572566,0.15938084942558417,0.08666938329632663,0.1560122042538153,0.02339740895422458,0.07310216233424535,0.14835536530985283,0.07018008507855976,0.08593476501566566,0.06134683196182476,0.1277521680341099
3,0.8511503529338912,0.7244569232994875,0.10913620141090258,0.10311203686790774,0.013438900077335994,0.03566750948231477,0.0554145880099252,0.17723332928362134,0.15931195046776292,0.15235221342028676,0.1427570711871749,0.12661439245698558,0.1250304488422312,0.1950793984190365,0.06403482327979676,0.05112400435032748,0.0835537263428457,0.047877983827931736,0.15007841173064515,0.11161959710075472,0.05516602671239615,0.08163103073234557,0.06967330002534619,0.13328758726969475,0.09507436361381168,0.15512232695601788,0.056787945803229586,0.12364044686572427,0.15266992851034736,0.04138538508711472,0.09880767100034545,0.05832919002287571,0.14080479983215133
4,0.8088902140902915,0.6543033784510376,0.0735796115856299,0.12420558736884062,0.06827159773986295,0.09071548606658351,0.01382222319915249,0.13143291211948036,0.15729933916857936,0.1921832505841379,0.07134248889874875,0.1508815691689752,0.10893220708869773,0.2118549048780511,0.09714944215996817,0.01568647031481134,0.1368730544745378,0.062351966801561985,0.21214869103682782,0.11574588090128375,0.013340307554579808,0.06878210683923235,0.06374592816123455,0.18805767134433343,0.11620511016782087,0.11139333980292797,0.06861396124052346,0.07389540447824448,0.09737744598303473,0.053935591294175265,0.10593615856056586,0.04359973806083411,0.13209957813934958
5,0.9184787996262129,0.843603305362809,0.07643858696124341,0.14704465558454402,0.05532053370384655,0.06970948946373696,0.03203066097959472,0.09806147357327213,0.13633429365317096,0.17473006075859052,0.0935381673443859,0.15753179221399896,0.10253835304890438,0.2140275805054353,0.10289674854395539,0.04210956840498939,0.15151514886364142,0.04557658611264454,0.18683660523022974,0.1343532801687157,0.03696983660761272,0.10868119794614789,0.03246056563951994,0.18467886277292064,0.045412636453421217,0.126235930496189,0.06638994917274699,0.08751445258953941,0.09479722822675087,0.057679231682751034,0.1259415880698104,0.04169382101821805,0.07841928381255059
6,0.7346987882383628,0.5397823094389186,0.0927478155784105,0.026445716151872772,0.035190257094460296,0.07511836716094389,0.03948182577625606,0.07278829558754865,0.11706275570547689,0.1710776686970773,0.06154175643612042,0.20172135231937272,0.11712037398844158,0.20141363699618037,0.16378960363755427,0.06310130939733134,0.11341976161125208,0.09568340120986905,0.23280810137279528,0.21765659761687153,0.10732020491412168,0.01952931226877359,0.03094733558378513,0.22182389539159775,0.03744810449876352,0.159051972093331,0.09638359597044906,0.08359402669830782,0.036871784454198114,0.059151716235921956,0.07206046875909547,0.07317082262402665,0.05128255474323797
7,0.8502875305698977,0.7229888846426548,0.0927478155784105,0.026445716151872772,0.035190257094460296,0.07511836716094389,0.03948182577625606,0.07278829558754865,0.11706275570547689,0.1710776686970773,0.06154175643612042,0.20172135231937272,0.11712037398844158,0.20141363699618037,0.16378960363755427,0.06310130939733134,0.11341976161125208,0.09568340120986905,0.23280810137279528,0.21765659761687153,0.10732020491412168,0.01952931226877359,0.03094733558378513,0.22182389539159775,0.03744810449876352,0.159051972093331,0.09638359597044906,0.08359402669830782,0.036871784454198114,0.059151716235921956,0.07206046875909547,0.07317082262402665,0.05128255474323797
8,0.8084173579712478,0.6535386246692126,0.07445264349551935,0.013173232047495929,0.03437247759360209,0.08824749658728892,0.04310010770681331,0.04933225150287658,0.08742062767084666,0.16147966492327936,0.09467742337612393,0.20946484899935844,0.10480913277244965,0.19757213917403005,0.1836129566255027,0.08377871964817755,0.1403527761951643,0.08609406122405973,0.27526709228448815,0.20720466292276007,0.11203551852407856,0.02930611226144156,0.019347226164093494,0.17801984777864535,0.049604860086181986,0.17340488376501192,0.08675130123645916,0.08895464309059246,0.040439609420099935,0.07451952740534441,0.03473685634590299,0.0850491163407974,0.06607043548322261
9,0.6594480410145994,0.4348717187979928,0.07445264349551935,0.013173232047495929,0.03437247759360209,0.08824749658728892,0.04310010770681331,0.04933225150287658,0.08742062767084666,0.16147966492327936,0.09467742337612393,0.20946484899935844,0.10480913277244965,0.19757213917403005,0.1836129566255027,0.08377871964817755,0.1403527761951643,0.08609406122405973,0.27526709228448815,0.20720466292276007,0.11203551852407856,0.02930611226144156,0.019347226164093494,0.17801984777864535,0.049604860086181986,0.17340488376501192,0.08675130123645916,0.08895464309059246,0.040439609420099935,0.07451952740534441,0.03473685634590299,0.0850491163407974,0.06607043548322261
10,0.9083741427571956,0.82514358322987,0.06468685144986266,0.023200363061318525,0.06734802520998061,0.07549309432893463,0.05900123890830491,0.026522157829177925,0.08608803998443482,0.11527723168169245,0.10518567565863733,0.2213829332291331,0.0694574218089239,0.2834647416216603,0.20898645451794676,0.09421235623755199,0.18841263831114524,0.1533873996008786,0.2669922865383799,0.18262626677303445,0.2116301727604206,0.08265862579594399,0.09054135039361225,0.1798394751051652,0.01046561364750715,0.08932232189164009,0.12546137829389026,0.06254828219787048,0.05166537014066524,0.05750204044200397,0.029774318237497054,0.11274179853657296,0.01445409214730896
11,0.9083741427571956,0.82514358322987,0.05478666755781663,0.017837178706523054,0.040064458967432916,0.046984668011139805,0.07134373709831651,0.006116499005737462,0.13440349397886547,0.13137795387433548,0.09401674739722804,0.22593020619961324,0.06421020957389187,0.3418274444027763,0.22144363261427052,0.0902062740743733,0.2052936073790503,0.10756593622074345,0.25792195277000085,0.21870650781850837,0.250522120880322,0.08339887758232126,0.037774086446874265,0.18481723581114595,0.014667201924336947,0.11309020608409524,0.12401147590587822,0.08166914869773766,0.042068561639975674,0.05928770100349341,0.027359934283241103,0.09433485862468821,0.005891105528159667
12,0.9141514581816255,0.8356728884955922,0.05004141679374185,0.008757217913188039,0.07344413554921297,0.03158313566189472,0.09586468470976647,0.026427336614444942,0.12118234026577743,0.1299387221815327,0.08371610944793313,0.26661210234381555,0.0773685898381506,0.32408342590297623,0.2014455479522112,0.09159598172949773,0.17481418140608332,0.1371588815697682,0.2522240720445774,0.20312983342599925,0.2685560167689755,0.09661127401569634,0.034457662999643486,0.1520982033307843,0.03966157561267191,0.09082368391474524,0.15260078858778284,0.07812590420540942,0.024384813594701144,0.02947698091231134,0.03913196042435307,0.10773258046980044,0.017187926133140588
13,0.8283394093610947,0.6861461771006873,0.07017049861826558,0.016124938136164193,0.060936356897866244,0.0322951902680891,0.11823778579788942,0.04931165840086693,0.14385198335882207,0.13952841493905216,0.13170452208613187,0.2766069857713986,0.08956739354619415,0.31193207705432185,0.17612413462778134,0.10263655170651233,0.13666515522144207,0.19185313469465917,0.2565898870306297,0.17654468932546274,0.2920328221023657,0.12054682004729589,0.07650782414241451,0.13630492828778473,0.07493227077929626,0.05853835296812715,0.1077153142644754,0.09866323531426244,0.04650783190839022,0.01491190051992301,0.027041063801017905,0.10297072149298753,0.018863174720623023
