,amplitude,c_0
0,(0.053978557105958+0j),(1.0764516382351432+0.21308855369362917j)
1,(-0.7548529076932892+0j),(0.591354313713025-0.9149032321640038j)
2,(0.13568204525872274+0j),(1.1740007992504538-0.26505008548233466j)
3,(0.7079574852203854+0j),(-0.8510798033047645+0.809833108679997j)
4,(-0.36697196393028614+0j),(-0.06934838094848617-1.0409153155539976j)
5,(-0.3940610947258019+0j),(-0.7789636964908188+0.024641435262522937j)
6,(-0.7373800398879804+0j),(0.8202897299097149+0.3044382504643246j)
7,(-0.6324271429850585+0j),(-0.46808634052147724-0.5898588654365695j)
8,(0.5106274263340267+0j),(0.7738420963965642-0.5945260147967684j)
9,(0.6419816414986441+0j),(0.8620723222330589+0.48755982948105303j)
10,(-0.08244622777068178+0j),(-0.786130083082328+0.3326094715922597j)
11,(-0.46870678644337066+0j),(0.8697970995345583-0.6709641319304922j)
12,(0.32618565408499495+0j),(-1.0076625157076182+0.09519238004132599j)
13,(0.6679326480051078+0j),(0.2762103884508778-1.0114530131740753j)
14,(-0.8769249760129985+0j),(-0.526686152285464-0.815986346621256j)
15,(0.034071947694393256+0j),(-0.22636524823593918-0.9023326638150744j)
16,(0.6459570126386627+0j),(1.0438672008049714-0.13930166883160167j)
17,(0.27524135272194084+0j),(0.465735099567266+0.7395079590286225j)
18,(8.34259727007236e-05+0j),(0.270480164481391-0.8024169169435486j)
19,(-0.08471170696910238+0j),(0.9425161276452405-0.22103532665957804j)
20,(0.031052427613621036+0j),(0.7846794390239602+0.030224969037016436j)
21,(0.0246478536265185+0j),(-0.590442581188428-0.6484949080180047j)
22,(-0.2734937665824138+0j),(-1.0658312595411512-0.39536695359845087j)
23,(-0.4094021777389727+0j),(0.25379020386824247+0.928590955035752j)
24,(-0.42503730414135577+0j),(-0.8853296999379558+0.29876017440249003j)
25,(0.057702522598089834+0j),(0.9486133228833488-0.33569730118420865j)
26,(-0.8251385095908033+0j),(0.8882186800071675-0.3936200847904239j)
27,(0.026625306207999522+0j),(-0.0530430653373849-0.8391051033496882j)
28,(-0.4501380232004979+0j),(1.1708326070720396-0.2683241065987607j)
29,(-0.19693064745366493+0j),(-0.9650683736082352+0.34113168458159177j)
30,(-0.1210144066883781+0j),(0.6446639577901266+0.8492113765479423j)
31,(-0.26471106694521357+0j),(0.533719286314816+0.9508696734722303j)
32,(-0.08066690247845915+0j),(-0.329113019010138-0.8796628608561372j)
33,(-0.4426245785486167+0j),(0.17764907540064448+0.8271777893417325j)
34,(-0.3376786557914242+0j),(-0.04290214083949839+0.7630927625594344j)
35,(0.8588885044923541+0j),(-0.44548825138585874-0.9465408424285812j)
36,(-0.4532412699505833+0j),(1.0431806226824862-0.3528323282491278j)
37,(0.1351787028311278+0j),(-0.4768932164728121+0.855356597766143j)
38,(0.235693150782375+0j),(1.0025453464755383+0.11967259208064086j)
39,(0.24715995774904864+0j),(1.0410103089155995-0.04895590539620942j)
40,(-0.43398509368295923+0j),(-0.4468950286042903+0.869288844217373j)
41,(-0.5703068606162218+0j),(-0.5696179045274341-0.41997150814017153j)
42,(0.17302840405685027+0j),(-0.9431243366794883-0.3778387112847672j)
43,(-0.22411345005271283+0j),(0.9106409081607636+0.2338258135059632j)
44,(0.23125841108107126+0j),(-0.9427829777635992-0.5155478879123054j)
45,(0.11290575287205121+0j),(0.6403628675160477-0.722569229410118j)
46,(-0.49055703707119935+0j),(-0.8415546899477977-0.29649547284038663j)
47,(-0.6033070018076201+0j),(-0.4845231198803709-0.9392776288493807j)
48,(-0.375258791149373+0j),(-0.7261535343310337-0.5381794267343157j)
49,(-0.25841802483798865+0j),(-0.8670796606797363+0.3116862320464518j)
50,(-0.0631351313656976+0j),(0.6476816988550436-0.7343727130571549j)
51,(-0.2573968807982492+0j),(1.0784913808091503-0.01594036876909316j)
52,(0.2762511455582417+0j),(0.5983619270872331+0.9556604001155022j)
53,(-0.24980087448300703+0j),(-0.6943663546832265-0.9476539687088671j)
54,(-0.8291447520101121+0j),(0.35991658707527574-0.79423436107669j)
55,(0.34525818052731644+0j),(0.5038680692633005-0.9476561987861312j)
56,(0.029090759790014714+0j),(-0.3342210952894281+0.8288558429610007j)
57,(0.4636369419111104+0j),(-0.35199237487449697-0.8747578895327965j)
58,(0.3151651286982045+0j),(0.050215755926572195+1.0551348095696216j)
59,(-0.42245868855462443+0j),(-0.7235367464631955-0.5324236778939732j)
60,(0.05373534165381105+0j),(-0.05708957799549823+1.0693313985977397j)
61,(-0.3303520409560543+0j),(1.0434563737463778-0.2646228005048806j)
62,(-0.34823255601125425+0j),(-0.7955078461421752+0.7957115611927005j)
63,(-0.07423038161372042+0j),(-0.8510671242939318-0.7446914313958308j)
64,(-0.5092790228642319+0j),(-0.8470720809960367-0.13306746170138062j)
65,(0.6016431910842027+0j),(0.26915447922537344+1.072359778663899j)
66,(0.6019214815716634+0j),(0.14316876122278588+1.004143574011063j)
67,(0.2847321178396536+0j),(-0.21221850762293623+0.9171907883519878j)
68,(-0.08181243523225118+0j),(-0.7669123984381113+0.49839584811272997j)
69,(0.2801785057919023+0j),(0.7415426428602201-0.2483931412279586j)
70,(0.6714486105056503+0j),(-0.9411462682847699-0.49315651281732104j)
71,(-0.28303569468511236+0j),(-0.9629064969169866-0.35256810005107964j)
72,(0.03269590335016864+0j),(0.03066340047002325-1.0535382504598014j)
73,(0.6798097849363827+0j),(0.45447190512792+0.956164641602185j)
74,(-0.19160517626846996+0j),(1.174375770688818-0.00454975416659564j)
75,(-0.47286890589722463+0j),(0.8927341609601932-0.5625522316370628j)
76,(0.07239309909291983+0j),(-0.8243867991509201+0.4360628864113856j)
77,(-0.17411655805405754+0j),(-0.28872722572067244+0.939189766669348j)
78,(0.09659620337679176+0j),(-0.9557929087528946+0.2809463490940837j)
79,(0.06360350047849933+0j),(0.2570352269876498-0.6910199605075245j)
80,(0.8228128528673747+0j),(0.44494624244012354+0.6568691490342262j)
81,(-0.5261117138126279+0j),(0.6207666790002998+0.7770480573181711j)
82,(0.432328825407974+0j),(0.964615088999572+0.12047057850026086j)
83,(0.46832837172597436+0j),(-0.7898318866810343-0.20998257801736467j)
84,(0.09653861342646679+0j),(-1.0551091029068886-0.3664289429687698j)
85,(0.3298742473460523+0j),(-0.5108139413536914+0.9360448234446053j)
86,(-0.4346284071161261+0j),(-0.7021546980053843+0.7345696778036732j)
87,(-0.12025755077754219+0j),(1.1349783833682123-0.12158911967724442j)
88,(0.22197100228767502+0j),(-0.6194390905488916+0.7492951250638644j)
89,(0.19149069606715996+0j),(0.5356897647822145+0.86278119892145j)
90,(0.12447804491148023+0j),(1.1163679294621291-0.36350009908416936j)
91,(0.9129566101349724+0j),(0.2506491357418111+0.5945062424211014j)
92,(-0.3593598903577648+0j),(0.8619553493651488-0.5750188993167539j)
93,(-0.602618567058995+0j),(-0.8558916233479514-0.22650491036056639j)
94,(-0.0181885168703331+0j),(0.919935053205278-0.1616261231427144j)
95,(-0.2541868759294178+0j),(-0.7116393346495935+0.5028437626372165j)
96,(0.7020514321352658+0j),(0.0747202498756029+1.0897402617837804j)
97,(-0.6808600424449348+0j),(-0.8988719565894059-0.7960089552490233j)
98,(0.7514595242253582+0j),(-0.30001062455683536-1.069505107351764j)
99,(0.2790895838367047+0j),(0.7349417572959519-0.48936862605684084j)
100,(-0.49187859254056576+0j),(-0.054970462677379234+1.088468881462971j)
101,(0.21741970130526947+0j),(-0.6348340773409279-0.5116758721051414j)
102,(0.061931626938999715+0j),(0.0029209203284962237-0.8374765626385551j)
103,(0.44055818225233545+0j),(0.7094136615163112+0.0150999934979974j)
104,(0.23965431195013331+0j),(-0.5462263796053889+0.9199283157620923j)
105,(-0.8045231427060265+0j),(-0.6317762657475627+0.6944640893827404j)
106,(0.0902128643829724+0j),(-0.5248346104575453+0.9321152075403367j)
107,(-0.1874637723351904+0j),(-0.5220570230512469-0.7988615894067747j)
108,(-0.5453192629492034+0j),(0.4748707180295646-0.4380818084370477j)
109,(-0.38776654081464634+0j),(-0.4736168046368647-0.8045278314660783j)
110,(-0.11349579326008674+0j),(0.17531361207944934-0.637293570490647j)
111,(-0.21312775058786662+0j),(0.8921201281508897-0.5585670112006776j)
112,(0.0016402283113914895+0j),(1.1642477875829131-0.040260285107655225j)
113,(0.6826656791575753+0j),(0.13083241846464833-0.8809862766990034j)
114,(0.6381603580025169+0j),(-0.5630026392981303-0.7360454174111606j)
115,(-0.1624430136410021+0j),(0.6541433927262089+0.7050055765838188j)
116,(-0.019142023577491618+0j),(-0.38789631271886177-0.9870222851511576j)
117,(0.057875755381739946+0j),(-1.07782463729061-0.33381200255476445j)
118,(0.5315276323423791+0j),(-0.39283115698359716-0.21823299984497968j)
119,(0.4622876294476141+0j),(-0.6687437372310505-0.6859516129327352j)
120,(-0.7836479182961674+0j),(-0.4975533687777308-0.564096330129661j)
121,(0.07898383137095699+0j),(0.05499455060276154+0.9666348070407795j)
122,(0.4393505848486339+0j),(-0.21799208309840373-0.8166742595919039j)
123,(0.5241482896082472+0j),(-0.04048153508636554-0.8052141158905666j)
124,(-0.36861016547156245+0j),(0.9008464478870923+0.6163528601937558j)
125,(-0.4441138800055291+0j),(0.7564540968707965-0.37771333326552503j)
126,(-0.6761469690745551+0j),(1.0708825621475793-0.07080210349009608j)
127,(-0.05199475222831018+0j),(0.05616326409718719+0.7941649889322434j)
128,(0.7530276054238427+0j),(0.8971327201074188-0.05961252090247782j)
129,(-0.5105268008417683+0j),(0.8306339214714203-0.430454197536239j)
130,(-0.4570680623671687+0j),(0.7648883441915939+0.6442304425599663j)
131,(0.7064413713758564+0j),(-0.5441100777181277-0.09023034554971188j)
132,(0.08600335392429476+0j),(-1.0569896623549195-0.1639907074204836j)
133,(0.1075629888672241+0j),(1.1931511529474503+0.19467716974301344j)
134,(-0.3782708320526648+0j),(-0.576962718083589-0.9704567156923543j)
135,(-0.27436478396056874+0j),(0.9878134230295446-0.17252550369917974j)
136,(0.5474782967007227+0j),(0.21567355635064+0.5672773812758487j)
137,(-0.3016011770176582+0j),(-0.8131531978954227+0.7696478580019664j)
138,(0.8590978409424702+0j),(-1.0384396657840622-0.3860033416653481j)
139,(0.24880346853676527+0j),(-0.8369254880182956-0.19156759036719695j)
140,(0.6274020147480005+0j),(0.7475338716425838-0.695292916953177j)
141,(0.7093322860390641+0j),(0.9302903830732522-0.2010395854475594j)
142,(0.5005910502405403+0j),(0.9146177914015814-0.013317915486128595j)
143,(-0.7290502361557901+0j),(0.8301108514594874-0.8830139606158505j)
144,(0.3911490691804882+0j),(0.9021639773125192-0.1452136664202519j)
145,(0.42761380848045694+0j),(-0.27040014456773703-1.021798765721947j)
146,(-0.21061941708375798+0j),(0.597092161696174-0.7145596043278508j)
147,(0.020929321116674164+0j),(-0.8972829052455312-0.3647237070089536j)
148,(-0.34928177619796685+0j),(0.3788165617241392-0.7998186468039714j)
149,(-0.005346644145558244+0j),(0.7472495104546333+0.7839504795803478j)
150,(0.5988521764539674+0j),(-0.20232323764368187-0.7600355267244281j)
151,(0.47756384171313726+0j),(-0.9557263480706323+0.09007468987274156j)
152,(-0.3165851407012208+0j),(-0.9874324699265179-0.4471758320991793j)
153,(-0.18688090323826356+0j),(-0.7855514535580023+0.59848454066196j)
154,(0.5886758546522287+0j),(-0.8312743927037306+0.3733427871988359j)
155,(0.011849174240794513+0j),(0.9377704236929676-0.3228871054583709j)
156,(0.09706892350824234+0j),(0.9297996601341559-0.5905734054622863j)
157,(-0.1294986294357125+0j),(-0.324915917904678+0.8338972198154466j)
158,(0.820959366921339+0j),(-0.7500405418590541+0.7682296859141209j)
159,(-0.0035589150346677645+0j),(0.038169424711983924-0.8808635298435985j)
160,(0.09208721183162777+0j),(1.0062081716587024-0.2170550305477762j)
161,(-0.5018768943885187+0j),(-0.1104884010086227-1.0493064980187774j)
162,(0.3767610546721736+0j),(0.2990931767394676-0.8091642829501637j)
163,(0.6711910300140229+0j),(0.4770258285319766-0.5694498285204044j)
164,(-0.40950203099795535+0j),(0.8640577911799256+0.4946585223097405j)
165,(-0.6938753880784873+0j),(0.8249610375575123+0.6034619542088373j)
166,(0.6897854628007427+0j),(0.2394510063974139-1.050521337775598j)
167,(0.13608756211973777+0j),(1.0435902193718958+0.10014805178210162j)
