,amplitude,c_-1,c_0,c_1
18,(-0.4781805649635611+0j),(-0.23613063050696304-0.03307894227622714j),(0.49660929112128005+0.33026911705188133j),(-0.22363465624032447+0.5906613972236507j)
19,(-0.1770485673296968+0j),(-0.15524244306269153+0.40610700069363553j),(-0.24735584351955123-0.11884490060170683j),(0.351066136725111+0.3537326576405012j)
20,(0.1699517786043787+0j),(-0.8020099859196653+0.15652001888797623j),(0.059052458625554555+0.19257814896090328j),(-0.4227532292177887-0.11538566013526863j)
21,(-0.3268226476855139+0j),(0.07496669061719638-0.09407933898344943j),(0.7441779495897946+0.6296881398643821j),(-0.14146602577657397+0.1330364657550149j)
22,(0.28051458080646885+0j),(0.42106393955242827-0.04279348675081551j),(0.7031761098585897+0.2704100535166635j),(0.21661050812532592-0.24393196372134796j)
23,(0.3215006416976215+0j),(0.02136736014495711-0.0346753568832965j),(0.6932291377162114-0.4614201680551493j),(-0.06059758795301566+0.21810091596391146j)
24,(-0.13582752727727265+0j),(-0.29416744124442823+0.0010812365381991929j),(0.941549409108339+0.22378645819458698j),(0.0861536091459609+0.13021780071945266j)
25,(0.41268371472549026+0j),(0.1794031000198143-0.13077155133140483j),(0.16421646751993463-0.7351078923512768j),(0.32421882207653796+0.05805717503097757j)
26,(-0.391404407183024+0j),(0.14951995027545972+0.03547555229266608j),(-0.5214268899902508-0.5496106377933456j),(0.23527193884958156-0.20852003297411162j)
27,(0.5851310687987574+0j),(-0.6781406650448161+0.00052895456373875j),(-0.07853129969331529-0.5411414604961425j),(-0.055353896603112664+0.002071518080748541j)
28,(0.4765785644183193+0j),(-0.092115735452585+0.08923624525897188j),(-0.4123310241345891-0.6313246255328235j),(0.00292771037760553-0.25463757275528237j)
29,(0.013957794436400994+0j),(-0.3677343205852416+0.11968974437146637j),(-0.9059459991563307-0.37276351225668514j),(0.2400447871424046+0.2247814647823896j)
30,(0.1195204777854808+0j),(0.24413615972735825+0.39492674855104276j),(0.5750698889658837+0.20265787208044j),(-0.2919214856045856+0.040461122716356476j)
31,(0.5824768989533575+0j),(-0.16041968482096378-0.013673257618826387j),(0.8677087295091064-0.39493681654231594j),(0.028099569979804846-0.46826825243612175j)
32,(0.3958808920407787+0j),(0.17356990552490364-0.24117593409592478j),(0.4387184547488456-0.8080889971785961j),(-0.06018747783882435+0.2662878764292953j)
33,(0.1745346174528804+0j),(-0.10329079750302816+0.368030309434352j),(-0.7998146705105615-0.25933843279318985j),(0.16597154627238273+0.2548713138186744j)
34,(-0.4309260833493584+0j),(0.024662380169233916-0.16892702030225662j),(-0.192354842958171-0.7983911845636325j),(-0.045301585067946556+0.055528804563265644j)
35,(0.3185729815922881+0j),(-0.0855075019843412+0.5344750672217717j),(-0.3240954843267476-0.813429042371559j),(-0.4721064791908981+0.03896416452792199j)
36,(-0.09031885910234852+0j),(-0.36206483479127893+0.6183481094495064j),(0.21927771771264637-0.26548859231874716j),(0.4095039969172571-0.21015407252211865j)
37,(0.6864733652891528+0j),(0.06604874859043232+0.30712921544124727j),(-0.3427409111110531-0.9641304406104794j),(0.13187974176732709-0.24407591809957208j)
38,(-0.12311304413264129+0j),(-0.015928715774674564-0.5215957259466998j),(-0.014738434813794481+0.774165225218419j),(0.20774048258538932+0.3162207991400809j)
39,(0.34601945215339847+0j),(-0.2042444074800629-0.18333863948390955j),(0.856405937822078+0.4881067976090912j),(0.02730601491691332-0.017946368480533312j)
40,(-0.19895844035577992+0j),(-0.31032045708215433-0.1777440078516207j),(-0.3367580134584028-0.7499641560390327j),(-0.26231584563651944+0.24388638831288723j)
41,(-0.1876531500297458+0j),(-0.1805412509149073+0.05545436062332901j),(-0.011503918352770759-0.03587554865843412j),(0.45614071411963397-0.7037764971430346j)
42,(-0.184493254390287+0j),(0.3105942568386045+0.13455336937110912j),(0.18492998278519063+0.9069904525826107j),(0.235122890178726-0.1123853108112299j)
43,(0.44166996478376663+0j),(0.2507097527655508-0.31966435515177083j),(0.9960886251600268-0.5933545317246616j),(-0.40339945979565695-0.05936148262709112j)
44,(-0.03822054090872645+0j),(0.017385867137865843-0.07105479132312925j),(0.8931162089741488+0.07432056816663325j),(0.25789654179557964-0.17416296820565733j)
45,(0.025645339130211373+0j),(0.44205538832735825-0.23251789437336093j),(0.588425582944447-0.6411476175152216j),(0.08000404465602606+0.289193297885982j)
46,(0.46646230356978063+0j),(-0.14099252332009488-0.005504943828972569j),(0.7957102592886315-0.3488692431407601j),(0.18001761366680594-0.010557852402920278j)
47,(0.3168262454462537+0j),(-0.33461741317255894+0.3845280028669312j),(0.1258772490456143-0.5232391662318553j),(-0.4599210060099121-0.18428935267794694j)
48,(-0.39512886859192364+0j),(0.37404260667933076-0.32377167341665064j),(-0.6814406109657967-0.1493676736679583j),(-0.20740435362982185-0.25559175979541376j)
49,(0.40124910646749373+0j),(0.3955313388933174+0.013963117667188794j),(-0.3670933652021012-0.8698994026973177j),(0.05520399049245514+0.10345583472056501j)
50,(0.2527554297623599+0j),(0.39124810497911755+0.31031686842285067j),(0.06751858849393001-0.7404143224737251j),(0.1619430633416758+0.19385945870703242j)
51,(0.189121274491721+0j),(0.0034791542081176186+0.2527043092643411j),(-0.656570815690068+0.36921729290335803j),(0.253494163016244+0.5198112572512079j)
52,(-0.8242927254324456+0j),(-0.5414526536883729+0.20450185187936692j),(0.5359745218769406+0.003673713559716265j),(0.09494689690755895-0.10869947509842919j)
53,(0.09452793806797483+0j),(0.006118279749051034+0.3924952963028448j),(0.25647497130994285-0.3897975501624429j),(0.6489271705424355-0.3879209045301534j)
54,(0.195076137895772+0j),(-0.09235160197780676-0.006210950920850868j),(-0.9765636861528256-0.1354185324079304j),(0.1526867614314615-0.23956998452937897j)
55,(-0.22820653002870991+0j),(0.2893538854961685-0.4347387422413748j),(0.8277548341075285+0.03132073562159472j),(-0.09389678441996982-0.23691854732088674j)
56,(-0.11279413089697599+0j),(0.19057065347018526-0.3215210707399149j),(0.6418815552842779-0.0028196423266629578j),(-0.03494080801112279+0.019414956234360962j)
57,(0.24958364175988687+0j),(0.2728383687209087-0.5468090696934655j),(0.7289357947439465+0.6957660795157941j),(0.05717776029150329+0.11610384721340325j)
58,(-0.5656786021401732+0j),(-0.1797098353691205+0.15381983758599924j),(0.7346735440036014-0.5474897495675861j),(0.1598826342629428-0.5310650641679542j)
59,(-0.5805946968819922+0j),(-0.269803710690314-0.5318841650406518j),(-0.37459597772929837+0.4480459291885246j),(-0.34909415328544174+0.4395370955632657j)
60,(0.22300245887249592+0j),(-0.40353995469376736+0.19988603605340277j),(0.32408166168416164+0.5590955799506632j),(-0.19750429048017631+0.1883075377016323j)
61,(0.24153965299480767+0j),(0.4217812435397594-0.08512306420162435j),(0.4161893417679886+0.5101548869029866j),(-0.14418681631190872+0.03370107530339303j)
62,(-0.43187476295738214+0j),(-0.5089553496662343-0.2630906054587835j),(0.4249346060213945+0.2386289596102742j),(0.20895262735682824-0.02774885809887647j)
63,(-0.4495330486257739+0j),(0.0067027161889332+0.24561074650019427j),(-0.18722587225632698-0.657807300801747j),(-0.4022206769248105-0.05795587874912565j)
64,(-0.04442499681057965+0j),(0.14328734146372135+0.22669773444338803j),(0.5898335272417238+1.0453466892698429j),(-0.021975507282804285-0.10568193339997087j)
65,(0.2549279798278386+0j),(0.5550489754876942-0.46244535472328085j),(-0.529699591572403+0.6812127495491408j),(-0.4899428846530322-0.31053691805046957j)
66,(-0.1787452213183952+0j),(0.5297209401981153+0.04355378876869237j),(0.39053824529821646-0.714396857373262j),(0.28154465647827537+0.17396884890325823j)
67,(0.6989530766646066+0j),(-0.10220627468509527+0.40003727695726776j),(0.1789638619457487-0.11478370420087836j),(0.1952124421383314-0.6336741883191163j)
68,(-0.044876674303802946+0j),(0.43990717019681513+0.45627248772497053j),(-0.31890870821822037+0.41379291381508476j),(-0.02826301077921764-0.02370449450782227j)
69,(0.03200242047012858+0j),(-0.6800804574619581-0.1286249512969356j),(-0.34548561065475436-0.6644545375928732j),(-0.13754503889369765+0.004833372773424605j)
70,(-0.20000823885727123+0j),(0.27833860916980346+0.1501621468476494j),(-1.0701553397350294-0.012843949829420331j),(-0.21964142198324568+0.14792414324788894j)
71,(0.5026748480586832+0j),(0.19797851390158852+0.4035019911681395j),(-0.5347776600620271-0.022528695993093817j),(-0.3557428220947882+0.8504939461400713j)
72,(0.30646444623960334+0j),(-0.019606994560234292-0.19786829572364256j),(-0.6798784974057468+0.49286711949004985j),(-0.17762054487310674+0.10981333691247491j)
73,(-0.5541699607952414+0j),(-0.1411769389129992-0.38481991479969935j),(0.812903923438602-0.09229504068600707j),(0.3729889240006807-0.3803318843748416j)
74,(-0.026785565707290793+0j),(0.24902549849381306-0.017370714125234693j),(0.18150398073035842+0.6796133463796019j),(0.3472895482589704-0.10242116998929524j)
75,(0.44184711184306064+0j),(-0.1303877118788762-0.16311045505954858j),(-0.0644322674851942+0.7413141675928581j),(0.2946106114877981+0.18213827339708843j)
76,(0.32303644886357885+0j),(0.26937841472115687+0.0760182252254206j),(0.7191101597442885-0.5455981067405978j),(0.06135207208864176+0.13491853457853445j)
77,(-0.1961386210723451+0j),(0.39708342549061265-0.18060662261528118j),(-0.49978972564546975-0.5429596534409277j),(0.15029264623538957-0.31425937023607126j)
78,(0.8127619195075879+0j),(0.16758758056453515-0.10242519289338399j),(-0.5056849368352664+0.009192317874263223j),(0.1132477853542539-0.003795143443039231j)
79,(-0.47923610368675773+0j),(0.19912757181500412+0.6792838876698406j),(-0.007342493319007321+0.26007861187437137j),(0.03148721879415485-0.03903383066557559j)
80,(0.018279225824929024+0j),(-0.09641722124696431+0.024671757868669902j),(0.8906915308271276+0.09199086040140295j),(0.04394985294811587-0.11637116440276857j)
81,(0.05036344110969796+0j),(-0.5139500046464125-0.06295204053009168j),(-0.39906424860754813+0.25485197399598025j),(0.4307480133741511-0.3701828837621338j)
82,(-0.681617952445539+0j),(-0.3981859538578918-0.020183355454506415j),(0.6709159159802713+0.12561441885693575j),(0.29888450904535235+0.32376319419273986j)
83,(0.07337087826280425+0j),(-0.17758212045509103+0.09498476940568679j),(0.6112531704371287-0.8717809055728711j),(-0.046366906008445674-0.12755309264607945j)
84,(-0.8529574871650185+0j),(-0.22551764337660918-0.20353095198588556j),(0.16711556493174287-0.22851458936947558j),(0.24209593754759345+0.10479332248189606j)
85,(0.22084530128661692+0j),(0.024131593292021886+0.39343476505859964j),(0.21044624577714233-1.036849960691511j),(-0.0209817068571711-0.18156564710968365j)
86,(-0.045895297496616305+0j),(-0.18523198862618998+0.20044719016039436j),(0.3294765423392971-0.6229353667908681j),(0.09387107763821834-0.5046101146081768j)
87,(-0.5129817595982505+0j),(-0.38179039175692514-0.12891878086898365j),(0.1763100267446534-0.2480313072814938j),(0.32485703691400625-0.05093509245769637j)
88,(0.3553385628575128+0j),(0.28707618862163686-0.058426054866531324j),(-0.6495316307248499-0.7990046881677758j),(0.25711266224572865-0.39396755833307495j)
89,(-0.12115149892552568+0j),(0.3928959045671121-0.18790273865147017j),(-0.41939556833706204-0.0802669358102304j),(-0.5880906913722136-0.2766298650381918j)
90,(0.259708165685518+0j),(0.22247385085082588+0.04134339702525727j),(0.5711077940583583-0.9944150783992705j),(0.035749831483236766+0.05692411958536678j)
91,(0.3477053653291166+0j),(-0.21575113462067444-0.17309328540356525j),(-0.16282926780711415-0.9727905037771799j),(-0.22044105837146497+0.05850049274850069j)
92,(0.36780968880995646+0j),(-0.018668368571034592+0.2037235129153103j),(-0.12858400234201722-0.6183439324343725j),(-0.41289796317417626+0.27040299406304574j)
93,(-0.570708547676875+0j),(0.16266679151231528+0.05806965802691777j),(0.027730117521066133+0.4536015569092777j),(0.04173410783196603-0.38481423294650663j)
94,(0.3527574120954834+0j),(-0.004540901429739841-0.4260055962171783j),(0.27064841241909865-0.7640465202015397j),(-0.24338669123384316+0.3727716543720237j)
95,(0.4710018272697237+0j),(0.025859148094785372-0.31407979763022753j),(-0.37843734251804534+0.7164367041722308j),(0.18877392035505203+0.05834313476592013j)
96,(-0.18262782791159635+0j),(-0.10129659151602304-0.6527636210236152j),(0.49749922145677183-0.34486427960021687j),(-0.2962624287311277-0.09185326306727447j)
97,(-0.6184671982499454+0j),(-0.10954109789359703+0.10774324552626835j),(-0.40452602210042576-0.03999804155367104j),(0.7719479873218418-0.24788644954856384j)
98,(-0.09080879411567677+0j),(-0.2899921857939647-0.024431827203639706j),(0.5723795354812856-0.597840509256166j),(-0.032634946905282174-0.10212065197742058j)
99,(0.5820271224054911+0j),(0.1559709621073852+0.040978051491810025j),(0.4272268267217564+0.7904194800961231j),(-0.26762841522223724+0.11518819125574348j)
100,(0.4661077641432186+0j),(0.02080604609753217+0.30621257585523404j),(-0.3474339092574151+0.7108410661909501j),(0.27696107223833544-0.2612522473269835j)
101,(-0.1451957111925532+0j),(0.16280874991511513+0.289640744281284j),(0.7950351238990137+0.4421241107903992j),(-0.3374893207843214-0.04772265385803463j)
102,(-0.4258870854375387+0j),(-0.3136101174383329+0.4617762840435583j),(-0.19625911157859832+0.8292652662688098j),(0.2285384434240558-0.3500812052428751j)
103,(0.21443460671718756+0j),(-0.5465028861544112+0.14233237492589906j),(0.5282826919219462-0.5252675252020182j),(0.12997738258723443-0.5357110038374264j)
104,(0.13340485371644567+0j),(-0.36225958718506734-0.09121859561126688j),(0.8041699353677086-0.18990134612751472j),(0.4110774614357404-0.22120600033093313j)
105,(-0.2071462451260036+0j),(0.2038696282345452+0.03064698311876804j),(-0.22223147700364615-0.58584349346484j),(0.5026042418418861+0.33308757761956065j)
106,(-0.3001535573721096+0j),(0.4637870990006213+0.1406056752385682j),(-0.28917189604410354-0.4836665250235806j),(-0.1333970375010396-0.43523508338552647j)
107,(0.26076354102237376+0j),(-0.28956549898998446-0.34672667648432587j),(-0.9133718250001422-0.4356506276684816j),(0.36160701397917827-0.08142157505217386j)
108,(0.7713409393883862+0j),(0.1019615039880265+0.2137302062525785j),(-0.07294636837885976+0.32508822833604223j),(0.6444460073447918+0.6263329867911074j)
109,(0.2504170629520173+0j),(-0.1218635809346288+0.11784868084442973j),(-0.3608434386776971+0.7918197458349301j),(-0.07219280372477888-0.3086588512799065j)
110,(0.14658212007965063+0j),(-0.3121887044436686-0.10836095439197202j),(0.8776610793410871-0.4036687272313324j),(0.22885237389770283-0.3168278123026851j)
111,(0.10294242873472653+0j),(0.3642510415969525-0.12085500889419165j),(0.09314132796406821-0.7064014135702327j),(0.05945493071446322-0.1010306245951505j)
112,(0.10262052959886181+0j),(0.02175798830237865+0.35435966813631326j),(-0.5305122788361111-0.3563421492044337j),(-0.2507961753209508+0.13403341639085317j)
113,(0.6149160372708186+0j),(-0.5529598378668193+0.05007905702532331j),(0.1771217053084685-0.6257173673506364j),(-0.08576945977656607-0.1055254924200153j)
114,(-0.6385750053265519+0j),(-0.4290221646093145+0.11330047241852483j),(0.175387934159822+0.25568230469550457j),(0.4699237434666506-0.8977258983727046j)
115,(0.6329674298000789+0j),(-0.21321758386681203+0.21413111689744957j),(-0.1316848797462746-0.1510039596472652j),(0.10089104568345272-0.8216678937762281j)
116,(0.5623009275186382+0j),(-0.09717766832200657+0.05543433830984043j),(-0.24857145480777415+0.38837595242998435j),(0.35299675680194054-0.041798219364088285j)
117,(-0.32989458533000826+0j),(-0.20535648423665545+0.17767234802830484j),(-0.3170327299576506-0.8746205161232867j),(0.07147211087484942-0.022596253052193704j)
118,(0.627091088010414+0j),(0.28066244031415144+0.9673120897466877j),(-0.06793133318824791-0.0664432863102858j),(0.10608815393101365+0.11943143273263332j)
119,(0.28545794039116934+0j),(-0.07360686139667856+0.00688922325588625j),(0.1559596781184381+0.16208445956695247j),(0.693130719167419+0.6243262573864723j)
120,(-0.35723852292078917+0j),(-0.03347855626795699+0.3222541826139876j),(-0.6753449842974011+0.03176174402891088j),(-0.039262974720828084+0.4365147948383089j)
121,(-0.45816318619017365+0j),(0.032422649001474485-0.29852914876327014j),(-1.0808986309033721-0.0701371527339558j),(-0.10068619176941401-0.13230890684067842j)
122,(-0.5929557833419568+0j),(-0.06686841464147611+0.1091591649323797j),(1.0470362337396142-0.22232898149881736j),(-0.02689690426732728+0.3021432273954862j)
123,(-0.4837364763102693+0j),(-0.4503570473074447-0.132662686183269j),(-0.4528174043884545-0.5176211990667718j),(0.06352766964882213+0.4381482374592762j)
124,(-0.2980177954199794+0j),(-0.5746635246650429-0.47703858459562576j),(-0.31467211917899446-0.26946330999693546j),(0.05480810808242427-0.27550103224219624j)
125,(-0.37913488809584855+0j),(0.3586102594432586-0.49193665359826444j),(0.20583557351876183+0.4551049423420692j),(0.41195056844479255-0.01857221592986298j)
126,(0.35392575944166005+0j),(-0.23482208207235428-0.39254371835281515j),(0.715221996053622-0.29588586773361825j),(-0.1709071214312198-0.4423000339240177j)
127,(-0.1566786292955451+0j),(-0.6953739510672535-0.10792972587892156j),(-0.3278643525866404-0.1598299955066399j),(0.47653741171347097+0.19957665592640794j)
128,(-0.11211801948348546+0j),(-0.08639199009751403+0.05707050387470182j),(-0.012975793698407984+1.0910859173848297j),(0.09295584838222115+0.10501342426042845j)
129,(0.06515685844197472+0j),(-0.13013895551782295-0.1331513954069671j),(0.6696492987626507+0.21264097754433983j),(-0.20229025162433192-0.3912794139989805j)
130,(0.21216192983690835+0j),(0.4763509568550679-0.23681316529172414j),(-0.2816360101839367-0.8943042624396861j),(0.2822856026618449+0.015077703876576892j)
131,(-0.01219620300326793+0j),(0.1284087942319887-0.04885828096558287j),(0.2463088361722443-0.5350800745567293j),(0.08446474758472255+0.5009965867085886j)
132,(0.37982170588307496+0j),(-0.09770897995749145-0.012063249204018717j),(0.45593003210432503-0.9353774127619198j),(0.013338430013469585+0.032469792135752004j)
133,(0.38702961809861125+0j),(-0.21870806729355616+0.23512879871770007j),(-0.17268045990252498+0.8829376210026891j),(0.06449475746935275-0.2748208069971904j)
134,(0.23442579316966994+0j),(0.09489357359980088+0.17298849321762377j),(0.611005582144445-0.6012848468795313j),(-0.06552537135752697+0.17060734165717897j)
135,(0.5746365073090098+0j),(0.5837117021961136+0.15812600828515896j),(-0.3836855035296588+0.03456675984353896j),(-0.12953468886503405-0.4596252570097983j)
136,(0.07580413480036807+0j),(-0.3320277634210112+0.22129063039916375j),(-0.5228104607520155-0.46972389916012813j),(-0.12006656855991113+0.43540520838003494j)
137,(-0.6862235153928857+0j),(0.14959794605057378-0.22247820557975487j),(0.4198238675020489-0.7390321480606141j),(-0.0921973040260408+0.1678667649348042j)
138,(0.3210021103418642+0j),(0.3038760129834733-0.14679569031563985j),(-0.5333671859635978+0.2181090388785028j),(-0.32414274721551095+0.19025196428272267j)
139,(0.11620090485453989+0j),(0.43168480698150746-0.12092110455391046j),(-0.3091408381322797+0.5747220938806392j),(-0.33683195113506+0.09731460992020968j)
140,(0.025523492612133714+0j),(0.10910295850879567-0.5895781376706714j),(0.23109667702127637+0.5702130136599077j),(0.18461904419230035+0.39891042402699933j)
141,(-0.2673526574391472+0j),(0.20206666371047102+0.4241383607902164j),(0.44449374362792105+0.3820257526095054j),(-0.2479956577287649-0.40552040466618416j)
142,(-0.12101817656851029+0j),(0.009873779381156106-0.06703366430325197j),(0.4385347817057296+0.8098530335550046j),(-0.07767484142998148-0.07670391761791652j)
143,(-0.48586580695275716+0j),(-0.05312843004740676+0.2965978273248424j),(-0.420946828010225+0.42249071618636436j),(0.5277599524727845-0.5464017104976459j)
144,(0.17487075150771436+0j),(-0.019240869147176855-0.0637762151215551j),(0.09866920002768276-1.1461821369585028j),(-0.14662057961988217+0.1516869039663386j)
145,(-0.02250788072241061+0j),(-0.08056090851148985+0.08425085560506893j),(0.5520151359063767-1.0208455625949238j),(-0.06546935559899955+0.026978951551859472j)
146,(0.26730679454552225+0j),(0.14682985725923756-0.1975285082186196j),(-0.1054931311876437+0.39824346915502723j),(-0.6999553662641169-0.34242622056843186j)
147,(-0.060553126713796646+0j),(0.004743568361375128+0.5685387687390627j),(-0.12389083976105053-0.17421233878752607j),(0.16052269921057102+0.29841726349236436j)
148,(0.2417053413875283+0j),(0.2741085074661007-0.3611765998284855j),(-0.3237644197304749+1.0459188379690336j),(-0.07401094958667642+0.36670479012126705j)
149,(-0.1342713958528367+0j),(-0.009247622810345857+0.04675777449101204j),(-0.6878313826809301+0.8168424442682206j),(0.13931863124725172+0.22078965728323588j)
150,(-0.25762580755811215+0j),(-0.0029401318501927065+0.11597973380772497j),(0.9777306645603762+0.28345445868055513j),(-0.13217660054881128+0.2664514451820831j)
151,(-0.11039733185913175+0j),(0.029818897218908333-0.09591988333395343j),(-0.08312461382754088+1.1068167790988352j),(0.07669251996760193+0.022060273820488873j)
152,(-0.6976851505484898+0j),(-0.14327256147633222-0.3411856166327847j),(-0.20859329558589063+0.34677493012135474j),(-0.5501515139213597-0.33274682471626804j)
153,(-0.662042745090307+0j),(-0.3996111390888586-0.32609675822375317j),(-0.48697773651899445-0.36346941416071027j),(0.2344061476012207+0.15967100408406362j)
154,(-0.117476754754886+0j),(0.1340601240669207-0.08346559346073876j),(0.6369403520239775-0.08306768463946335j),(-0.5029071473649104-0.31074817695157014j)
155,(0.637857810039839+0j),(0.2022036045435454+0.3481099940861625j),(0.008822837664830684+0.6580423889906463j),(-0.16930653593998382-0.27751619415393525j)
156,(0.02022698595222272+0j),(0.1431436488351072-0.06285529015642202j),(-0.30473826321189024+0.06554139727499991j),(0.31410631307964687+0.6401488207863253j)
157,(-0.23731502233384755+0j),(0.40500133861270987-0.17987900167338167j),(0.24014105863424734-0.535863465217983j),(0.02957296865793188+0.5817326345703804j)
158,(0.4051045126937739+0j),(-0.2542213247925882-0.5119202381405161j),(-0.18066661126593309+0.13882427629931599j),(0.3752869102107925+0.5376705562171834j)
159,(-0.1920779069724494+0j),(-0.5548024148768497+0.2400671429042472j),(0.5143112099079014+0.39921063557405095j),(-0.1193270428421249+0.1673483245191961j)
160,(-0.2946678404735795+0j),(0.2517102546279363+0.04837496096635209j),(0.7545453159869177+0.5632390936364573j),(-0.03163393727549502-0.33566656494528035j)
161,(0.6593412265510861+0j),(-0.19170132873199927-0.0889395353819255j),(-0.2678995476258411-0.6441326534487346j),(-0.4418786670023306+0.15892656049303197j)
162,(-0.07570155529439743+0j),(-0.01291593808750982+0.28368021610157107j),(1.020942840896973-0.017239381954111316j),(0.005897235527045019+0.25732568976339587j)
163,(0.05047222407206478+0j),(-0.5237991121333128-0.053231357200609286j),(-0.2908242051483054+0.619916265276317j),(-0.23566547453390274-0.2631734527160175j)
164,(0.2058512484270188+0j),(0.5170505788922625-0.32114761027861016j),(-0.39649301301179174-0.4608815334808225j),(0.11471844328528008+0.0898991567053655j)
165,(-0.19904126131658884+0j),(-0.3222439086038631+0.057488760974178606j),(0.285183928451999-0.3679906417775893j),(-0.4992983942778302-0.6497716669218904j)
166,(0.21581016710664136+0j),(0.2093028253092033+0.12792835416153747j),(-0.8041111204205913+0.775433089222589j),(0.09564619391850752+0.16859843614899506j)
167,(-0.22781223619393812+0j),(-0.03959499204322295+0.17890216298112382j),(-0.7570835102063695-0.21132193748132286j),(-0.32805333239670476-0.33312298010567276j)
168,(0.08189143840612884+0j),(0.2565018785896751-0.06270852234057031j),(0.7814215577280863+0.005143037827272143j),(-0.44514355412515016-0.3860402590984572j)
169,(0.42247813029349857+0j),(0.18469325284954857+0.15699035754743954j),(-0.00973690160905677+0.0942584587047202j),(-0.3799161998219632+0.1222726971288458j)
170,(0.2641086872978838+0j),(-0.03375865655386513+0.08279199607104015j),(-1.0188545338131587-0.34548874428246384j),(0.10901312431665797+0.3177225991675394j)
171,(0.33821572683971357+0j),(-0.4146253079137079-0.2409463713117009j),(-0.5244654982910194+0.17043468860245287j),(-0.13806192264425346-0.1422083341475486j)
172,(-0.1417312377403872+0j),(0.35249248519991716+0.11997456705675753j),(0.09193962555721415+0.5866760073963737j),(0.43515098685551556-0.07880864114447306j)
173,(0.00145106725194602+0j),(0.23260403156436119+0.2966082370115243j),(-0.009924935085492085+0.9692461074514511j),(0.15795010039342183-0.39556052734538777j)
174,(0.49395572107160896+0j),(-0.7750759437654666+0.5483128917945371j),(-0.06451927984490083-0.3098876658797991j),(-0.09536113699208865+0.07750777859091502j)
175,(-0.16619036918029512+0j),(0.41168432238299046+0.30297578983799023j),(-0.2366268545113987+0.08927488804537548j),(-0.44834559984588296+0.4330483261530594j)
176,(0.10652070041713427+0j),(-0.1975248129386889-0.12151369205335438j),(0.22437039611090076+1.095713819633791j),(-0.009728529266415098+0.14528724517652059j)
177,(0.4677687159687596+0j),(-0.013183797887392497-0.6292636007943261j),(0.048836797367121765-0.32444559627759534j),(-0.23731149381329045+0.4333657434824759j)
178,(0.0887472854378577+0j),(-0.15633325307969453-0.06175657373726448j),(0.41421267976706644-0.6044114389062472j),(-0.1488040672781064-0.11180388111909634j)
