,amplitude,c_-1,c_0,c_1
179,(-0.7110351140515363+0j),(-0.803534327093915+0.05384290090825669j),(-0.029712908558023193-0.06893304500898728j),(-0.09164187053558326+0.36085625504125407j)
180,(-0.30253550668227386+0j),(0.07726704242192126-0.03684137317586373j),(0.30854124956302215-0.5674474286000508j),(0.14409154076494338+0.4914194971295815j)
181,(0.06539273063746553+0j),(0.06426167807798311+0.0049296088635533974j),(0.08879208703394376+0.06780494474054295j),(-0.06851681576544894+1.059074544305094j)
182,(0.06539273063746553+0j),(0.06426167807798311+0.0049296088635533974j),(0.08879208703394376+0.06780494474054295j),(-0.06851681576544894+1.059074544305094j)
183,(0.2649521065781925+0j),(0.15230930128542297+0.12311276123864798j),(0.3552211919517177-0.29507238235081024j),(0.0291022295931605+0.5380126316772879j)
184,(-0.3897343737323301+0j),(0.37844582219902373+0.6490993008193853j),(-0.04877849199582672+0.005727518715937923j),(-0.09565470225096691+0.080292323752662j)
185,(0.08250269702195884+0j),(0.2126510361903968+0.4967545100653291j),(-0.034062334153753634+0.2118710664128938j),(0.5395981687378799+0.16667461809226441j)
186,(-0.12859101663130207+0j),(0.30696757988885476-0.13961934051483246j),(-0.16151288590898577-0.27927434693807995j),(0.592722551478159-0.011983465341461108j)
187,(0.2861290864182434+0j),(0.06047995353908696-0.28457487640535944j),(-0.5134759444567963-0.33493996624726124j),(0.33210208166834454+0.1814006678438872j)
188,(0.6580242580112114+0j),(-0.024810492533478667-0.023630002543751458j),(-0.7558579922766666-0.6214669001204917j),(0.20306752731868352+0.06662746913260345j)
189,(-0.09613726774528739+0j),(-0.0003539905953056921+0.07784614919353694j),(-0.5431596296938686-0.6838535275197283j),(-0.14801789767983525+0.07691364856241054j)
190,(0.09899256271181747+0j),(-0.22753369381913086-0.22002203131523007j),(-1.059457870738202-0.04121483330469315j),(0.2891750612181351+0.119544375851929j)
191,(-0.04338377065789634+0j),(-0.2901972488369001-0.2323984537428756j),(-0.9195768417981824-0.41993763445972454j),(0.2472727665129113+0.11465543497081088j)
192,(0.04819214179726883+0j),(-0.25041502850488695-0.2126136459479686j),(-0.6055242217052871-0.4618332976286469j),(0.26932069316857254+0.15050004962921273j)
193,(0.184734263773564+0j),(0.20403583532705097+0.1342715424913243j),(-0.8713104496655439-0.23527285351478697j),(0.08835362652070744+0.266191275313917j)
194,(0.5184439815409334+0j),(0.3165852656515292+0.23798233765484403j),(-0.9378330265186773+0.09662766540259876j),(-0.12469176229054749+0.3480219672965251j)
195,(0.6287048520124698+0j),(0.202898007743396-0.037535445052820554j),(-0.712045303130056+0.45105062454040956j),(-0.015536697883946127+0.015032347693014897j)
196,(0.024650306224293983+0j),(0.26033829872490416+0.10921095376301418j),(-0.5629584403602881+0.11301793416687453j),(-0.30033285413593913+0.29366091657647875j)
197,(-0.11282105978385445+0j),(0.32708160514399776+0.31696423341580143j),(-0.6871111135538518-0.24609864750111526j),(-0.15286655622949624+0.07299741993368777j)
198,(0.14286785579296682+0j),(0.16526019609045878+0.16665906456925378j),(-0.8782845148719441-0.07135318853284879j),(-0.23436988940422848+0.30747554424032497j)
199,(-0.6036562973451975+0j),(-0.08448242414739984+0.09979417551340132j),(-1.101571209959698-0.35167508390486385j),(0.17433865152279404+0.12656987878181714j)
200,(-0.570944570825046+0j),(0.02564008122259944-0.11569272115100207j),(-0.6796589532687464-0.8196048243062971j),(0.329343418426078+0.09475839003755437j)
201,(0.25285136420938037+0j),(0.26926871170371175+0.016370954021362526j),(0.46902218200270895+0.4784021925709908j),(0.03719996352536195-0.4656527696370574j)
202,(-0.5704128008144789+0j),(0.2763174511566151-0.2250695163631642j),(0.17147379931411502+0.22606273729801632j),(-0.0870717900682792-0.33257876922982393j)
203,(0.003999254532175122+0j),(0.15011646737246237-0.18177101382320893j),(0.4374428445779647-0.2972203364974838j),(-0.44929808912070013-0.32593223972034613j)
204,(0.1291315015411746+0j),(-0.13624460943547329-0.10556748816416206j),(0.8112086256585116-0.44443585701911315j),(-0.2757681346637365+0.2620898520985269j)
205,(-0.47049492729249953+0j),(-0.46015787865560437+0.06275271666346183j),(0.4300555988497426-0.6534846617625418j),(0.08461205282529623+0.06472775164833541j)
206,(0.0030257737273534646+0j),(0.5381021257525662+0.7434907205699374j),(-0.11920520641400911-0.1042607327462924j),(0.2978661408254071-0.04038274683451329j)
207,(-0.40857489087174487+0j),(0.5974648533306846+0.744565128167696j),(-0.06857191732377996-0.12161286330435386j),(-0.15027506240021107-0.09637783513088721j)
208,(0.027211924382411684+0j),(0.5194129752906602+0.3599957772016824j),(-0.16765412946149527+0.08623184085553082j),(-0.3243771614308446+0.0037347609063416304j)
209,(-0.1701919068315475+0j),(0.5904952679743101+0.3509442392543626j),(-0.05642313033408587+0.024341665111648005j),(-0.20023192245348762-0.06379752866844313j)
210,(0.32679573713707855+0j),(0.31420476237520173-0.13087984961345112j),(-0.829360256490858-0.004905288326025881j),(-0.27018287377691275+0.10611962779869845j)
211,(-0.332586491457055+0j),(0.2823908031169157-0.0712479228065521j),(-0.95572034701836-0.1625852507445152j),(-0.24201130506836807+0.05740323094044752j)
212,(0.20026213748473828+0j),(-0.37678157510197846+0.16035605236396622j),(-0.3415467982437083-0.36117510017106036j),(0.25322885133428297+0.5917527081477766j)
213,(-0.1343730996006629+0j),(0.2235842556989362+0.3235716413083112j),(0.02832677886059809+0.019187901266273955j),(-0.7764588287672141+0.11016048714370602j)
214,(0.03996009564740066+0j),(-0.2651869043889088-0.025948323145488825j),(0.3595544638309721-0.8156439639109712j),(0.06988308665205244-0.30618103671031216j)
215,(0.10141980082307542+0j),(-0.33187650137155905+0.10790858220096468j),(0.3099547206447693-0.6599053068180308j),(-0.04092774882690273-0.33890432779931196j)
216,(-0.09370341486063116+0j),(-0.06833849191639096+0.09775498792922334j),(0.18874099946868036+0.7326212032344691j),(0.21329736620497228-0.23075537008743677j)
217,(-0.19871996821887067+0j),(-0.07569071076040751+0.15219013930671338j),(0.47017273160194295+0.6980267776742896j),(0.07753155729035024-0.03181110738228192j)
218,(0.2210004544177928+0j),(0.04576651954921174+0.027525683461935208j),(0.1399223415284875+0.759978585201212j),(-0.005500465568955386+0.14630162656834583j)
219,(0.38011968120198114+0j),(-0.011364459802866177-0.33647846617376254j),(-0.6361747529181304+0.7692490456448566j),(-0.41549359827598153+0.03300708839848914j)
220,(-0.7978766197199225+0j),(0.30402250659633623-0.3950681839098113j),(-0.3621043767213482+0.4927507249348272j),(-0.30688525538911965+0.31638561382948815j)
221,(0.674682205999389+0j),(0.48747392979624293-0.20754103749889205j),(0.09056119559701226-0.1784988616035047j),(-0.4673685823613335-0.1530607382857847j)
222,(-0.24821403968881456+0j),(-0.005834138715372264+0.028198348110138757j),(-0.7821895460674495-0.7196141528665221j),(-0.2447504473050616-0.07889711201114895j)
223,(-0.586344748966481+0j),(0.17426464071836104+0.138011387634065j),(0.41392247983025576-0.5328934140122294j),(0.25859154123268535+0.5083142873340452j)
224,(0.31776163002634206+0j),(0.35645614824341343+0.18975770060192512j),(0.6376668248625611-0.4473666988420977j),(0.07927575482002347+0.46089439642577595j)
225,(0.015948942005823197+0j),(0.1962667946238704+0.22661090769639353j),(0.6934623138681596-0.6036234178234386j),(0.2315614472100604+0.18447689008761942j)
226,(-0.7992137961085426+0j),(0.034286940962902746-0.16941363794343553j),(0.1652902127499436-0.4459448317062584j),(0.31729842697179506-0.2747595925817219j)
227,(-0.2485683517949837+0j),(0.14046623902898248-0.13829387973885976j),(0.7107695637748273-0.23280216104911466j),(0.053870435939312004-0.033949638635022816j)
228,(0.29801198174534527+0j),(-0.16151275169626023+0.28762739301488716j),(0.752894509084703-0.44710524128838963j),(0.43324499841110997+0.333881139362215j)
229,(0.4882773649895968+0j),(0.18445904060870771-0.37289901558580196j),(1.0491617059062048-0.15281579091654413j),(-0.20304768870301643-0.05710092234481519j)
230,(-0.02222762149883152+0j),(-0.5336692518171963-0.008318225049822464j),(0.7171589115042509-0.05087257768360076j),(0.12161323788487403+0.21441392630818185j)
231,(-0.2839135351591212+0j),(0.0388561293453808+0.07770751946089333j),(0.9096524761586552+0.19618343485584655j),(-0.1802829257079163+0.18299215637736257j)
232,(-0.5066288885076514+0j),(-0.16841497440461892+0.11815432087457699j),(1.0369667582314648-0.3273327538700172j),(0.004088206986918794+0.1600380020390792j)
233,(0.1739577729639733+0j),(-0.19469490301791162+0.05837525513439501j),(0.8263353228477877-0.013880725710088108j),(0.10500133753161475-0.11841717332209051j)
234,(0.011319486733334161+0j),(0.17200923272500682+0.07716520852796575j),(0.38465567264296596+0.2559125444474867j),(0.47831777955249394-0.4740716884389938j)
235,(-0.32761844988129785+0j),(0.36625959002464636+0.2825604493588812j),(0.22158840232702304-0.015050467756041241j),(0.45624305395749826+0.6510289912922426j)
236,(-0.3279660975359361+0j),(0.23589609403554462+0.2461419824043004j),(0.11039611270395841-0.1531541919881654j),(0.5875010930506424+0.20020614433843004j)
237,(0.32525622704975465+0j),(0.16998851218032146-0.08507489673338942j),(-0.1578946998249386+0.7746067873088752j),(0.10625405662204479-0.01083871758263319j)
238,(-0.3862250822032992+0j),(-0.09392922855039526-0.3960903967507003j),(-0.2727224204068565+1.089654806619878j),(-0.09296896376013879+0.21756779129413337j)
239,(-0.41490275774012786+0j),(0.4774077504047899+0.1017793381186606j),(0.6108738942195882-0.0585664139016754j),(-0.41564422378534016+0.16124356014816393j)
240,(0.19000938832785352+0j),(0.3340229738893302+0.36413044511576476j),(-0.9577459520661928-0.3746063365178621j),(-0.2726208404321344+0.11535214721226036j)
241,(-0.27339513189069725+0j),(0.3419658262375003+0.3983721340182315j),(-0.9801392480516391+0.3148302077017784j),(-0.04343940193166558+0.33065085735287103j)
242,(-0.016101265551338825+0j),(0.13168830087564082-0.05831590155157931j),(-0.8381990864357588+0.5094259362483036j),(0.19175756018522874+0.39846115619481737j)
243,(-0.5282373389529168+0j),(-0.029402748232743817-0.18976219761543778j),(-0.6136123738706759+0.29149203957219527j),(0.04552426389155974-0.1208724521835256j)
244,(-0.5282373389529168+0j),(0.24439693936887247+0.03615946209038884j),(-0.3834034484032259-0.6330024531901997j),(-0.07734242990441739-0.2297939178719892j)
245,(-0.5497891020707719+0j),(0.4180203398813218-0.0004105918291293642j),(-0.0739017217018802-0.05549303003517784j),(-0.8916732718546128-0.07345801215203071j)
246,(-0.42575887084837205+0j),(0.13524221321787988-0.13879789470804255j),(0.2024060656362804+0.3307360918678972j),(-0.825857841512426-0.03256422547088977j)
247,(-0.08560962243361206+0j),(0.07934157860605937+0.13018485326335633j),(0.4128278433266629-0.04819480345906393j),(-0.884293042530365+0.04197096752281053j)
248,(0.03603500844219409+0j),(0.1938601373501553+0.17524433526332542j),(-0.6814383547529563-0.02129506580285917j),(-0.6038669424809113-0.29753305393708745j)
249,(0.13135983003611196+0j),(0.08740289340281943+0.28420560063442707j),(0.13203254506461792+0.666083338314269j),(-0.1227339885328581-0.016231656876085042j)
250,(-0.04695590023663132+0j),(-0.0254348405503102-0.016134234795261992j),(0.603799761166529-0.04560185947698092j),(-0.7518640581239872-0.341980368611159j)
251,(0.16557323537722868+0j),(0.06211588652484351-0.03622607034608888j),(-0.2372626068969801+0.6264988146989812j),(-0.26923758379736584-0.20056153447895575j)
252,(-0.48157936905003396+0j),(0.4546945833901591-0.1540491555288174j),(0.8149857267008509-0.27206804390012607j),(-0.2631456911740605-0.3496490635627233j)
253,(0.029226389286571577+0j),(0.7612127265442691-0.24970786152199892j),(-0.07892880132951066-0.15108830206222965j),(-0.028551084627746956-0.12298142711443327j)
254,(-0.7640927418426264+0j),(0.30500328545027594-0.2543001927163431j),(0.3102810610438943+0.07174416267127776j),(-0.5039355725257338-0.5610457652804937j)
255,(0.18131407215808032+0j),(0.6634952008163608+0.0315050049151856j),(-0.03500006809659635-0.0585051715978549j),(-0.04669603866458058-0.1801269747768649j)
256,(-0.5574227449364979+0j),(0.31640634238240245+0.02406266944181172j),(-0.8561772190397496+0.3223124423655634j),(-0.08145757232701142-0.1101636623493043j)
257,(0.5207512262579137+0j),(0.17137333256421425-0.21791676446043828j),(-0.5484948786989903+0.41961825664942043j),(-0.34112502349864604-0.04626480241525538j)
258,(0.3568013552485125+0j),(0.4635699498442134-0.07386920786574089j),(-0.5033298176280295+0.47540958703979164j),(-0.33977977786339936+0.42287680563490315j)
259,(-0.5320439057696749+0j),(0.1953357761639361-0.2560107239223086j),(-0.5229785728678188+0.22390668453085302j),(-0.4199036305979075+0.4640972218696281j)
260,(0.23163079794311814+0j),(0.29667333220540854-0.7088952200147257j),(-0.017814095269329977+0.0623972894382486j),(-0.2003545079160977+0.028262552675463473j)
261,(0.3407772106145406+0j),(0.41190641943730455-0.6920871945986076j),(-0.22116709233343976+0.2691135113683626j),(-0.2341471713699499-0.023885684114471374j)
262,(-0.12215791472752363+0j),(0.3073225936290045+0.2299091126428715j),(-0.18331548008602414-0.8113318364393852j),(-0.38412415331723826-0.27541536805697814j)
263,(0.328164240196259+0j),(-0.06598118015045332-0.14954820099705876j),(-0.4774704952119966-0.8188907147426151j),(-0.028925176566995933+0.1076464851306632j)
264,(0.3917022738707211+0j),(-0.041702399497852795+0.14231211208961314j),(-0.2815783236135184-1.170338724841743j),(-0.22492232122864592-0.1675891175621047j)
265,(0.7990728214612708+0j),(-0.11711257833806271+0.2465112616160532j),(-0.6306214898930861-0.8244854959786992j),(-0.2473155540974177-0.028256963468031387j)
266,(-0.1339459540417831+0j),(0.07809895973407363-0.21170112356961449j),(-0.16243823177461975-0.46386570104961095j),(0.8723601585487952-0.1528779206528635j)
267,(-0.33640147658999087+0j),(-0.12051731091971918-0.005634767240196702j),(0.5165929586598929-0.08123699092414316j),(0.49562210277144086+0.1727121106907506j)
268,(-0.4864183288764239+0j),(-0.2056162508368808+0.20109254154411627j),(0.4239680202950526+0.15807966085537556j),(0.4029383297277837+0.29239166871378985j)
269,(0.20579875095684075+0j),(-0.5021980162543096+0.7491055708109667j),(-0.05701974074125618-0.05289004011313103j),(-0.2454507101822772-0.2593424798302397j)
270,(-0.13505237165316655+0j),(0.33196854862376235+0.4400795097813427j),(0.16519255589922044+0.4690582087407005j),(-0.2899814219279175+0.22162831707581832j)
271,(0.19515381878017118+0j),(0.23751925517742456-0.24743271783738074j),(0.6620467550381399+0.6850856811016832j),(0.28488674125265107-0.15400696140674835j)
272,(0.5057697060040989+0j),(0.2539843890131567+0.09733589609972519j),(0.11695819456304271+0.8782782867453005j),(0.010841267171744662-0.15134917547880478j)
273,(0.3417732568530216+0j),(0.2504369385398284+0.19386377579192873j),(0.2812212454684635+0.5334653431077594j),(-0.044951794598602775-0.27000495568579913j)
274,(0.16483188318673586+0j),(0.09411026624272437+0.3416471664637527j),(0.3559499305278132+0.8727842792241619j),(-0.17006383128659083-0.23793668838291027j)
275,(-0.3904579047503359+0j),(-0.2118910545088112+0.14462951898590812j),(0.33968764296575243+0.5694641682974992j),(-0.3449981863492121+0.2670118927517222j)
276,(0.15919604132333598+0j),(0.3534549899490369+0.063168261111481j),(0.6899273712283367+0.6985472351812015j),(-0.028810621164990308-0.18316448332804644j)
277,(-0.40688593289476743+0j),(-0.06798753355654542-0.1740058815909621j),(-0.3404047665953849-0.7105170152740714j),(0.4267108271926848-0.3279983016913829j)
278,(0.42997016894964174+0j),(-0.09287201246085264+0.2129008235721313j),(0.33741104781899767-0.820279865326431j),(0.44234963006583805-0.07338359741420422j)
279,(0.6030960216182097+0j),(-0.08730037229547617+0.28347627426257116j),(0.20371442066214535-0.5602177543686753j),(0.6375357990492299-0.20366484206479318j)
280,(0.08937123590332774+0j),(0.008816925700557018+0.22275302721600704j),(0.4438626475901814-0.7721533805073034j),(0.2598824483727509-0.15243187024070476j)
281,(0.25552264198637+0j),(0.18932520102944778+0.3230521071439759j),(-0.16872911178036396-0.7681116125499272j),(0.14894996950370673-0.38195381641272974j)
282,(-0.0562941925403696+0j),(-0.2455206124724166+0.39133981477234375j),(-0.10993783817426528-0.5958234805016815j),(-0.2699010531375069-0.39854869440265017j)
283,(-0.4729181363495703+0j),(-0.30032129428468834+0.31040176981102774j),(0.2264679450161445-1.0803745193306256j),(-0.1409957450235142-0.18842863738691956j)
284,(0.47393338999413315+0j),(0.4272982597889664+0.4519014402337723j),(0.10916871297430532+0.08347130220222715j),(-0.48940738470905376-0.3351299065904501j)
285,(-0.03692658140538124+0j),(-0.09951032070813147-0.21248149781276615j),(0.06939988788337054+0.07477277337367216j),(-0.3409882456719917-0.10550069496893308j)
286,(-0.09303041767521025+0j),(-0.05112118389939213+0.15176645295019858j),(-0.47070314257718315+0.9106905342123549j),(0.35226266143537877-0.1609674457557858j)
287,(0.15171559360140263+0j),(0.20663541662213095-0.2428075319116704j),(0.5893762629824744+0.7018558667963107j),(0.443980280891249-0.02652879520524358j)
288,(0.3483223581129159+0j),(0.14890232917226787-0.10038294156274402j),(0.2830713226898479+0.19760832143252746j),(0.3505057547615893-0.0036048688742190346j)
289,(-0.18225964410327677+0j),(0.37266401017020573-0.6906160486659384j),(-0.100953345411335+0.49235783996427873j),(-0.23638770418772456+0.3671113483975165j)
290,(-0.14972733449102088+0j),(0.4371790319724879-0.5914027399676896j),(-0.02984509323839349-0.2533489829426562j),(0.15105048679028438-0.08667543827901807j)
291,(0.4648929698626495+0j),(0.7916090712896019+0.0013472203049099546j),(-0.1689168608103322-0.48641185682299437j),(0.3782182845998133-0.33447979600305766j)
292,(-0.41477344544482025+0j),(0.1980419265950047-0.33622428616456346j),(-0.2502857492052581-1.066393117519857j),(0.13968606037168052+0.15226765381473506j)
293,(-0.39314285179729125+0j),(-0.10196700925858983-0.3216595543471137j),(-0.28123391842701145-0.6901878968424487j),(-0.1626974194312979+0.263335425698075j)
294,(0.13312332330436755+0j),(-0.4775790891756474-0.3017111582737463j),(-0.6822720886332418+0.24990688508160613j),(-0.06886210803303205-0.09876343678812649j)
295,(0.8696320748578971+0j),(-0.6272132357059199+0.4561794005135539j),(0.19813077666621132-0.3674653966366382j),(-0.013428847601704041-0.029364114693884252j)
296,(0.16814004209934735+0j),(-0.5698517866545963+0.1565998831843896j),(0.31849146988745614-0.16722928229467418j),(0.3204173075399217-0.280186860906604j)
297,(0.12361453421008356+0j),(-0.010735825567318337+0.22635342182806803j),(0.598083096842693-0.6532182601272494j),(0.09173876087457117-0.03115119254578405j)
298,(0.12361453421008356+0j),(0.004703261315458478+0.21192105434533742j),(0.1574158696503738-0.9873704971366468j),(-0.053622155931701734+0.016294320829232267j)
299,(0.7102676437884631+0j),(-0.044747434198003644-0.18000044388577585j),(0.2647991298144834-0.4049567221472267j),(-0.20396413310608094+0.26210673012763075j)
300,(0.28518019000503037+0j),(-0.34120272126483703-0.2501071338405615j),(0.23959299156945893-0.040994559742407455j),(-0.12642802513574466-0.5364498895373456j)
301,(-0.40178936412859634+0j),(-0.016398536395772975+0.491467884058778j),(0.09365731383593229+0.12006308007719141j),(-0.7005499111931106-0.3726405389101048j)
302,(0.12001199760492991+0j),(0.1952853650919694-0.540815519721757j),(0.46712157118774683+0.4234211227473413j),(0.4148241104213403-0.08794754428508822j)
303,(0.37747411425447813+0j),(-0.12737041207176125+0.13410330019356476j),(0.7703833352749209+0.3502807335157593j),(0.22690702205107438+0.2057424167287661j)
304,(-0.29334936368225484+0j),(-0.09056820033004181+0.21184302279557013j),(-0.06779992950718178+0.06645108243190745j),(0.902787985123883+0.3724269260859822j)
305,(0.1588849623781458+0j),(-0.19130487029525978+0.12882552746394016j),(-0.6300936119402343+0.6185204851081997j),(0.024467663918983917-0.1388879573988177j)
306,(0.4205592432200541+0j),(0.24916633982163938-0.01719585213722369j),(0.11482317520766738+0.8309920743253868j),(0.01514040680105767+0.03914722136664599j)
307,(-0.03607371395109071+0j),(-0.14054844544546713+0.04790299699506133j),(-0.09703173427266973+0.8765810593015098j),(0.11692689138588702+0.0010200769713562124j)
308,(0.24764339554736214+0j),(-0.34449987650638036-0.05725912493423127j),(-0.24021308173466782+0.6460314012916605j),(0.17853545028885123-0.2704155739182748j)
309,(0.3279367275863416+0j),(-0.31287599138897315+0.06797481824012638j),(-0.5752496377362971+0.4488087944568475j),(-0.012879204648505881-0.2644603996245628j)
310,(0.2884975634466916+0j),(-0.26968781983119394+0.14605507857258485j),(-0.6387699311509194+0.5325194706172409j),(0.12353956285483347-0.20824047130429946j)
311,(0.4829887164169504+0j),(-0.36720922321355864+0.16326561947354717j),(-0.13557980192926877-0.03390830321302758j),(-0.5123832486672895+0.49876448597837253j)
312,(-0.7183001515418701+0j),(-0.02777864630255983+0.3412225466298445j),(-0.25653673334171484-0.20916605028372692j),(-0.3143758251749405+0.4344206169113713j)
313,(0.15743049418694197+0j),(0.18800423432206528-0.09253982603239583j),(-0.8591004307628608+0.55351058202068j),(0.021780382191024017+0.05442543994470303j)
314,(0.7327027959873836+0j),(0.20345453153495274+0.01726812606345207j),(-0.8236459239590013+0.3130812482945185j),(0.1736877805284162+0.05388158937165042j)
315,(-0.10878228485333985+0j),(-0.03341994111224106-0.22661716462153617j),(-0.34808935567978794+0.8189834245547893j),(0.12798735086344143+0.40141448692205406j)
316,(-0.600060351657099+0j),(0.31517030788100253+0.21266815396900873j),(0.13750497803673223+0.866965987086197j),(0.3835847874979908+0.243154616826333j)
317,(-0.32442976940067936+0j),(-0.11886972348962757-0.16785892840929345j),(-0.9456450321837109+0.5466606781187184j),(-0.040495114455774806-0.10997407427765471j)
318,(0.33766851065808223+0j),(0.08397174020647728-0.3058022680674468j),(-0.6094878060943933+0.43749888240826074j),(-0.06744875318302657-0.1215156654636734j)
319,(-0.7601459856715083+0j),(-0.06410914931211477-0.23340642524223654j),(-0.9003537673229886+0.03523664615194252j),(0.3700077337099128-0.3857203917283298j)
320,(0.3053002796678331+0j),(0.030608150525779892+0.10456381618482001j),(-0.5957831421595876+0.5492677808555886j),(0.2525214591497221+0.07265644226217904j)
321,(-0.03346066503701639+0j),(0.4294091246018464-0.36683921128037705j),(-0.7033701693834056+0.30600535453681255j),(-0.11243917543173074+0.23193659534822444j)
322,(-0.023185352620921917+0j),(0.6500170315771912-0.13114929064003958j),(-0.26351656122766065-0.34685181319727587j),(0.11230973933795216-0.06382549185873089j)
323,(-0.05919485094129606+0j),(0.22363936324355765+0.29015646220737196j),(0.49791838977348923+0.5291146829461495j),(-0.55930612517621-0.012588597652946232j)
324,(0.48496187883986003+0j),(-0.04790140204179002+0.4521549038293098j),(0.8785261618173913+0.4492073323779359j),(-0.28076435091210417+0.26091710961180414j)
325,(0.1661742565023224+0j),(-0.4740819673285403+0.1482090769781607j),(0.30107648541465587+0.5651315742860747j),(-0.27962056960500054+0.2709403940787906j)
326,(0.04491160609702105+0j),(-0.2028011125359716+0.37051992916277066j),(0.6222005774318038+0.2440051292718054j),(-0.07918622184102228+0.08265018132582219j)
327,(-0.002076707748574269+0j),(0.058678574355708404+0.05059082952198718j),(0.7688359583788442+0.6564322006147575j),(-0.11372802579212224+0.09471374918030837j)
328,(-0.06719763956637581+0j),(0.2870709112350269-0.150560845089083j),(0.03443624782044252+0.5724036709006962j),(0.019823247451707576+0.10382494645902705j)
329,(-0.34705409457035247+0j),(0.123713829694234-0.09032155808035587j),(-0.03855039120954992-0.5996508263869654j),(0.3020864007255586+0.3395749946190927j)
330,(0.149625673016737+0j),(-0.356821086997087+0.21372343768386098j),(-0.5737414876758486-0.47261057969020576j),(0.07910975986634228+0.5040137347032286j)
331,(0.5167923821757963+0j),(-0.09501446597318132-0.003634366165901421j),(0.007536587227840452-0.9073647485629776j),(0.09183691516854803-0.014988348627076051j)
332,(-0.3788994012590747+0j),(-0.2881022228898324+0.08910896507490414j),(0.007632843987531807-0.6160355040965355j),(-0.38968351167821097-0.2276195032025139j)
333,(0.6904670711064518+0j),(-0.35495938858252096-0.08400954218935704j),(0.46691906126772603-0.8749529239026573j),(-0.1381218507993402-0.20423341869798006j)
334,(0.2714200913077554+0j),(-0.15168035646817488-0.020409461009867097j),(0.4409635401244515+0.20870854411665013j),(-0.5268000695340099+0.17586267133754943j)
335,(-0.02692911405161641+0j),(-0.3309740002875328+0.13566098543824884j),(0.8514875102565138+0.21718530562038096j),(0.2535322090973237+0.052145354883460004j)
336,(-0.43302779738857355+0j),(-0.18418691768235101-0.08670192229989891j),(0.9434778626002606+0.035614607452042826j),(0.20800096915098018+0.02572755408916398j)
337,(0.6698912575517525+0j),(-0.09487538233665618+0.148350825202967j),(0.90230859157984-0.6965039129354814j),(0.2574100128166334+0.14172491035277157j)
338,(0.3217039712927254+0j),(0.25674384190940835+0.26693188815661806j),(0.3731346476594672-0.6747865903128565j),(0.25822685910703597-0.12373387831106908j)
339,(0.17946854682899618+0j),(0.16690684523730998+0.2096528764568039j),(-0.13606759221962092-0.8937411947454106j),(0.1813921603443488-0.20519785135777674j)
340,(0.15615456123260835+0j),(-0.23371560013213713+0.27314417792530754j),(0.3079941182753833-0.8582700241792559j),(-0.12700326304638862-0.4913737810232965j)
341,(-0.16668118521782732+0j),(-0.34634439157645924-0.003826319376408538j),(-0.10051368048604181-0.750711351239695j),(-0.35694511244590715-0.13730756027612315j)
342,(-0.054580303259476506+0j),(-0.20944849891059208+0.15627806404683622j),(-0.24617260567802576-0.8032120099979572j),(-0.262492460879863-0.24554198365093338j)
343,(0.061998519083358405+0j),(0.306610240150625+0.08237572719805397j),(-0.24396546006677697-0.6851955740915452j),(-0.2352827265573393-0.45519663071480837j)
344,(0.31803243695975214+0j),(0.44809886899922086-0.09527618539222817j),(-0.4555903065883922-0.1554641066717571j),(-0.5474777310161009-0.18411884448263405j)
345,(0.3307355793395795+0j),(0.09674485453904323+0.41884162911435485j),(-0.3201852813846092-0.37594319770659496j),(-0.23149965655300783+0.13078017022270017j)
346,(-0.5206328812186092+0j),(0.1074812075115969+0.18242929962445087j),(-0.860291249487428+0.2569296052721455j),(0.2961795823500654+0.16744875195326292j)
347,(0.25888571880145916+0j),(-0.022198932122523312+0.17793506988296828j),(-0.8495678151822631-0.0021591408306712023j),(-0.21536010539046457+0.0961043221597198j)
348,(0.07829697623017015+0j),(-0.5203927613641904-0.292438453170786j),(-0.697332466390676+0.3260907227684945j),(0.032668737147639126-0.18852656441994675j)
349,(-0.3850920970090027+0j),(-0.08944491893669514+0.08013863922772956j),(-0.40828834392788405+0.4179130563398596j),(-0.4728271433450889-0.03619129774034302j)
350,(0.42236283413172393+0j),(-0.3686790195908701+0.21235386528661648j),(-0.19037742958943718+0.9145270842547195j),(-0.1812831035328224-0.15394375301528365j)
351,(-0.3805665419724731+0j),(0.07484734500747041+0.06042596121661206j),(-0.14316825099026623+0.6971835855776587j),(0.04783906539911918+0.28416521927896j)
352,(0.29692967293688527+0j),(0.17635934974968293+0.15027007516163074j),(0.5054662471329183+0.7312123509284572j),(0.014595815080453767-0.08131176277898536j)
353,(0.2909406250727275+0j),(0.1697774336460469+0.34697443944502876j),(0.5423407219935976+0.7456390072873129j),(-0.08803291333357033-0.12920201104691076j)
354,(-0.10922946745373618+0j),(-0.06935268054479632+0.35045045867810076j),(0.614004498396594+0.7749866915344507j),(-0.3901300172815929+0.015852884943614337j)
355,(-0.37731074075556464+0j),(-0.292362553812786+0.10299457579317345j),(0.3344630461369821+0.6026105325756874j),(-0.09760991685212148-0.2912337138372581j)
356,(-0.7015386586050767+0j),(-0.14402481873380596-0.11849732490676403j),(0.38449307873737393+0.6301274111531449j),(-0.106205563432442-0.04260881247684649j)
357,(0.16938070070035413+0j),(0.15824688066015374-0.2372245213992722j),(0.39681456683163124+1.003832592474554j),(0.45622767653554025-0.16849163551788077j)
358,(-0.20924730096486835+0j),(-0.02171570751804036-0.19821850202567914j),(0.1714327417671237+0.7587838785366938j),(-0.07488389326927605+0.018635156036584943j)
