,abs_amplitude,amplitude_squared,abs_c_-8,abs_c_-7,abs_c_-6,abs_c_-5,abs_c_-4,abs_c_-3,abs_c_-2,abs_c_-1,abs_c_0,abs_c_1,abs_c_2,abs_c_3,abs_c_4,abs_c_5,abs_c_6,abs_c_7,abs_c_8
0,0.7502376717932634,0.5628565641777764,0.12253644905894027,0.11880615655614758,0.05683950848570696,0.05434066307300515,0.042703494543342456,0.11389046383156452,0.07357450101704865,0.14014960608502047,0.3014479089390666,0.07321576603976539,0.032170752046192116,0.01071945652096047,0.1258920237433564,0.14739151927596209,0.0532662093968112,0.06205273941966637,0.04891636747338669
1,0.554652635687571,0.3076395462751693,0.06202886834873818,0.05083796545365646,0.11256232833798374,0.023410829496913938,0.1350156075728378,0.05460861700063994,0.03601732550050035,0.16213245286772815,0.3122893575256428,0.15060160905641734,0.05212826948757057,0.09344137823999633,0.06568945732136683,0.20180057024135614,0.07328381441518124,0.07261565193704579,0.0795088653431947
2,0.4059315083370826,0.16478038946081894,0.055965387919292064,0.013743504545050302,0.07531703471565006,0.16471159813755096,0.145376367634158,0.10068499983320157,0.1468998484722372,0.1773480020217579,0.24349676045178095,0.30603579664899444,0.08595364340773154,0.347756032098765,0.02264331748367541,0.12794098909245408,0.05026165619277162,0.11265181789042067,0.04676687075910593
3,0.3719121122656972,0.13831861924993255,0.046904972709846705,0.028791903495049065,0.0768157434924853,0.13504183458635532,0.12009875719730291,0.23894123637867468,0.1400471385452379,0.3306255024925847,0.30944153963106286,0.48808172473797323,0.15620772495385654,0.30457283964721493,0.1570190873501528,0.26930012074994464,0.07811564244406016,0.07387106148384869,0.05138445178031817
4,0.2381053495361929,0.05669415747775259,0.07251399412425909,0.08285708399163166,0.10120892851696733,0.08252185558831311,0.12680676832401425,0.22745731585689388,0.1549433542960868,0.3039710935217134,0.2644018599546586,0.41769182733712973,0.19863799598908785,0.3512237192008017,0.10824031913911342,0.23755509405211353,0.13278232245733132,0.08699639516818677,0.09247825900175889
5,0.6024022303661741,0.3628884471501411,0.1518711927713028,0.08659247185252439,0.1249518910123057,0.1964000162578803,0.0642992430376967,0.4100612971607832,0.20254684290888553,0.30085073495857484,0.35859440404708287,0.3875337111050562,0.10757490420545317,0.3016817956352436,0.13752221435354264,0.18457175416004512,0.011141510966771868,0.08463674243688936,0.1502399008799155
6,0.6024022303661741,0.3628884471501411,0.11942901491649453,0.06677639965484257,0.09979500588273266,0.12370810952951428,0.1407729115253021,0.40406657060574985,0.23497392839067016,0.3120766395030836,0.34623323971998743,0.4040550879027737,0.09908130289660698,0.4180312537341949,0.17723127530981822,0.17564864566379437,0.05944421226586533,0.1117912730211769,0.1491336538266572
7,0.5413056778971285,0.2930118369236698,0.14137044170826724,0.07719411193853719,0.029691096424627153,0.1488976268860325,0.08225164429928183,0.3974698165682281,0.21913715298996042,0.3439388618983803,0.34258986559759363,0.33331223270148624,0.11277059052541492,0.403415134580522,0.19218523260596354,0.09615755745952377,0.0541979610410861,0.14398652264499853,0.11827265122617142
8,0.13447148817708138,0.018082581132558936,0.07015165489318456,0.051111627992141175,0.05938947290578145,0.23866064282494723,0.1389850707213166,0.3738022749203809,0.10988184392448036,0.4221559903603817,0.4321531820990511,0.4089207705371093,0.20831009793233704,0.23345090029129076,0.09229479818881883,0.13112004867629595,0.024221899688804074,0.08986762651316678,0.07608959863018294
9,0.40124906847726793,0.16100081495387525,0.11314426951875055,0.07070476502776007,0.04680324496469805,0.2046169465041362,0.0479970753941372,0.3559191870090941,0.09079380338860946,0.3770082696153145,0.35445550722139146,0.3624294458954779,0.26916560942086903,0.21163080645417504,0.03647266123060415,0.06037956888373081,0.0916946849394848,0.08416236476886686,0.011475951404145139
