,ampiltude,real_c_-6,real_c_-5,real_c_-4,real_c_-3,real_c_-2,real_c_-1,real_c_0,real_c_1,real_c_2,real_c_3,real_c_4,real_c_5,real_c_6,img_c_-6,img_c_-5,img_c_-4,img_c_-3,img_c_-2,img_c_-1,img_c_0,img_c_1,img_c_2,img_c_3,img_c_4,img_c_5,img_c_6
0,0.04452128908290154,-0.0603538512604053,0.0005113588744742807,-0.008605584208609669,0.03201347889971436,0.031006682756510282,-0.023679220195811816,-0.039752740675896146,-0.056749757580971644,-0.010748714086983845,0.08630582148839697,-0.10643830140071003,0.10828517763218835,0.03395237637987553,0.007815063048070519,0.05115353966147826,0.018325845094285878,-0.03133505359389608,-0.039216341554049065,0.0025177743655791706,0.01734171007081378,-0.04150452379246487,0.0016519987922375128,-0.04889188064648105,0.052798488831445924,0.02498497643413905,-0.04900388826789254
1,0.05255154071910695,-0.0603538512604053,0.0005113588744742807,-0.008605584208609669,0.03201347889971436,0.031006682756510282,-0.023679220195811816,-0.039752740675896146,-0.056749757580971644,-0.010748714086983845,0.08630582148839697,-0.10643830140071003,0.10828517763218835,0.03395237637987553,0.007815063048070519,0.05115353966147826,0.018325845094285878,-0.03133505359389608,-0.039216341554049065,0.0025177743655791706,0.01734171007081378,-0.04150452379246487,0.0016519987922375128,-0.04889188064648105,0.052798488831445924,0.02498497643413905,-0.04900388826789254
2,0.36340612835335684,-0.08087952467161746,-0.10497879267644834,-0.10885737233533672,0.02687339899005654,0.44904009060635464,0.040872846799490124,0.1972064365587399,-0.06519029344654026,-0.0655830226255223,0.2685066439385482,-0.09543867265628601,0.053196314175049886,0.09201633947276686,-0.0026061092827693,-0.05833611814273498,-0.1269288518778308,-0.054855507863542645,0.015796238622043587,-0.17420554948010006,-0.13336301758681354,-0.09306575175676318,-0.1652643869977842,-0.1641115302640132,0.05204544824716927,-0.04121905440840087,0.03323455516929372
3,0.2956648416232105,0.05910615962695573,-0.010633801471729404,0.009079083111039055,-0.06657262348692089,0.439228539664227,-0.06671719703386758,0.1829320485699915,-0.23635392097526614,-0.12560467904078193,0.18223457116269715,-0.12534240046519582,-0.04690841507692277,-0.10796055414193717,-0.024749467850819398,-0.007034320990571427,-0.09225694117681514,-0.0739373394710943,-0.00019422900912062502,-0.3268522645441505,-0.26922117498635656,-0.07127004038267928,-0.11121134313650784,-0.0027157943461976475,0.0484660855828492,-0.05159583503956498,0.019278725901481414
4,-0.3078209053188455,-0.02614793962479539,-0.027273503897545324,-0.11760166347363435,-0.05382646738582779,0.42108901709026125,-0.1284191123894374,0.2937046631360096,-0.15282040563859928,0.1802730176219634,0.01520608609513574,-0.09759871640092035,-0.012963972782920073,-0.10328802792070772,-0.029133608149088774,0.04391271312400104,-0.08611870585767835,0.012995365076641813,0.044671781470202544,-0.44916559710259474,-0.12280055246075249,-0.24360685886758654,0.18547212618252168,0.013926191123276192,-0.10379860338832692,0.007309841314158447,0.02259816441002986
5,-0.5053273397907962,0.06592658345537508,0.021426477812539504,-0.04643605176775621,-0.046117954235641384,0.4038951485680632,-0.037983822022107885,0.24979595923195452,-0.2411056689364126,0.16342001573565268,0.150715311091205,0.02021460068880296,-0.03491222220483325,-0.06060126839124791,-0.1418930786100942,0.06168039000041617,-0.05393611855516042,0.056022384551838195,0.1271957587661304,-0.455251041838227,-0.19732296801113047,-0.1259525609084247,0.15664036315542962,0.09198178221956005,-0.05779015575008973,0.04545329714703841,0.06615473115901273
6,-0.5053273397907962,0.06844926805674956,0.03170112002896004,-0.049005859752514605,-0.017426357422657583,0.3958940100109131,-0.11173454778486083,0.24611375678713004,-0.31069971156457593,0.16054287887374447,0.07159095919526098,-0.025063463717417953,0.05368800573136424,-0.01754501160007861,-0.05353573489617269,-0.052189859501616365,-0.16450214770876703,0.10004577363691061,0.09703635925690596,-0.5447263225053729,-0.3541307962099357,-0.08239723671801816,0.2626243491913831,0.30435851766617383,-0.006582782751464865,0.04401067531973991,0.10500671114547008
7,-0.7555275098527712,0.06844926805674956,0.03170112002896004,-0.049005859752514605,-0.017426357422657583,0.3958940100109131,-0.11173454778486083,0.24611375678713004,-0.31069971156457593,0.16054287887374447,0.07159095919526098,-0.025063463717417953,0.05368800573136424,-0.01754501160007861,-0.05353573489617269,-0.052189859501616365,-0.16450214770876703,0.10004577363691061,0.09703635925690596,-0.5447263225053729,-0.3541307962099357,-0.08239723671801816,0.2626243491913831,0.30435851766617383,-0.006582782751464865,0.04401067531973991,0.10500671114547008
8,-0.412192582600818,0.08127156521966139,0.08579230275076637,-0.0368592560516745,-0.07308194073287871,0.533892370663019,-0.12676217700722325,0.14794066451708063,-0.2719499257777114,0.061195116164566035,0.12336893489056988,-0.008646841819314164,0.010873031235775509,-0.05111051321844953,-0.028754287565531913,-0.11699832015574127,-0.14026038269052693,0.1378379986651407,0.13770837284537668,-0.39567515778507617,-0.3416301328335466,-0.08565258528985366,0.25560182039392765,0.19516572834420873,0.0006258077276659803,-0.012987201858754592,0.019271279650683468
9,-0.3651899527218903,0.05068557105462171,0.13912831076693355,-0.009598891962432798,-0.024878193819316007,0.5347080898663772,-0.16632395773864941,0.17871334789256382,-0.21039045044180663,0.12442391958731754,0.1845651293894398,0.04807751291635792,0.11064876568190307,-0.11486665334646973,-0.05149375208895817,-0.07329427403040184,-0.364665281892582,0.001228435734225014,0.16603397804555303,-0.3903972323256804,-0.1679601822303763,-0.16155347313578172,0.29237378334635344,0.18074117170790058,0.028295193633295836,0.035695288512612444,0.029599238768280238
10,-0.2696543620782205,-0.02698744527409036,0.0830555814692853,-0.08984830022644938,0.005698115829346068,0.055715876136686104,-0.2670730914322753,0.25575988829184565,-0.3104718644890191,0.14778216612990863,0.12815177835843278,0.21086107219146402,-0.08504342976926227,0.05142387604098787,-0.010022242478197552,-0.14312919105874392,-0.2661723482777929,-0.02216955317696405,0.15590849848792,-0.2902627820102204,-0.13888643166469658,0.0628196275468982,0.18392136261661332,0.4156191598410173,0.06757879913205951,0.04185555128846336,-0.01654578237036647
11,0.027723005035562936,0.03380117216810321,-0.12280084631518433,-0.25063276367316206,0.024623096502682226,-0.10478832543311091,-0.21054702513779577,0.4270146468471448,-0.26932512750110627,0.17988050104717254,0.07337135696789342,0.20662719931626664,0.0852157737724895,0.08853321720322757,0.08960790240361391,-0.13665078999407249,-0.20204763097674544,0.04490854963671582,0.0063203285207402,-0.2847796058004777,-0.32089087130570987,-0.02498312533132257,0.0800194082933037,0.23068250729369905,0.20538078261546966,0.04942029950886671,-0.10272722828706424
12,-0.11365656466529499,0.029355673606437555,-0.09833728199549452,-0.17218037949227422,0.004360525968336415,-0.11446626696804083,-0.2046017226870892,0.571850689625128,-0.22483152137310672,0.12557865368774498,0.10433091686225321,0.10341780043408155,0.0077675421758018615,0.14146259443243697,0.018112629330500278,-0.12167506704113212,-0.10559593287166932,0.02547538463329418,-0.01854701115278174,-0.23269067685121325,-0.5789501191841817,0.20267437449124634,0.1313126812352769,0.21379516281229263,0.10030341238931764,0.06527334011146933,-0.0371597205913989
13,-0.7278878683612164,0.029355673606437555,-0.09833728199549452,-0.17218037949227422,0.004360525968336415,-0.11446626696804083,-0.2046017226870892,0.571850689625128,-0.22483152137310672,0.12557865368774498,0.10433091686225321,0.10341780043408155,0.0077675421758018615,0.14146259443243697,0.018112629330500278,-0.12167506704113212,-0.10559593287166932,0.02547538463329418,-0.01854701115278174,-0.23269067685121325,-0.5789501191841817,0.20267437449124634,0.1313126812352769,0.21379516281229263,0.10030341238931764,0.06527334011146933,-0.0371597205913989
14,-0.05200902859025924,0.07612560534656941,-0.03066949390354333,0.004088227083426238,-0.13990009122747893,-0.33901570498754235,-0.0970724601967231,0.5603529963134304,-0.4032060590272211,0.041612101347965044,-0.01861050055155336,0.009154661379342517,0.01890464199101556,-0.019889792319868288,0.14000886155720088,-0.04879603182122256,-0.04183231707293404,0.10076169317096859,0.17326745001628308,-0.26207378843398443,-0.48159413672782464,0.31244685214126444,0.17834432979757345,0.29296452449081856,0.14750158020948254,-0.010818750033658384,-0.02210316426291238
15,-0.27134853210958537,0.08416424996158209,-0.18951396885399305,0.01595115877722695,-0.14468526790246694,-0.22786195286286298,-0.040987414523679766,0.5061513869930089,-0.3785983597398953,0.11423383611883844,0.0675019262714571,0.018599537328292164,0.06157746648315872,0.08875669850257317,-0.07800561994984505,-0.13684307347111113,-0.13660405756850788,0.047673811629325234,0.15824063863663373,-0.08953057625986491,-0.5618976793032107,0.34773743230060666,0.09079886988958202,0.1405367647308038,0.015898836024349043,0.001133782073579715,0.02563380100647467
16,0.06838477609605062,-0.13527697290961258,-0.16917743562939686,-0.027743619634431595,-0.1820888825873847,-0.19662756318475688,-0.05886571922221545,0.5322455326594415,-0.3762891033871991,0.1644804779819724,0.009110207070678722,0.10321436897891854,0.01476266834193151,0.057725046719959046,-0.0027417639083127804,-0.00606027767227997,-0.05676812648969712,0.05593275295806911,0.13542511138181157,-0.1810921067845561,-0.5629148737737039,0.24027388368966163,0.05382953274052847,0.16997604015265505,0.09266409733150038,-0.014172225248906767,0.05491263431617961
