,abs_amplitude,amplitude_squared,abs_c_-4,abs_c_-3,abs_c_-2,abs_c_-1,abs_c_0,abs_c_1,abs_c_2,abs_c_3,abs_c_4
0,0.19587579514719872,0.03836732712454736,0.16556739669590254,0.24154373994542766,0.14286345957431462,0.3305116290395775,0.12365429333802146,0.5883726050178674,0.21875940991365175,0.1779596850253569,0.11329889595837656
1,0.04885843886251462,0.0023871470480820787,0.06563486874724063,0.16314414098568344,0.33148779495518615,0.29407982958545664,0.20890632826268188,0.5539633464787732,0.2558191502567198,0.14531944033450078,0.0993555247768593
2,0.13450310764070328,0.018091085965006613,0.17657336860921494,0.09332093626896831,0.34947519862295406,0.38533652301402144,0.26972297238422793,0.5257130857483805,0.3460558382219394,0.16012361138304737,0.04555620615653676
3,0.010707760659074292,0.00011465613833201912,0.050346109858918436,0.13913111213256318,0.5210579213023175,0.23360669206183937,0.2617009076081559,0.5317663540153693,0.38591958238055574,0.15352383659151728,0.04255016219862012
4,0.16964576491571734,0.02877968555383883,0.14335777690535262,0.2064800980054565,0.3417273667097176,0.4341455954479871,0.13451113564287,0.5143417007616733,0.18265609870050092,0.06291469074661933,0.08829659801498196
5,0.5007383953434928,0.2507389405711761,0.16661901103627663,0.2001919186922064,0.20428467368230196,0.6069031502769123,0.12378665361708432,0.4009614820061513,0.06390039355345759,0.09334122596023377,0.033887959740152906
6,0.3479576068140312,0.12107449613974794,0.11007633811006459,0.1351615987623626,0.3494921137624643,0.4886738923964176,0.10871942198883351,0.44319642130903664,0.3243647196537479,0.16903148506223933,0.21325751941095653
7,0.24577301254043857,0.060404373693202576,0.04808681295764793,0.30787177996829485,0.28477152990368576,0.31969963785629024,0.17965767870881802,0.7844473361841987,0.3225258159096899,0.21288889794449156,0.11564260564630942
8,0.19675264825564226,0.03871160459560849,0.09948915286148871,0.24332320448381767,0.07009691038002897,0.366975869016625,0.2896869361677653,0.5767213254724167,0.13603862251518328,0.3019413244086396,0.06184048643030217
9,0.1931691590241881,0.03731432399811207,0.0302326672629628,0.11425375742821131,0.3736965463469716,0.242162347245986,0.2921264886466206,0.7845297375608364,0.03894736959644236,0.2407201059225695,0.1750982809250503
10,0.5970412653858785,0.35645827257357104,0.20466840103173112,0.22446165670142768,0.14599837576457564,0.33056769185154233,0.5103216815570955,0.8520542733581972,0.1401112110443711,0.07546856357433879,0.18058270188458175
11,0.8390284822940358,0.7039687941006332,0.14653833611150646,0.07429222925641596,0.2957863409220368,0.3192051872623378,0.5679507738257794,0.8164279736012309,0.06482975273979738,0.16538909382004383,0.2824931217022196
12,0.3245710529665688,0.1053463684238272,0.14192829839470672,0.16929221089865987,0.48365774892976243,0.44115226086419923,0.7247285682472452,0.4508999543043479,0.273579959815399,0.09360931950915151,0.10197469226978412
13,0.8065926336084503,0.6505916765914158,0.31121301723065065,0.0733404863574055,0.48926100859251526,0.13032170413495042,0.5310715343140416,0.7591199548041561,0.34000623838211497,0.2572499476417534,0.033783096760876076
14,0.7972438005325332,0.6355976774875576,0.31121301723065065,0.0733404863574055,0.48926100859251526,0.13032170413495042,0.5310715343140416,0.7591199548041561,0.34000623838211497,0.2572499476417534,0.033783096760876076
15,0.5924287770094834,0.3509718558289522,0.1517770166870543,0.03709759027225167,0.6426577816023877,0.18243083885037542,0.546075498127865,0.6854515240383862,0.09977439820379659,0.22644854686240046,0.2229325019089163
16,0.05259653443026119,0.0027663954340736508,0.09358900327760376,0.18709528204953382,0.5411057818429403,0.05342928538174075,0.4331187659413607,0.5273118852382274,0.14347818406446286,0.2992207531069883,0.27926461088686744
