,ampiltude,real_c_-2,real_c_-1,real_c_0,real_c_1,real_c_2,img_c_-2,img_c_-1,img_c_0,img_c_1,img_c_2
0,-0.3956906133266276,-0.04155097390927182,-0.10730801733493361,-0.12900066839388533,0.02615034825962126,-0.4960614239443726,-0.08320917448608334,-0.1260758545432575,-0.08833110457306871,0.7570775059892811,-0.13347415816180802
1,0.20287734514554534,-0.04155097390927182,-0.10730801733493361,-0.12900066839388533,0.02615034825962126,-0.4960614239443726,-0.08320917448608334,-0.1260758545432575,-0.08833110457306871,0.7570775059892811,-0.13347415816180802
2,0.37532453075254624,-0.04155097390927182,-0.10730801733493361,-0.12900066839388533,0.02615034825962126,-0.4960614239443726,-0.08320917448608334,-0.1260758545432575,-0.08833110457306871,0.7570775059892811,-0.13347415816180802
3,0.3941742743473159,-0.04155097390927182,-0.10730801733493361,-0.12900066839388533,0.02615034825962126,-0.4960614239443726,-0.08320917448608334,-0.1260758545432575,-0.08833110457306871,0.7570775059892811,-0.13347415816180802
4,0.4333291756957295,-0.1098611584047107,-0.44897617582432403,-0.3345011406640386,0.3020680649192387,-0.31756835706788966,0.12385375890147929,0.0640455172161353,-0.378640961788791,0.0464004315860841,-0.3768734796654357
5,0.39623749095174365,0.14554402594574445,-0.30866076682783633,-0.026610879185331948,-0.4998222612230167,-0.10725097326385616,0.21539186121091564,0.4162007818881249,-0.23130948283378225,0.26828689161053726,-0.011013715437642211
6,0.20011254454768307,0.4416372143246343,0.11243404541948643,0.6002025781712291,0.02701671812035117,-0.16288558984396487,0.07603198266378096,0.5984549956896204,-0.10643936378119151,0.2700096931565524,0.03436065034540092
7,-0.5956534087581677,0.025524509652609384,0.3487756559580686,0.1915804418860192,0.21697127090475898,-0.22402660216152992,-0.4099698031144286,0.0845110877237416,-0.27865562583568715,-0.46267467766760323,0.20049920503705046
8,-0.40330093906650105,-0.0347001881223096,-0.10750753373843006,-0.2981657154525218,-0.21301829973819594,-0.42414812102902727,0.14645212562151005,0.3565058820013749,-0.004042557727558682,-0.5307690252472175,0.07098853041431245
9,-0.15300256886175348,-0.23331425379956885,0.18376946092509472,-0.0959828480228561,-0.22220107788336607,-0.14239572883667645,-0.11704151774448582,-0.012370323112715964,0.6035963441246962,-0.28328672187420867,-0.14092940152991384
10,-0.43829398301589945,-0.02169452333834182,0.286794127752613,0.10600930318817592,-0.27297604312407203,0.19311745972249855,0.06412995180728087,0.33931727554962116,0.48468250368397364,0.15523268354312825,0.08800466317963208
11,-0.2948866898180156,0.15213383258508245,0.30270678370320775,-0.007687214633590539,0.21573906565349607,0.4208251814099524,-0.33915166716380374,0.34759466005045,0.35411047088529213,0.6030814670286331,-0.11569950273993393
12,-0.23471409916651176,-0.10754940757740458,0.033221720833326446,-0.1417523737753325,0.6787088395851515,-0.12508513611636235,-0.02476829114259576,0.10724345706566316,0.6026426602482692,0.4722105773739782,-0.06567048766708351
13,-0.5195010648453056,-0.3319308474232866,0.13189540608384243,-0.016525514703308264,0.5201960469546032,0.16640053278004727,-0.021180369917004838,-0.3854773986506089,0.28507795593173824,0.38780084928140046,-0.0915170070054917
14,0.00273012463335659,0.07200271244564865,-0.2265630911870225,0.4020970705597338,0.4792130430348732,0.3851057223811232,0.24175039035506718,0.10878328280379951,-0.15518535354376659,-0.3946833022298812,0.20664117083151606
15,0.5487520845750438,-0.24191926771063105,-0.23190386316528147,0.37346473412195563,-0.4453708448485494,0.21663910828916175,0.19563712022764074,-0.23400261246010623,-0.1829765556702701,-0.4318637457167129,-0.08680028061682601
16,-0.20577245655947474,0.22871856135207555,-0.0555849691375921,0.18882552419072227,-0.6334287857297453,-0.005784177016033426,-0.012856229483290758,0.24419009549510617,0.25977692341673975,-0.164728830451059,0.19895008471418438
17,0.5665031158017334,0.276809805815453,0.14140221542688963,0.39837989155494297,-0.6148794472737438,-0.05245964977705969,-0.11752724114073426,0.3860295346806557,0.0026527295607888662,-0.0809209417253797,0.001861059425061309
18,0.14452132521748584,-0.007602266835361859,0.06985032521022261,0.2548394653439829,-0.8560906808947926,-0.02036781249426942,-0.2344779352698898,-0.10294913595694777,0.024349310519254305,-0.19731200594840462,-0.02490782741618769
19,-0.6087200195078207,-0.36810125145959377,0.26902557942763755,-0.3221824960154318,-0.23096746915105526,0.1247844988651918,-0.09329167703228625,0.2387540856054893,0.3285217165344079,0.13336252511477012,0.12144525464843972
20,-0.12170216823373736,0.07848705523489549,0.5852196339164724,-0.15507408452212573,-0.03043423471665005,-0.3366474438264487,-0.07431427135546596,0.34836786548181264,-0.04185478268517097,-0.2973616620267416,-0.013697683802046057
21,-0.7535912155259474,-0.3929909933213669,0.12351828378416016,0.3144211009173165,-0.29190243315744324,-0.13589086499577446,-0.12073903116727308,0.641342748480691,0.336150436921165,-0.06265219448284566,0.040883291702117686
22,-0.07075605949433117,-0.07907162039579124,0.18605264625467674,0.19893560795802215,-0.9325455507995055,-0.25327590175582504,-0.14777542916686226,0.17796836861494883,0.3160840445049798,-0.17327016355362118,0.2863758447263368
23,-0.3445911704002482,-0.07907162039579124,0.18605264625467674,0.19893560795802215,-0.9325455507995055,-0.25327590175582504,-0.14777542916686226,0.17796836861494883,0.3160840445049798,-0.17327016355362118,0.2863758447263368
24,-0.32748548914455944,-0.13199454653977447,0.25582272425723795,0.13550006668940828,-0.6864242299922606,-0.12027008395631417,-0.05092447836976506,0.19200762139244837,0.24205666494124367,-0.32164973365364646,0.23045355817567081
25,0.33741871893186726,0.06478702988633563,0.19703769056659587,0.2895213477626486,-0.484989576883123,0.004661784139281144,-0.0832503078225744,0.31774590315394735,-0.2911414423821152,-0.11118532549101526,-0.17865415819671174
26,-0.5102481453825602,0.05139218558510248,0.4690166330881719,0.695779843462696,-0.4684724225183855,-0.019506769319299275,0.013212190967956346,0.2628480555033854,0.2400306852152616,-0.08561535292915753,0.008993395297619854
27,0.1909124377781134,0.2683510812423475,0.5839523447898947,0.8036308444016401,-0.4252232503264979,-0.02777025899548169,0.05967193212149277,-0.031775401418549294,0.15767102254192455,0.1488337506272518,-0.11106658589476118
28,-0.03274238474526989,0.28104771008500484,0.18283621304751588,0.8550767311785943,-0.058543562058997245,-0.2023515190745892,0.11917233736386346,0.1461166291088076,0.4976050503573628,0.22478567541152922,-0.24028125922672572
29,-0.03274238474526989,0.3769956480321869,-0.35475797937979464,0.28366440943223614,0.100757234276751,0.3260240154235297,-0.11882875972309284,0.04954655761097125,0.2779821207130847,0.38552039071126215,0.10549162008875436
30,-0.35665890989866783,0.047869016949290716,-0.6700967429225058,-0.0019171954139235725,0.31649601762216883,-0.008633765018836143,0.135945751682444,0.18218957946661318,0.2543578949902014,-0.07982430887834406,-0.03217678586740573
31,0.6706942613878845,0.13671579839613474,-0.7927612646156006,-0.3645816828476993,-0.053715016371429836,0.14886991098418784,0.2276447732033336,0.14230215590304612,0.40419515818118007,-0.22053212009254922,0.23218843521749621
32,0.14987059813627246,-0.18197877220800418,-0.2635573324722208,-0.11353279073967891,-0.3920076659978642,0.025965105714900738,0.05684788236880629,0.31190360362870084,0.37753315046971875,-0.5140121107772453,0.3191724629816617
