,abs_amplitude,amplitude_squared,abs_c_-2,abs_c_-1,abs_c_0,abs_c_1,abs_c_2
0,0.3956906133266276,0.1565710614748027,0.09300672100157305,0.16556005461211662,0.1563443522522242,0.7575290032659142,0.5137044745986956
1,0.20287734514554534,0.04115921717330473,0.09300672100157305,0.16556005461211662,0.1563443522522242,0.7575290032659142,0.5137044745986956
2,0.37532453075254624,0.14086850338461904,0.09300672100157305,0.16556005461211662,0.1563443522522242,0.7575290032659142,0.5137044745986956
3,0.3941742743473159,0.15537335855723305,0.09300672100157305,0.16556005461211662,0.1563443522522242,0.7575290032659142,0.5137044745986956
4,0.4333291756957295,0.18777417450914038,0.16555732457384872,0.45352115136266424,0.5052326108337462,0.30561105329393484,0.4928318994200074
5,0.39623749095174365,0.15700414923573314,0.25995522184483594,0.518164606879932,0.23283516860613676,0.5672743154983607,0.10781499521766788
6,0.20011254454768307,0.04004503048534844,0.4481342337561464,0.6089251156219906,0.6095674474621617,0.27135795078915614,0.16647032669810932
7,0.5956534087581677,0.35480298336522487,0.4107636060542481,0.35886847470519195,0.33815976035465967,0.5110228857427491,0.30064572123436184
8,0.40330093906650105,0.1626516474519216,0.15050690401035507,0.37236314762889455,0.29819311887482386,0.5719200592611114,0.4300476718026016
9,0.15300256886175348,0.023409786078295615,0.2610253970440088,0.18418534052039243,0.6111802138119962,0.3600342842046643,0.2003438040132711
10,0.43829398301589945,0.19210161554794156,0.06770009646730221,0.44428266362733493,0.4961402037124262,0.3140272379263879,0.21222434825210643
11,0.2948866898180156,0.08695815983182653,0.3717103124168247,0.46092672367256865,0.35419390008782786,0.6405080798260485,0.43644038337783014
12,0.23471409916651176,0.05509070834754712,0.11036459267525557,0.11227128670556072,0.6190895827116237,0.8268183103408443,0.14127598602622268
13,0.5195010648453056,0.2698813563754064,0.33260591627474445,0.40741775000171776,0.2855565330970863,0.6488400619340418,0.1899065556549505
14,0.00273012463335659,7.4535805136604545e-06,0.2522452018103776,0.2513257585401673,0.43100411611401507,0.6208220756978822,0.43704346567968105
15,0.5487520845750438,0.301128850325456,0.3111250791894031,0.3294489708424299,0.4158801841368959,0.6203720531306841,0.23338121594396344
16,0.20577245655947474,0.04234230387852092,0.22907959957946972,0.25043660182157107,0.3211528117980095,0.6544979863779821,0.19903415011382833
17,0.5665031158017334,0.32092578021307216,0.30072632243576736,0.41111237900773073,0.3983887234466493,0.620181371446601,0.05249265088481785
18,0.14452132521748584,0.02088641344261831,0.23460114362352685,0.12440897285266837,0.25600008206945973,0.8785347355718457,0.032175264604915196
19,0.6087200195078207,0.37054006214960167,0.3797392109456376,0.35969191786817983,0.46013919521536917,0.2667049585422651,0.17412673842251059
20,0.12170216823373736,0.014811417752792912,0.10808713506490661,0.6810596079798626,0.16062314442196143,0.29891503924375273,0.3369259977746193
21,0.7535912155259474,0.5678997201178749,0.41112021901011675,0.6531288444539494,0.4602800722868061,0.29855037758601466,0.14190761336059546
22,0.07075605949433117,0.005006419955165332,0.1676004135360842,0.2574651964942722,0.37347623659913615,0.94850606423673,0.3823085231236014
23,0.3445911704002482,0.11874307471781291,0.1676004135360842,0.2574651964942722,0.37347623659913615,0.94850606423673,0.3823085231236014
24,0.32748548914455944,0.10724674560025135,0.14147742863606674,0.3198627720119686,0.27740168909960083,0.7580480028863144,0.25994948657515393
25,0.33741871893186726,0.11385139188562243,0.10548920795060666,0.37388007499054465,0.4105921946197212,0.497571167060365,0.1787149699167279
26,0.5102481453825602,0.2603531698663423,0.05306334638323673,0.5376483073490287,0.736019239160147,0.47623145561525954,0.02148011192372159
27,0.1909124377781134,0.03644755889838202,0.2749055151994027,0.5848162250835094,0.8189521875073716,0.45051781090652393,0.11448569249908258
28,0.03274238474526989,0.0010720637588072823,0.30527014485008425,0.2340494608062096,0.9893265397957459,0.23228419775949682,0.31413567261197
29,0.03274238474526989,0.0010720637588072823,0.39527963870219407,0.35820117993207684,0.3971643949483429,0.39846956209134005,0.3426662232287157
30,0.35665890989866783,0.12720557801010607,0.14412734016901932,0.6944225570512323,0.2543651202152164,0.32640718352787135,0.03331497331767444
31,0.6706942613878845,0.44983079225863987,0.2655435035881875,0.805431763869281,0.5443285123573535,0.2269795562959306,0.2758146476262445
32,0.14987059813627246,0.022461196185724074,0.1906513972258014,0.4083458405034175,0.3942346690446326,0.6464351941430573,0.32022686932948985
33,0.3543529308921519,0.1255659996318582,0.35784388837366565,0.3253720838945478,0.5205941355616281,0.3236032064409491,0.2928394010444969
34,0.030964548790788138,0.0009588032818170991,0.19199031957497475,0.35344313582007464,0.4937034357306876,0.7147029258389787,0.38376696683948575
35,0.2752577236679774,0.0757668144388766,0.2342100250571429,0.2931057357228659,0.4797082350329956,0.949227431868435,0.12680510694020125
36,0.5771961147978757,0.3331553549377625,0.3383392950859605,0.48860605881000196,0.8449376205144041,0.4649093117566404,0.3306699781701828
37,0.513057990129921,0.26322850123615416,0.0739539071112705,0.41454422459866047,0.8070431941204513,0.17445821392688057,0.1914549120250297
38,0.007289768990960968,5.314073194157609e-05,0.048080877217889825,0.38070179009724603,0.8924409149175021,0.2553557881293647,0.1508561691625683
39,0.1503689812817457,0.022610830531709987,0.03160820002272019,0.17181309123580193,0.8278402211397143,0.05688094070985646,0.09892512164556279
40,0.1310598988379505,0.01717669708341382,0.22512865640774712,0.04288612477563483,0.8945675626620493,0.10021792689735536,0.262243497768789
41,0.32166956594873597,0.1034713096576482,0.2578276074929878,0.27922990590776253,0.7153862973532377,0.29470161879612866,0.11146551127162799
42,0.16466296044518575,0.027113890542572804,0.4976173390477688,0.11471866370312529,0.681653655799372,0.22652539356647874,0.18013393107115536
43,0.317485103743854,0.10079679109924575,0.39413161973269867,0.3401847375822482,0.1767850254063948,0.5287444557847263,0.18499591213496888
44,0.4259714862297947,0.18145170708082017,0.3966969097652512,0.1541530213735229,0.8450680867965571,0.22693255722434227,0.32940048015453255
45,0.3908621381947319,0.15277321107415773,0.13607943455853885,0.19624914350148928,0.4887217477411788,0.8909456832042656,0.238007082668208
46,0.6354621205333376,0.4038121066327261,0.1541530869831557,0.4291775828315788,0.37662641530302776,0.5334491696696825,0.12972337551972662
47,0.24632974362143178,0.06067834259260031,0.27822862697149486,0.2186568554191001,0.2706903042696845,0.47262811901697194,0.4729221466677844
48,0.3508788554669589,0.12311597121380304,0.403696995219166,0.5424071843048853,0.29525096969459397,0.8915735838760417,0.24723732208497345
49,0.3508788554669589,0.12311597121380304,0.2933845407697918,0.39702906889225764,0.22819684714603883,1.031794039243567,0.34525490867585934
50,0.3508788554669589,0.12311597121380304,0.4483766521127129,0.43176990227534984,0.13859146081625165,0.8164651230859448,0.19500861947632006
51,0.44108007860639176,0.19455163574342074,0.4294315624393097,0.2858601877729301,0.3145938550065317,0.4674506531589346,0.240163249241072
