,ampiltude,real_c_-4,real_c_-3,real_c_-2,real_c_-1,real_c_0,real_c_1,real_c_2,real_c_3,real_c_4,img_c_-4,img_c_-3,img_c_-2,img_c_-1,img_c_0,img_c_1,img_c_2,img_c_3,img_c_4
0,-0.19587579514719872,0.14865111285917953,-0.18730722112960058,-0.13880284180859917,0.10057370229913372,0.08834243467435607,0.5549459370378413,-0.21867075066369338,0.0440444760652207,0.014146908512456743,0.0729068549204108,0.15251027250494076,-0.03381921328769824,0.3148378429227346,0.08652166489806232,0.19549253003811576,-0.0062275380324784205,0.17242312380439126,0.11241220932321905
1,-0.04885843886251462,0.041556310442307294,-0.14494376425565467,-0.31505503544187374,0.21023228042747433,0.15748802133795833,0.5315349024865065,-0.15680909130420817,-0.02238015327309098,-0.07735357329210867,-0.05080363232968767,-0.07488201347024373,-0.10307513204925445,0.2056339817133224,0.13725661049016974,0.15603216553205088,0.20212458168767766,0.14358575304885052,0.062353388060533435
2,-0.13450310764070328,0.17278307937376056,-0.0927706262043465,-0.32870657152782035,0.26653747586431686,0.17698860052643256,0.5208313706636448,-0.20797935635039438,-0.01073162211528874,-0.0418230771382726,-0.03638903659244709,-0.010119686742694312,-0.11867983942936199,0.278284045407591,0.2035325947249675,-0.07147679245540531,0.2765849426479409,0.15976358536639013,0.018060956177981757
3,-0.010707760659074292,0.02832590625468734,-0.11240912264046839,-0.5209577432436265,0.2327408387020158,0.16522177802516802,0.5261895990613805,-0.21757207551253605,0.13078241909716912,0.04254912082873924,-0.0416217949249783,0.08198570308562345,-0.010217000851513874,0.02009449119428769,0.20295105101756597,-0.07681120427660713,0.31874177012426513,0.08040850239167073,0.00029769082993798095
4,-0.16964576491571734,-0.03257497504555462,-0.1995159718662765,-0.2829680645146144,0.4059425101004245,0.09314913180427475,0.5100553782441802,0.05705211941073477,0.02159048839280847,-0.07180191144243368,-0.13960774763610487,-0.05317337531695805,0.1915898421712665,0.15392555518903944,0.0970385740622997,0.06626383830262841,0.17351745175408265,0.05909407011454492,0.05138846888390652
5,0.5007383953434928,-0.16196658365803684,-0.08987192813835077,-0.20343390826887747,0.6043221990599428,-0.1237158787855282,0.3851944221037702,0.04825043393098427,0.020273388844335216,0.03375534278907665,0.039098856976272675,0.17888499334030816,0.018624523294155648,0.05591165834953656,-0.004185325559679977,-0.11133448357410078,0.04189458105481525,0.09111297475401514,-0.0029951040953788144
6,0.3479576068140312,-0.06215577573810831,0.10638185637699188,-0.2877708754468894,0.44996971953726056,-0.003927012082452948,0.43159242595279756,-0.14264396893019968,0.010205273581137958,0.21083866832604997,0.09084855394619798,-0.08337600622351116,0.19832463494655972,0.19060279276396938,-0.10864847580012489,-0.10075239809213493,0.29131627054439424,0.16872313218252016,-0.032028511108267134
7,-0.24577301254043857,-0.03141509355204737,0.28464987199865005,-0.2787660588810928,0.22408054828089918,0.17181186652872069,0.7728092617477611,-0.2802046507436339,-0.029726279399208418,-0.00955580522832089,0.03640650323142733,0.11730082383341686,0.058174811212318454,0.22802580188999388,0.05251251316551088,-0.1346234311082798,0.15971304151461552,0.21080329973959216,0.11524712068900562
8,-0.19675264825564226,-0.09770181739541343,0.2422184724801225,-0.06073403131426512,0.2624842686384357,0.20371138725769244,0.574063986532532,-0.1360170907482301,0.013016023300823805,-0.016117816920443596,0.018773556262199176,-0.023160169033707115,-0.03499934692453098,0.2564630522275141,-0.20596162673617968,0.0552994269503599,-0.0024202975470530436,0.3016606479524231,0.05970311331627061
9,-0.1931691590241881,-0.024639315498910908,0.11149156156612276,-0.22418318583994837,0.13120104780918249,0.11850251310310417,0.7845262625082456,-0.014183654009270963,-0.14517788390030886,-0.02454350299198616,0.017519083925198575,-0.02497103894538652,0.2989832903998239,0.20354087421807474,-0.2670113101672901,0.0023350700456515883,0.036272876332421926,0.19201445628285785,0.1733696179951672
