,0.0,0.15,0.3,0.44999999999999996
0.005,0.9129698822952954,0.553716639850435,0.011552335191364345,0.015414803587057725
0.155,0.26548368396527594,0.5618966327308438,0.1136402949572893,0.02654987002502566
0.305,0.6054364068558883,0.08964324516059775,0.04942245897214016,0.026693134743165946
0.45499999999999996,0.14566612905240936,0.038960157227521,0.032777491744942225,0.02883336777296848
0.605,0.05652229510172096,0.05370077221623035,0.033606185447301894,0.032603040876279715
0.755,0.04424839638780187,0.07850600097760907,0.03169176456680014,0.02018253104013947
0.9049999999999999,0.03773049958976785,0.025606254960960393,0.024809061670132762,0.025275180020845292
1.055,0.03154340970590168,0.043076934470873574,0.026526010501541877,0.023620505333461543
1.2049999999999998,0.03442933836101534,0.031057647504264266,0.018393470453580193,0.026633156951667337
1.3549999999999998,0.02245832218102723,0.021980248660812458,0.014745455467953243,0.016578759679963206
