,abs_amplitude,amplitude_squared,abs_c_-9,abs_c_-8,abs_c_-7,abs_c_-6,abs_c_-5,abs_c_-4,abs_c_-3,abs_c_-2,abs_c_-1,abs_c_0,abs_c_1,abs_c_2,abs_c_3,abs_c_4,abs_c_5,abs_c_6,abs_c_7,abs_c_8,abs_c_9
0,0.5725737683345571,0.32784072018483507,0.046847200729559224,0.046660234046558405,0.1599493757703999,0.06639303891774878,0.17381400415186263,0.08395569011569307,0.18581229444332784,0.035879970914838404,0.07747749467961063,0.23568617287546204,0.2749891352636481,0.1397981191912526,0.06473965848158542,0.12402767158675193,0.09586378712979506,0.046349440658022975,0.07710777277992907,0.13750364382926727,0.049189714313138275
1,0.36210950343828074,0.13112329248031826,0.046847200729559224,0.046660234046558405,0.1599493757703999,0.06639303891774878,0.17381400415186263,0.08395569011569307,0.18581229444332784,0.035879970914838404,0.07747749467961063,0.23568617287546204,0.2749891352636481,0.1397981191912526,0.06473965848158542,0.12402767158675193,0.09586378712979506,0.046349440658022975,0.07710777277992907,0.13750364382926727,0.049189714313138275
2,0.7790375446303246,0.606899495943645,0.029323390288194504,0.09460230743223275,0.12496098445036337,0.08216532421128478,0.17666426525715,0.05547136318895342,0.25269621506064827,0.04273601414456224,0.02864691953607143,0.19588596331697072,0.25097763499487774,0.14219165261055508,0.051035017630843546,0.08255502194994459,0.07460582523572927,0.04866017162645883,0.014128369676805834,0.098364083244764,0.07825557989895308
3,0.11941894706881524,0.014260884919024497,0.044866766162580604,0.04443941205241437,0.13294797149895324,0.04032257300215984,0.09097047917405529,0.1785793604531157,0.25609484072420347,0.06170000929201266,0.10085466749930772,0.1173013194761223,0.29245642628797663,0.15945575802823672,0.11500355919468658,0.11471702033863083,0.08325959373005891,0.03919938725771874,0.09557438910749164,0.11170754052209268,0.02606615458417574
4,0.6504146923872829,0.4230392720732438,0.044866766162580604,0.04443941205241437,0.13294797149895324,0.04032257300215984,0.09097047917405529,0.1785793604531157,0.25609484072420347,0.06170000929201266,0.10085466749930772,0.1173013194761223,0.29245642628797663,0.15945575802823672,0.11500355919468658,0.11471702033863083,0.08325959373005891,0.03919938725771874,0.09557438910749164,0.11170754052209268,0.02606615458417574
5,0.7001813601176404,0.49025393705618886,0.044866766162580604,0.04443941205241437,0.13294797149895324,0.04032257300215984,0.09097047917405529,0.1785793604531157,0.25609484072420347,0.06170000929201266,0.10085466749930772,0.1173013194761223,0.29245642628797663,0.15945575802823672,0.11500355919468658,0.11471702033863083,0.08325959373005891,0.03919938725771874,0.09557438910749164,0.11170754052209268,0.02606615458417574
6,0.3615584970663427,0.13072454680087253,0.044866766162580604,0.04443941205241437,0.13294797149895324,0.04032257300215984,0.09097047917405529,0.1785793604531157,0.25609484072420347,0.06170000929201266,0.10085466749930772,0.1173013194761223,0.29245642628797663,0.15945575802823672,0.11500355919468658,0.11471702033863083,0.08325959373005891,0.03919938725771874,0.09557438910749164,0.11170754052209268,0.02606615458417574
7,0.7633860646701628,0.582758283732598,0.044866766162580604,0.04443941205241437,0.13294797149895324,0.04032257300215984,0.09097047917405529,0.1785793604531157,0.25609484072420347,0.06170000929201266,0.10085466749930772,0.1173013194761223,0.29245642628797663,0.15945575802823672,0.11500355919468658,0.11471702033863083,0.08325959373005891,0.03919938725771874,0.09557438910749164,0.11170754052209268,0.02606615458417574
8,0.7166725947155375,0.513619608016301,0.044866766162580604,0.04443941205241437,0.13294797149895324,0.04032257300215984,0.09097047917405529,0.1785793604531157,0.25609484072420347,0.06170000929201266,0.10085466749930772,0.1173013194761223,0.29245642628797663,0.15945575802823672,0.11500355919468658,0.11471702033863083,0.08325959373005891,0.03919938725771874,0.09557438910749164,0.11170754052209268,0.02606615458417574
9,0.3426256892491958,0.11739236293348648,0.044866766162580604,0.04443941205241437,0.13294797149895324,0.04032257300215984,0.09097047917405529,0.1785793604531157,0.25609484072420347,0.06170000929201266,0.10085466749930772,0.1173013194761223,0.29245642628797663,0.15945575802823672,0.11500355919468658,0.11471702033863083,0.08325959373005891,0.03919938725771874,0.09557438910749164,0.11170754052209268,0.02606615458417574
