,ampiltude,real_c_-9,real_c_-8,real_c_-7,real_c_-6,real_c_-5,real_c_-4,real_c_-3,real_c_-2,real_c_-1,real_c_0,real_c_1,real_c_2,real_c_3,real_c_4,real_c_5,real_c_6,real_c_7,real_c_8,real_c_9,img_c_-9,img_c_-8,img_c_-7,img_c_-6,img_c_-5,img_c_-4,img_c_-3,img_c_-2,img_c_-1,img_c_0,img_c_1,img_c_2,img_c_3,img_c_4,img_c_5,img_c_6,img_c_7,img_c_8,img_c_9
13,-0.7923111911570573,0.005626651917067384,0.058476047759052685,-0.09859966279614218,-0.028889673173685695,-0.14884363946509402,-0.030852592719086486,0.27271737526836065,0.10224798688194381,-0.011357516960116335,-0.04025997993516174,0.3589046430075701,0.01847422014956277,0.1421652126782107,-0.12571234472026202,0.09630949765971702,-0.08242919770097319,-0.0498755955011852,0.08142744484883219,0.034220641713411507,0.047076626401414794,-0.03478316592579035,-0.018779129634673358,0.006985595851076866,0.03851294430585795,0.10709712506904381,0.11900157570111398,-0.0640621104132018,-0.11706736867705603,-0.1500371923776409,0.15450728683290324,0.1093997340337769,-0.07217779748970958,-0.08123349239013658,-0.028091637799726708,-0.1174584131850545,0.08469962160933589,0.0911407386533783,-0.018873855704801126
14,-0.7410661210791999,0.005626651917067384,0.058476047759052685,-0.09859966279614218,-0.028889673173685695,-0.14884363946509402,-0.030852592719086486,0.27271737526836065,0.10224798688194381,-0.011357516960116335,-0.04025997993516174,0.3589046430075701,0.01847422014956277,0.1421652126782107,-0.12571234472026202,0.09630949765971702,-0.08242919770097319,-0.0498755955011852,0.08142744484883219,0.034220641713411507,0.047076626401414794,-0.03478316592579035,-0.018779129634673358,0.006985595851076866,0.03851294430585795,0.10709712506904381,0.11900157570111398,-0.0640621104132018,-0.11706736867705603,-0.1500371923776409,0.15450728683290324,0.1093997340337769,-0.07217779748970958,-0.08123349239013658,-0.028091637799726708,-0.1174584131850545,0.08469962160933589,0.0911407386533783,-0.018873855704801126
15,-0.3006277773977222,0.005626651917067384,0.058476047759052685,-0.09859966279614218,-0.028889673173685695,-0.14884363946509402,-0.030852592719086486,0.27271737526836065,0.10224798688194381,-0.011357516960116335,-0.04025997993516174,0.3589046430075701,0.01847422014956277,0.1421652126782107,-0.12571234472026202,0.09630949765971702,-0.08242919770097319,-0.0498755955011852,0.08142744484883219,0.034220641713411507,0.047076626401414794,-0.03478316592579035,-0.018779129634673358,0.006985595851076866,0.03851294430585795,0.10709712506904381,0.11900157570111398,-0.0640621104132018,-0.11706736867705603,-0.1500371923776409,0.15450728683290324,0.1093997340337769,-0.07217779748970958,-0.08123349239013658,-0.028091637799726708,-0.1174584131850545,0.08469962160933589,0.0911407386533783,-0.018873855704801126
16,-0.7219875540591968,0.005626651917067384,0.058476047759052685,-0.09859966279614218,-0.028889673173685695,-0.14884363946509402,-0.030852592719086486,0.27271737526836065,0.10224798688194381,-0.011357516960116335,-0.04025997993516174,0.3589046430075701,0.01847422014956277,0.1421652126782107,-0.12571234472026202,0.09630949765971702,-0.08242919770097319,-0.0498755955011852,0.08142744484883219,0.034220641713411507,0.047076626401414794,-0.03478316592579035,-0.018779129634673358,0.006985595851076866,0.03851294430585795,0.10709712506904381,0.11900157570111398,-0.0640621104132018,-0.11706736867705603,-0.1500371923776409,0.15450728683290324,0.1093997340337769,-0.07217779748970958,-0.08123349239013658,-0.028091637799726708,-0.1174584131850545,0.08469962160933589,0.0911407386533783,-0.018873855704801126
17,-0.6355494328033353,0.01681247028970626,0.06463856116145458,-0.08464173129332764,-0.04693230037284651,-0.1636682483080208,-0.03226291558132085,0.27403849368263966,0.10343041095860513,-0.00807845348492527,-0.008222488392239498,0.30381581429310794,0.021330686987499712,0.1158572663694315,-0.13318071761414743,0.10555853993935915,-0.040471094467974575,-0.06062964896364581,0.09203685110087159,0.04939366471311853,0.0655991608121416,-0.04675666605517065,-0.01940978318229956,-0.017212253748433496,0.04375633903716879,0.11094012863809687,0.10020794533861584,-0.05514774691447854,-0.13224673117656838,-0.17723108594754575,0.17056861133197676,0.15423580183545868,-0.08926857465675161,-0.07632053141100063,-0.010097810711506248,-0.17809019158897132,0.09497668999569017,0.12637586891748895,-0.03347025421717658
18,-0.6355494328033353,0.01681247028970626,0.06463856116145458,-0.08464173129332764,-0.04693230037284651,-0.1636682483080208,-0.03226291558132085,0.27403849368263966,0.10343041095860513,-0.00807845348492527,-0.008222488392239498,0.30381581429310794,0.021330686987499712,0.1158572663694315,-0.13318071761414743,0.10555853993935915,-0.040471094467974575,-0.06062964896364581,0.09203685110087159,0.04939366471311853,0.0655991608121416,-0.04675666605517065,-0.01940978318229956,-0.017212253748433496,0.04375633903716879,0.11094012863809687,0.10020794533861584,-0.05514774691447854,-0.13224673117656838,-0.17723108594754575,0.17056861133197676,0.15423580183545868,-0.08926857465675161,-0.07632053141100063,-0.010097810711506248,-0.17809019158897132,0.09497668999569017,0.12637586891748895,-0.03347025421717658
19,-0.6355494328033353,0.01681247028970626,0.06463856116145458,-0.08464173129332764,-0.04693230037284651,-0.1636682483080208,-0.03226291558132085,0.27403849368263966,0.10343041095860513,-0.00807845348492527,-0.008222488392239498,0.30381581429310794,0.021330686987499712,0.1158572663694315,-0.13318071761414743,0.10555853993935915,-0.040471094467974575,-0.06062964896364581,0.09203685110087159,0.04939366471311853,0.0655991608121416,-0.04675666605517065,-0.01940978318229956,-0.017212253748433496,0.04375633903716879,0.11094012863809687,0.10020794533861584,-0.05514774691447854,-0.13224673117656838,-0.17723108594754575,0.17056861133197676,0.15423580183545868,-0.08926857465675161,-0.07632053141100063,-0.010097810711506248,-0.17809019158897132,0.09497668999569017,0.12637586891748895,-0.03347025421717658
20,-0.6355494328033353,0.01681247028970626,0.06463856116145458,-0.08464173129332764,-0.04693230037284651,-0.1636682483080208,-0.03226291558132085,0.27403849368263966,0.10343041095860513,-0.00807845348492527,-0.008222488392239498,0.30381581429310794,0.021330686987499712,0.1158572663694315,-0.13318071761414743,0.10555853993935915,-0.040471094467974575,-0.06062964896364581,0.09203685110087159,0.04939366471311853,0.0655991608121416,-0.04675666605517065,-0.01940978318229956,-0.017212253748433496,0.04375633903716879,0.11094012863809687,0.10020794533861584,-0.05514774691447854,-0.13224673117656838,-0.17723108594754575,0.17056861133197676,0.15423580183545868,-0.08926857465675161,-0.07632053141100063,-0.010097810711506248,-0.17809019158897132,0.09497668999569017,0.12637586891748895,-0.03347025421717658
21,-0.6355494328033353,-0.013985339418407055,0.019304745850316933,-0.055913724178168034,-0.03999808774812766,-0.13509009595926522,-0.061972657158083796,0.2741024148549136,0.08345897874553544,0.004201820889331626,0.013215997898952572,0.2845600700996831,-0.0296277971313875,0.11910392759065004,-0.14940196035745285,0.09078133721392212,-0.059707644133800836,-0.066307799486114,0.09213649607478795,0.04711791606048388,0.05571164781929598,-0.0030302544239155724,-0.05759292691699765,-0.01815857172554503,0.06710500920261221,0.12034571601260191,0.0953109026972448,-0.02425980925197676,-0.12666385667627253,-0.19405777879939015,0.17005057207284785,0.1453320432800566,-0.12857853682875725,-0.08731020352710005,-0.008202379768620403,-0.13405312401948855,0.06339975068496931,0.1434782246602067,0.010841601954186375
22,-0.6355494328033353,-0.011345049077638829,-0.0004439497315699911,-0.03512736193392976,-0.030742592164736453,-0.13477916867672857,-0.02857543073817695,0.23388522419582983,0.08623979097380201,0.006197779846673998,0.019588332467670208,0.2962381565898905,0.026593591205956193,0.1932316977942108,-0.13549568298639614,0.12540630776720946,-0.05389025616478471,-0.10361939035206372,0.09066668230469414,-0.03150394348979868,0.052885754604343645,0.01858039585250103,-0.03755529223688335,-0.03274567180868962,0.05978913328269444,0.10287455089378508,0.05340547208879592,0.029579626691233832,-0.1404356060361138,-0.17414533837013604,0.1630865257381072,0.19051817923504294,-0.07803708562395899,-0.08267890273637196,0.01428083533085555,-0.13788343312171056,0.053942565705609805,0.12696045861060154,0.013186707921807178
