,abs_amplitude,amplitude_squared,abs_c_-13,abs_c_-12,abs_c_-11,abs_c_-10,abs_c_-9,abs_c_-8,abs_c_-7,abs_c_-6,abs_c_-5,abs_c_-4,abs_c_-3,abs_c_-2,abs_c_-1,abs_c_0,abs_c_1,abs_c_2,abs_c_3,abs_c_4,abs_c_5,abs_c_6,abs_c_7,abs_c_8,abs_c_9,abs_c_10,abs_c_11,abs_c_12,abs_c_13
0,0.23725128271586804,0.056288171150324744,0.004916420811650701,0.05056103852444846,0.14729352247192382,0.06045432728920596,0.16538131414510265,0.02622760067020623,0.13869332256269415,0.07160085326684142,0.1103319934713912,0.12066506029407001,0.03324583826259236,0.03597380372545571,0.1114536918836121,0.03658042580919124,0.03711744785424756,0.16553477158583427,0.14546395218237462,0.0812413400505686,0.04767702294637795,0.10435407176733108,0.04998556353110561,0.12615873272582107,0.05305150976911822,0.07089842847329711,0.09142752474995328,0.13547666143632558,0.1627643020145295
1,0.0926711319953232,0.008587938705294616,0.042338994518569734,0.07598906914000475,0.13599294058586994,0.07473273831559772,0.1160387726225378,0.04472448276521947,0.10738316657787791,0.07264612515329993,0.11705221568040436,0.12963598408979385,0.05063138526318725,0.047912360446504584,0.09149514699055529,0.06068979290027944,0.04105056848753973,0.16878153747910699,0.1762424707858729,0.05272451827319912,0.061150319649124985,0.06088448877475383,0.12765032205188764,0.15592563753371258,0.0927116063532744,0.07946530357611142,0.07048978243535328,0.035205154111665526,0.12280549748772533
2,0.24368246232028537,0.059381142442477296,0.042338994518569734,0.07598906914000475,0.13599294058586994,0.07473273831559772,0.1160387726225378,0.04472448276521947,0.10738316657787791,0.07264612515329993,0.11705221568040436,0.12963598408979385,0.05063138526318725,0.047912360446504584,0.09149514699055529,0.06068979290027944,0.04105056848753973,0.16878153747910699,0.1762424707858729,0.05272451827319912,0.061150319649124985,0.06088448877475383,0.12765032205188764,0.15592563753371258,0.0927116063532744,0.07946530357611142,0.07048978243535328,0.035205154111665526,0.12280549748772533
3,0.7356058905443206,0.541116026203503,0.06271409032962276,0.08686544923312199,0.123693140614364,0.01510882277503902,0.0907883213381017,0.10817603739493604,0.1051275231760558,0.1231305985729256,0.12559368266019347,0.18798828462204234,0.10606004451736863,0.07015004136161727,0.1163217749530018,0.08670554063621182,0.06320218491740796,0.18608289009422987,0.16377169624458146,0.06821765486458788,0.07475474715167571,0.1091001860624244,0.07808010707710608,0.23689319175168463,0.11510733541300512,0.10113026519305232,0.05965544168154292,0.0426908269853908,0.07957225948571844
4,0.6803325419021924,0.4628523675710984,0.07200406936876882,0.0929743196799716,0.136363044410433,0.02338713297801601,0.11655876602933253,0.07990349479630034,0.09509277609155063,0.11809530071432718,0.11432774259830401,0.14528900724812677,0.12387447159154055,0.05831798337503972,0.17459718486450843,0.10258839760477824,0.11388245358021867,0.2066931919484865,0.17885783073056666,0.09672686157662684,0.11242130672016769,0.15071044767791142,0.09149497504488618,0.17534753520476296,0.132399807630602,0.057543361275491825,0.09673050548789597,0.021856240444197334,0.07039363564352198
5,0.9098635801113999,0.8278517344131339,0.07200406936876882,0.0929743196799716,0.136363044410433,0.02338713297801601,0.11655876602933253,0.07990349479630034,0.09509277609155063,0.11809530071432718,0.11432774259830401,0.14528900724812677,0.12387447159154055,0.05831798337503972,0.17459718486450843,0.10258839760477824,0.11388245358021867,0.2066931919484865,0.17885783073056666,0.09672686157662684,0.11242130672016769,0.15071044767791142,0.09149497504488618,0.17534753520476296,0.132399807630602,0.057543361275491825,0.09673050548789597,0.021856240444197334,0.07039363564352198
6,0.6687236365458371,0.44719130207508884,0.027504943844917164,0.06376581335361155,0.10501279861962813,0.01653743116428556,0.07204539483982678,0.08277532100579214,0.07564184891310996,0.17500890589870996,0.12717585104581336,0.13563433175078116,0.17259066753544586,0.07075027716537469,0.2011660979723648,0.10101734623808492,0.08007301564286479,0.2195449743838607,0.15983679408939502,0.03697385373779964,0.14703705004440637,0.15385357063663452,0.042967332477417075,0.2223899383211759,0.23115006953039224,0.06667571174440148,0.05510340194994569,0.04865448662010871,0.040164877578564906
7,0.9081959199264271,0.8248198289710093,0.03476150962171592,0.04410159962726169,0.08083262014962996,0.033388347651819826,0.037315560235431346,0.07042150988681607,0.09914166573147809,0.16958707233415637,0.09833144207404229,0.1537145578095857,0.19907656411897637,0.06735279879904035,0.2331626226038454,0.10145227843373153,0.061708948259215926,0.20501580749658896,0.14985661703228254,0.04562216621960089,0.14215651189683357,0.13351746697570083,0.047992947512588105,0.2238661647682561,0.22104194171297534,0.060845719484438454,0.07756086283674321,0.03977111585255743,0.038295652013805276
8,0.41054818215286926,0.1685498098690255,0.01971819077760153,0.0038908339444962184,0.05074923987925087,0.047867931207422935,0.043605016136803815,0.08535203008556852,0.07587426523357702,0.17183308937323413,0.06113683778914901,0.11855680168157126,0.1472243440252348,0.0803047510837781,0.19397070506958583,0.08147539529214302,0.10385452420626073,0.259940701945832,0.12027533500016876,0.02875009193697849,0.14181443606986607,0.17890361082408915,0.0570296448883386,0.23717010047999182,0.17333090652924266,0.06384449380747745,0.07947636335840981,0.05901460103658326,0.03157104004830038
9,0.753297654130667,0.567457355718766,0.030996737107978456,0.02518665455454823,0.06289060957542648,0.05800943583390941,0.08588476368880468,0.03365958544845601,0.043457253283158845,0.11684438807256088,0.03461904603757846,0.0956479992793348,0.2160330663628829,0.0869814033140272,0.18073337676931137,0.08252790660644221,0.10275289214450675,0.27342083957901897,0.10622741958740689,0.03694933385698964,0.23175884320922954,0.13170663755188744,0.10265951406339824,0.24759553713639448,0.17552201155628788,0.03365278261140813,0.07873931730224128,0.04558690607012409,0.02099192198004897
