,abs_amplitude,amplitude_squared,abs_c_-11,abs_c_-10,abs_c_-9,abs_c_-8,abs_c_-7,abs_c_-6,abs_c_-5,abs_c_-4,abs_c_-3,abs_c_-2,abs_c_-1,abs_c_0,abs_c_1,abs_c_2,abs_c_3,abs_c_4,abs_c_5,abs_c_6,abs_c_7,abs_c_8,abs_c_9,abs_c_10,abs_c_11
0,0.2463471052219776,0.06068689625124811,0.30033050531679656,0.0903946334845762,0.1053405574144364,0.12901206462777567,0.08455168928550048,0.12530913447101125,0.11500821530988861,0.048967431342230965,0.1135745277885538,0.20679785559756986,0.032571737483015575,0.10839901767068325,0.08946296326462028,0.1266784721268602,0.07632409017059703,0.034041586253352386,0.1336716700092377,0.0814418432974544,0.06615553483822795,0.016127140106752758,0.009091015234226207,0.0839805997117878,0.0593426298386676
1,0.8419539047068691,0.7088863776511437,0.25396901342367234,0.18774265881417876,0.10960087396170154,0.09929663208208833,0.04876230409569507,0.11495820169708779,0.06727260058408914,0.07900031635044172,0.17068699597993317,0.20202949004711215,0.09743510414935772,0.028222902642198906,0.07569405299158352,0.19058733373887865,0.14002889464547594,0.10472733670202254,0.15237730925434342,0.04287510170261466,0.0575710457423959,0.024011283988878536,0.05449580731851518,0.11931531278701844,0.04761443032201327
2,0.6083837446870485,0.3701307807994358,0.2092487434210519,0.1998118213656687,0.06370180644610121,0.08503779668278377,0.05517700444166739,0.16265484188978083,0.05489813944917191,0.05828308511568795,0.18362336194010734,0.19556850861167757,0.15359892974892245,0.054677840819779736,0.08016091855541223,0.17835328987912183,0.14443962263286309,0.08635979722661555,0.13288668187811967,0.02039347341663795,0.062420069333198165,0.06296136984603022,0.06933443991490268,0.07077955983424145,0.08557935305945227
3,0.8295374114337836,0.6881323169682623,0.14555363736868124,0.22341812692548094,0.06991477870315595,0.03858298680882665,0.08387817207840276,0.08363754968002521,0.0752635007516,0.052062616590945285,0.1933706155144429,0.1833266533772213,0.18958701121743532,0.04495551850449719,0.09368710694136492,0.19613374691456076,0.14525506447081893,0.053479406778185745,0.11570209117333867,0.026831959697381128,0.13281853565298782,0.09334886672856384,0.10850848015484338,0.10008014862995553,0.0794918506532355
4,0.708723633303599,0.5022891884030543,0.15417206690979832,0.21035315445679068,0.08140766266999021,0.012552281096009098,0.08241537259571159,0.06045981508560604,0.03780776872645554,0.05541694140811555,0.1980490803310716,0.18750070156496446,0.15533087642715823,0.08898095523599325,0.0563258998767798,0.19768311480551407,0.16341355163941407,0.06755482836293505,0.1030946032184679,0.07451709801522777,0.14337112385725068,0.10709321274796504,0.09226059239568091,0.11050193554812755,0.11781683685373363
5,0.9489236030259147,0.9004560043796838,0.16207572263476888,0.17258047717058073,0.1028150430864134,0.05160993940007611,0.04287246229169006,0.09075893429103005,0.024131582054458464,0.03796617880940816,0.09222448147910252,0.19601431669327565,0.1494403967594894,0.08261759089908433,0.06837938022092348,0.23450837122977983,0.149182770434663,0.07255111021201471,0.09791086968146034,0.10082043844384951,0.06178953744995229,0.09244115797200017,0.12126384669473733,0.08945650670636436,0.07891160711399774
6,0.8394232442780218,0.7046313830342396,0.14670624688149173,0.15602639837082813,0.17143264261443003,0.04062738578829165,0.11420986258213277,0.07156641951578961,0.08941227562374261,0.03365424950633957,0.05732121289615407,0.1968885446326558,0.19057544735022217,0.021900591553555858,0.10655654453863218,0.2579396109584832,0.09794423365453016,0.1145111050181142,0.1237581971606373,0.012463769876593627,0.08323520023272216,0.07802166841734849,0.1390484853645145,0.05409329390349241,0.02823593932779578
7,0.7914421738604103,0.6263807145648919,0.1463479638689319,0.14081041278260042,0.14916577047565593,0.054326429128408876,0.15847571178036762,0.0701801335912761,0.11721139372061463,0.05376534026739857,0.04310463983706298,0.1995703619221438,0.22983977642301448,0.016754381683043013,0.09192100265421137,0.2751614055671855,0.11724204822784068,0.11602703047610656,0.10663847570038382,0.07436861836232597,0.11632997560229949,0.05348942280364636,0.13287803965133735,0.10523960623195606,0.017932901820320493
8,0.7273666661073084,0.5290622669640607,0.14057850718719267,0.1609329148510857,0.18412814801062988,0.06670071957413935,0.07655991544235882,0.06715809179913113,0.14634977420652034,0.029950269867796975,0.08891849785905179,0.23946357842372193,0.20113905113105476,0.06263013206411412,0.05797145659397673,0.28891204808513393,0.0762760603357366,0.17390678271563298,0.1288663748112757,0.1808517450669221,0.1396946518088069,0.04251099415382211,0.121532456659972,0.07646414314600375,0.04542604977800489
9,0.8465584842241293,0.7166612672118553,0.10383047062599468,0.1677147980154684,0.13667267579822284,0.06815088696781374,0.11408675397885394,0.09187389288958545,0.15475571148408898,0.01720195551193687,0.08890087393883236,0.24870615988531877,0.19412459202375545,0.13735627947622653,0.050390312134040605,0.312242658114305,0.10879003330628624,0.17232523619325968,0.0928085935749505,0.20691485500642529,0.09126135899069876,0.03165226079792455,0.10355621173644554,0.14773541547077562,0.010326484043021637
10,0.9318193520899034,0.8682873049292473,0.11514571588618372,0.1665671807700049,0.16898701411538425,0.03722281416052785,0.09670477709861525,0.1800103456643044,0.12506500065524712,0.013399493043906599,0.12794069760436957,0.24524294372444566,0.15018173639739885,0.15145074052701513,0.054092098595073815,0.2727106394084342,0.12416588441716292,0.21287201572428233,0.07113469482139623,0.17209464646974168,0.11519042579029182,0.009135348062762151,0.037382203351686544,0.12495388665965385,0.04364270612757826
11,0.6774001732066157,0.45887099466035297,0.09731844319333982,0.13418822900539054,0.1335432659814684,0.07189911486882135,0.039620144485739084,0.23625415123617238,0.12109139486170602,0.06335744982937831,0.09991696268932232,0.30835086334453715,0.15690670510073243,0.12012387205748534,0.12345951365945036,0.2871610619679605,0.14413917234819154,0.2549264105840828,0.04868491734484113,0.15677225868329503,0.1021432298130633,0.06112685902059272,0.05912398628688655,0.15930290243934808,0.06749573164874688
