,0.0,0.3
0.05,(0.000578224969940543-0.0002602762584460354j),(0.005104508595055373+0.001263590816333957j)
0.65,(0.0022867299394614196+0.0009756108202890685j),(9.198265657077824e-05-0.0025052694663232843j)
1.25,(-0.0005286536138784882-0.0017437965924678854j),(-0.00013645396883475044-0.0005605712711510671j)
