,0.0,0.3
0.05,(-0.00032234648554230064+0.00015101002239495458j),(-0.00837929747653129+0.001922633573565428j)
0.65,(-0.0012970258371364123+0.0010546570178752977j),(-0.00036282894039456754+0.0008992782467705875j)
1.25,(-0.00011599438407925182-0.00018492641846704124j),(-5.9584128151056475e-05+7.465138185697832e-05j)
