,0.0,0.3
0.05,(5.3400546655836854e-06-0.00012099910718447055j),(-0.0019031153309305685-0.0017596099871886222j)
0.65,(0.00047630038279244876-0.0015516678249893584j),(0.0007325988742941479-0.0009460508410492841j)
1.25,(-0.0007422232410634145-3.3672507961643714e-05j),(-2.9730342333411125e-05-0.0023175512026372114j)
