,0.0,0.3
0.05,(-7.951202921189318e-05-7.466454354169016e-05j),(0.006341371873461874+0.00591962715024397j)
0.65,(0.004694228758797755+0.000689911172866671j),(0.0034451311922694956+0.0029822081594002765j)
1.25,(-0.010967347834794049-0.0007458070783740289j),(-0.001555444598006262-0.01391868129625997j)
