,0.0,0.3
0.05,(0.0003127903907667219+1.2894000220862219e-05j),(-0.0015065716556420315-0.005344992457577865j)
0.65,(-0.0007215151925649405-0.0019081052187944771j),(-0.0006972331017346871+0.0012068693261547208j)
1.25,(-0.0004860603646557638+0.00015046564737852776j),(0.0008624446237464143-0.000603668927596419j)
