,0.0,0.3
0.05,(-0.0003190373014564019+0.000311051373562446j),(-0.023515385728464257-0.03674578324170431j)
0.65,(-0.002945533568276119-0.013489940394865023j),(0.00487533078385899-0.003949391025492156j)
1.25,(0.004414517323605015+0.0023748715013998355j),(-0.006147170993833083-0.0017323177759546358j)
