,0.0,0.3
0.05,(0.0002565291598156466-0.00016198268055725752j),(0.0009935213936359858-0.0014337198169865225j)
0.65,(0.001264306277714415+0.0001246680972780969j),(-0.0010955570045105495-0.00016641455058260214j)
1.25,(0.00017797979159890246-0.0003537659225035947j),(-0.0001644353032220778-0.0006689487285378061j)
