,0.0,0.3
0.05,(0.045995874475324605+0j),(0.09693640766507823+0j)
0.65,(0.062343725849220696+0j),(0.07229281475789764+0j)
1.25,(0.10264686554332612+0j),(0.10183162175213983+0j)
