,0.0,0.3
0.05,(7.499385009179575e-05+0.00025097425061655604j),(-0.00793554236220992-0.021935879224392104j)
0.65,(-0.0030707652191485305-0.0015795378874172538j),(-0.002908744928874828+0.0008710600942431874j)
1.25,(-0.010359089337818404+0.003026561764932522j),(-0.006589370390272068-0.007582677006208304j)
