,0.0,0.3
0.05,(0.026035983541820105+0.03206028421324424j),(-0.017495215530314325+0.09002757591010212j)
0.65,(0.009330423565579019-0.005065571882556261j),(-0.029176769583961076-0.015742587836899802j)
1.25,(0.02437677756781503+0.025799095093538272j),(0.0056856787481297045+0.021837401387054846j)
