,0.0,0.3
0.05,(-8.414997374627565e-05+0.00013237024732207494j),(0.0008185966582035057-0.00023303962117941326j)
0.65,(0.0003753214425129669-0.0003012200031258768j),(0.0003120812387850725-0.0004065213558007575j)
1.25,(0.000987446428426868-0.00041271494584899944j),(0.0005460389855490687+0.00024506400692755724j)
