,0.0,0.3
0.05,(-6.155929571036114e-05-3.577679082244027e-05j),(-0.0017049952024193876-0.0005422396013409574j)
0.65,(0.0008031533782298916-0.00019459584776431265j),(1.5606338178223485e-05-9.788307541373588e-05j)
1.25,(-0.00034167005410863535-0.0003991908533430061j),(0.0005534544227651795+0.00017118076132738495j)
