,0.0,0.3
0.05,(-0.00016750277077216946-2.106609065025585e-05j),(-0.00031208530844745126-0.000669675495955547j)
0.65,(-0.0009292126773157679+0.00022966773542629646j),(0.00015122426358983674-2.235973357440398e-05j)
1.25,(0.0005047235966539762-0.0007778144683667689j),(-7.364770306652027e-05+0.00033972127859274845j)
