,0.0,0.3
0.05,(0.000157383883561131+0.00018157056445657085j),(-0.00046167441174367976+0.0051723370051671895j)
0.65,(0.0020728209726215527+0.002135212680116662j),(-0.0034548519895072215-0.0013132879005579626j)
1.25,(-0.002870240163351322-0.003741178561732798j),(-0.010869528235405278-0.0004280576583993573j)
