,0.0,0.3
0.05,(0.00037876331831472484-0.00032978248941134146j),(0.006469875593808893-0.007744861803099681j)
0.65,(6.61603906673638e-05-0.002565909830976919j),(0.0018888549207059665-0.0050077964636612736j)
1.25,(-0.0016603323961328555+0.008151580816658899j),(0.01005398029446226+0.006786127293789785j)
