,0.0,0.3
0.05,(-0.0005567819568418262-3.140526275090851e-05j),(0.0006096513043715216+0.002822364149913837j)
0.65,(-2.3972635501464624e-05-0.0007050879082525933j),(-0.00029907101324894977-0.002014293021633487j)
1.25,(0.00014658671814381908-8.61902046084149e-05j),(7.10718559907186e-05+0.0004172595574804761j)
