,0.0,0.3
0.05,(0.03794623872552965+0.12599240806820985j),(0.34971957984318774+0.24719680273553685j)
0.65,(0.572442879317442+0.6682821666951206j),(0.6281115058112906+0.6621006510969055j)
1.25,(0.35685134355435355+0.6372536475221675j),(-0.055247896242668085-0.6485879877873187j)
