,0.0,0.3
0.05,(-0.00035280836666053546+5.344074204875275e-06j),(-0.0018264248060291604+0.0005650485264381255j)
0.65,(-3.311699991033942e-05+0.0002074781324014173j),(0.00011173850901110276+8.191868325645395e-05j)
1.25,(0.00024887250502801526-0.00043455882250868473j),(0.00022351490204834153-0.00019580649920093003j)
