,0.0,0.3
0.05,(7.858094866494399e-05-0.00016641518387552532j),(-0.002341266830587989+0.0025547232483692337j)
0.65,(9.550107127171106e-05+0.00044155998558817667j),(0.000649292710996642+0.00040002254189721773j)
1.25,(0.0006779558616665323-0.0011181257179076448j),(0.0006094065800258878+0.0006191162585223952j)
