,0.0,0.3
0.05,(0.00048499526698568996-0.0001465356971524482j),(0.018995686651020735-0.03605727114653599j)
0.65,(0.000332474534692789-0.005673745023033063j),(0.010592742675720785-0.0028100290793231794j)
1.25,(-0.002012985213244288-0.007104822300070594j),(0.0031700025912145104+0.0015552887891972867j)
