,0.0,0.3
0.05,(-1.0093607718985128e-06+0.00033072788267762447j),(0.006290093343229773-0.007128953413669894j)
0.65,(0.002512184148345568-0.0012016121648481123j),(-0.0015111289120859142-5.1326244353104987e-05j)
1.25,(-0.0013847524778329544+0.0005652263784942156j),(0.0009238143651145978-0.00019337749927934655j)
