,0.0,0.3
0.05,(-1.36895479408893e-05+0.0001358240148824055j),(-0.000728674394735663-0.0010692942624239807j)
0.65,(0.0006007398013886056-0.0007536078038536936j),(0.00019003108355369048-0.000848429914153061j)
1.25,(-0.0004041019855537601-0.0011852255079307379j),(-7.2435334970775374e-06+0.0002340956368799381j)
