,0.0,0.3
0.05,(0.0019351508347751273+0j),(0.003980810598045928+0j)
0.65,(0.005978810778869544+0j),(0.007842290825545876+0j)
1.25,(0.0062978821216429694+0j),(0.007018725884672895+0j)
