,0.0,0.3
0.05,(0.00029778093273890167+4.204125407472155e-05j),(6.860080443747792e-05+0.00043510529775879573j)
0.65,(-0.00023914065690343537-0.00044512986509150077j),(-0.0005477495671130169+0.0005494143601828723j)
1.25,(0.0004023117049690496+0.0002932717292044686j),(-0.0003139575291797838-0.00048456405047507176j)
