,0.0,0.3
0.05,(0.009288911961752577+0j),(0.060887276946011704+0j)
0.65,(0.06864998355770639+0j),(0.06665814745480345+0j)
1.25,(0.10594486603577286+0j),(0.12204982842006913+0j)
