,0.0,0.3
0.05,(0.019219182451612665+0j),(0.3009769446979197+0j)
0.65,(0.8675033717108344+0j),(0.8857629828572603+0j)
1.25,(0.7778401919106145+0j),(0.8835219010854094+0j)
