,abs_param_0,abs_param_1,abs_param_2,abs_param_3,abs_param_4,abs_param_5,abs_param_6,abs_param_7,abs_param_8,abs_param_9,param_0_squared,param_1_squared,param_2_squared,param_3_squared,param_4_squared,param_5_squared,param_6_squared,param_7_squared,param_8_squared,param_9_squared,field_energy,surface_energy,param_0,real_group_sampling_width,param_1,param_2,param_3,param_4,param_5,param_6,param_7,param_8,param_9,complex_group_sampling_width
0,(0.09714722166279048+0j),(0.07875484858899914+0j),(0.03815580244384299+0j),(0.08997784889050042+0j),(0.043728103574431625+0j),(0.33791838418836795+0j),(0.05935415015454961+0j),(0.08810260305973254+0j),(0.23959124885018504+0j),(0.13225328045576762+0j),(0.009437582676799347+0j),(0.0062023261762761805+0j),(0.001455865260133575+0j),(0.008096013290961726+0j),(0.0019121470422162196+0j),(0.11418883437247744+0j),(0.0035229151405688215+0j),(0.007762068665900795+0j),(0.05740396652559129+0j),(0.017490930191311926+0j),-0.06902004501659478,6.563362092506698,0.09714722166279048,0.6311570995842314,(0.05206289168245958+0.05909129788671646j),(-0.037975572262930676-0.003704209961180033j),(0.004996973881253457-0.0898389867651667j),(-0.009356367481132565-0.0427154003817619j),(-0.31378270986536566-0.12541628826442439j),(0.05921962609409882-0.0039938735388030805j),(-0.011972830473923925-0.0872852793794204j),(-0.0868731106476956-0.22328687639891542j),(0.11995394173097851-0.05569544015907351j),0.453631641696673
1,(0.1245069285199061+0j),(0.056121229897940585+0j),(0.1156470495803615+0j),(0.1295387198403971+0j),(0.2088848826448279+0j),(0.7408021545180757+0j),(0.06479682806074831+0j),(0.03971793533990897+0j),(0.2720072842795136+0j),(0.22215534065455717+0j),(0.015501975249461005+0j),(0.0031495924452575+0j),(0.01337424007664259+0j),(0.01678027993788889+0j),(0.04363289419754352+0j),(0.5487878321386229+0j),(0.00419862892673418+0j),(0.00157751438766519+0j),(0.07398796270111613+0j),(0.049352995381342336+0j),-0.2806670436820111,6.58158424616797,0.1245069285199061,0.6310558268725266,(-0.04213123360152144+0.037074945724458325j),(-0.024619486093581888-0.1129961104690357j),(0.007769815135946984-0.1293054906438319j),(0.20692696098872068+0.028532911059266076j),(-0.5602586242274412-0.4846628788316656j),(0.05576875045320383-0.03299205055195051j),(-0.038454778810263476+0.009937020394409043j),(0.01671022876061001-0.271493519178422j),(0.21579434204976544-0.0527806529009558j),0.4591960389930176
2,(0.1245069285199061+0j),(0.056121229897940585+0j),(0.1156470495803615+0j),(0.1295387198403971+0j),(0.2088848826448279+0j),(0.7408021545180757+0j),(0.06479682806074831+0j),(0.03971793533990897+0j),(0.2720072842795136+0j),(0.22215534065455717+0j),(0.015501975249461005+0j),(0.0031495924452575+0j),(0.01337424007664259+0j),(0.01678027993788889+0j),(0.04363289419754352+0j),(0.5487878321386229+0j),(0.00419862892673418+0j),(0.00157751438766519+0j),(0.07398796270111613+0j),(0.049352995381342336+0j),-0.2806670436820111,6.58158424616797,0.1245069285199061,0.6080014831931345,(-0.04213123360152144+0.037074945724458325j),(-0.024619486093581888-0.1129961104690357j),(0.007769815135946984-0.1293054906438319j),(0.20692696098872068+0.028532911059266076j),(-0.5602586242274412-0.4846628788316656j),(0.05576875045320383-0.03299205055195051j),(-0.038454778810263476+0.009937020394409043j),(0.01671022876061001-0.271493519178422j),(0.21579434204976544-0.0527806529009558j),0.4424202438123812
3,(0.1760750296193401+0j),(0.08961933487717039+0j),(0.12448588523564869+0j),(0.083775623012594+0j),(0.21680786399743265+0j),(0.7320383440290054+0j),(0.10438285638542746+0j),(0.006241921886125027+0j),(0.24846358310809594+0j),(0.12701579501405072+0j),(0.031002416055451495+0j),(0.00803162518382641+0j),(0.015496735622903098+0j),(0.00701835501114827+0j),(0.04700564989112926+0j),(0.5358801371287285+0j),(0.010895780707180775+0j),(3.8961588832486603e-05+0j),(0.06173415213091369+0j),(0.016133012183051354+0j),-0.6693888210771808,6.627103849311699,0.1760750296193401,0.5930700329034674,(0.004250319754937802+0.0895184895192451j),(0.004664751945333584-0.12439845542526484j),(0.05064193258110574-0.06673641940948744j),(0.20614941933535857+0.06714213877159221j),(-0.5483168665491165-0.48500386698096215j),(0.07543426489023557-0.07214882111060823j),(-0.004742173511586213-0.004058741087886328j),(0.0637465858486851-0.24014688197757203j),(0.11619110087596243-0.05130926096021336j),0.4423492549922706
4,(0.12305029220764307+0j),(0.1379009981929783+0j),(0.18715125517979128+0j),(0.09549519183755024+0j),(0.12581345238878652+0j),(0.9135420526166288+0j),(0.087237095561594+0j),(0.03044871259485198+0j),(0.1522589356770248+0j),(0.1219458041121717+0j),(0.015141374412386346+0j),(0.019016685302619803+0j),(0.03502559231537135+0j),(0.009119331664090524+0j),(0.015829024801985454+0j),(0.8345590818990032+0j),(0.0076103108420226846+0j),(0.0009271240986838975+0j),(0.023182783493500374+0j),(0.014870779140564148+0j),-0.7361940005942755,6.580507424346699,0.12305029220764307,0.5785052728504454,(0.0027993710378827613+0.13787258184429588j),(-0.006655945958295784-0.18703285994383873j),(0.08331183026672437+0.046674089189817435j),(0.08870649788301718+0.08921985224890097j),(-0.7561395433161268-0.5126519998329105j),(0.08720442171196542-0.002387399401938814j),(-0.001011845282549849-0.030431895567119692j),(0.007758340659774175-0.15206114442456123j),(0.12031771066782615-0.019860202421360725j),0.4477752587633321
5,(0.03752325984669927+0j),(0.12705083106248086+0j),(0.16170683681706013+0j),(0.06526399400404438+0j),(0.038478996854696454+0j),(0.9882207166894159+0j),(0.04696103087510228+0j),(0.06549784704661055+0j),(0.09167200874788971+0j),(0.048044887020096384+0j),(0.0014079950295229136+0j),(0.016141913673667053+0j),(0.026149101073379317+0j),(0.004259388913359942+0j),(0.0014806331989437396+0j),(0.9765801848941429+0j),(0.00220533842085231+0j),(0.004289967967741191+0j),(0.008403757187873166+0j),(0.002308311168773826+0j),-1.7363054278307324,6.538855825634357,0.03752325984669927,0.5642981977648523,(-0.03332384305367951+0.1226027534674519j),(0.0002397495785364575-0.16170665908835946j),(0.05206414829977286+0.03935369582617623j),(-0.0007273083302907699+0.038472122654416005j),(-0.8881707393719387-0.4332815742881835j),(0.033674359285439076+0.032731879682772164j),(-0.04882056106324267-0.043663723904534116j),(0.062311597554727934-0.06723854547839944j),(0.039416271296193156-0.027471234516830978j),0.4646049738013899
6,(0.03671306446266648+0j),(0.11374118928644009+0j),(0.129873776758301+0j),(0.07881807273831871+0j),(0.07117988514758448+0j),(0.9461345973358533+0j),(0.04370585590429585+0j),(0.1312068878505839+0j),(0.10436594605931687+0j),(0.06919096704512112+0j),(0.0013478491022399042+0j),(0.012937058140293793+0j),(0.01686719788946501+0j),(0.006212288590182899+0j),(0.005066576049623317+0j),(0.8951706762758773+0j),(0.001910201840327072+0j),(0.0172152474194357+0j),(0.010892250696856242+0j),(0.004787389920639037+0j),-1.4669963492264166,6.538670583930714,0.03671306446266648,0.5504400235310926,(-0.05584023533316526+0.09909049529712986j),(0.007939018427160844-0.12963089861556237j),(0.06731242744194309+0.04100397178391437j),(0.0710382203506559-0.004488574276423962j),(-0.8581424933936541-0.3984496672203398j),(-0.010710138976358204+0.042373278884624506j),(-0.05623945826459835+0.11854269590970251j),(0.09307766787671141+0.047210151868944936j),(-0.03998688723687595-0.05646626222572559j),0.458827754244011
7,(0.1624658315428067+0j),(0.12863014863657768+0j),(0.07700928426717117+0j),(0.06126453801592697+0j),(0.03590720663031762+0j),(0.9558788391096068+0j),(0.12596237306893912+0j),(0.08722988630615912+0j),(0.17204555886691048+0j),(0.040468427383214316+0j),(0.02639514641889564+0j),(0.01654571513826807+0j),(0.005930429863341976+0j),(0.003753343618304961+0j),(0.0012893274879923256+0j),(0.9137043550575294+0j),(0.015866519429158597+0j),(0.007609053064985446+0j),(0.029599674325827555+0j),(0.00163769361487049+0j),-1.3640921198130003,6.613727036866826,-0.1624658315428067,0.5503517023288904,(-0.12018465030463185+0.04584064756764923j),(-0.004100673321077948-0.07690002822922613j),(0.0002839041515216023+0.061263880196553905j),(0.009775529046861062-0.03455092646871139j),(-0.8794832967068784-0.37445091249872847j),(0.02764592846453038+0.12289109841031069j),(0.007254983595844103+0.08692766117876104j),(0.1643025237339072+0.0510328817577101j),(-0.039031945525871616-0.010686479464064896j),0.4531223726300383
8,(0.01299684983237226+0j),(0.10381217482691121+0j),(0.11194987119959547+0j),(0.06356464503532994+0j),(0.047015297208035045+0j),(0.9313098142599598+0j),(0.1829569068175713+0j),(0.07345679762229136+0j),(0.16786274212598673+0j),(0.0810956248455229+0j),(0.00016891810556523483+0j),(0.010776967642293177+0j),(0.012532773661606017+0j),(0.004040464098467494+0j),(0.0022104381715598678+0j),(0.8673379701369209+0j),(0.03347322975225346+0j),(0.005395901116922269+0j),(0.02817790019405552+0j),(0.006576500369085792+0j),-1.2912614289647828,6.535034501396939,0.01299684983237226,0.564026606874854,(-0.05168869093218713-0.0900291445700225j),(-0.09140801096040735-0.06463241596805791j),(-0.007049837161973923+0.06317249317905022j),(0.011844042765472546-0.045498976060231566j),(-0.9111839756482976-0.19256617734868087j),(-0.04285989827728075+0.17786584515278533j),(0.04203814816680079+0.06023865217307217j),(0.15629443455225348+0.06123683468343932j),(0.06776512167833998+0.04454647744777996j),0.46438136422965587
9,(0.045058579708190716+0j),(0.12409079256338969+0j),(0.14174566500726873+0j),(0.043799367367480836+0j),(0.035447194990056496+0j),(0.845995066598577+0j),(0.12741134722340286+0j),(0.04208605570764711+0j),(0.14909603502814894+0j),(0.05699577628950046+0j),(0.002030275605319376+0j),(0.01539852479901021+0j),(0.02009183354835285+0j),(0.001918384581791545+0j),(0.0012565036326630866+0j),(0.7157076527091307+0j),(0.01623365140128253+0j),(0.001771236085027176+0j),(0.022229627661115015+0j),(0.003248518514842783+0j),-1.7208108740707706,6.540770884656176,0.045058579708190716,0.5501751024371151,(-0.05305893460786834-0.11217519448295225j),(-0.14060251221004297+0.017965720374579164j),(-0.04311774883575054+0.007697033008158258j),(0.031049269891043174-0.0171010663964633j),(-0.8432531832771658-0.06805675280277018j),(-0.11712233934720606+0.0501598347995728j),(0.025940131308856598-0.033141298597165046j),(0.1487333152456881-0.010393680634971217j),(0.03739012445823789-0.04301740470833014j),0.46430685162407526
