,abs_param_0,abs_param_1,abs_param_2,abs_param_3,abs_param_4,abs_param_5,abs_param_6,abs_param_7,abs_param_8,abs_param_9,param_0_squared,param_1_squared,param_2_squared,param_3_squared,param_4_squared,param_5_squared,param_6_squared,param_7_squared,param_8_squared,param_9_squared,field_energy,surface_energy,param_0,real_group_sampling_width,param_1,param_2,param_3,param_4,param_5,param_6,param_7,param_8,param_9,complex_group_sampling_width
0,(0.7641017027798627+0j),(0.2004782353724814+0j),(0.2483273197190907+0j),(0.11340162063550836+0j),(0.5534868805383394+0j),(0.13658295507486518+0j),(0.2569325399023062+0j),(0.08696630131419449+0j),(0.11506617428972796+0j),(0.032834002825263414+0j),(0.5838514121910856+0j),(0.04019152285806406+0j),(0.061666457718867494+0j),(0.012859927562759757+0j),(0.3063477269280619+0j),(0.01865490361698264+0j),(0.06601433006065016+0j),(0.007563137564271265+0j),(0.01324022446567405+0j),(0.001078071741529406+0j),-15.164645809178875,110.58945512055539,0.7641017027798627,0.3779547704795274,(-0.15040217721099056-0.1325545470674539j),(0.2333093195358785-0.08504833411991584j),(-0.09048914940774098+0.06834940674375518j),(-0.5314232101883931-0.15471618726275826j),(-0.12694814353311948-0.0503892098616076j),(-0.23852028918332596+0.09551126482542634j),(0.08069405232531435-0.032428498016261804j),(0.11506096590933618-0.0010948012078128156j),(0.012116753494648316-0.03051648777758236j),0.28190264533160936
1,(0.809847164821979+0j),(0.26047780794667447+0j),(0.13368514489081074+0j),(0.12666445687723085+0j),(0.6125350475556729+0j),(0.17274840048311305+0j),(0.3251090509826474+0j),(0.07431244256464634+0j),(0.03311809412767497+0j),(0.09039093089748279+0j),(0.6558524303701977+0j),(0.06784868843270463+0j),(0.017871717964477063+0j),(0.016043884636003876+0j),(0.37519918448403056+0j),(0.029842009869474013+0j),(0.10569589503083762+0j),(0.005522339119923861+0j),(0.0010968081586495394+0j),(0.008170520388513508+0j),-14.546557023548466,109.0829562454598,0.809847164821979,0.368672864064564,(-0.2572405222948033-0.040939004899990195j),(0.10692180585678762-0.08024615502814125j),(-0.11862190502803853+0.04441540592545434j),(-0.5870550131218517-0.17483019205083838j),(-0.14050262769297703-0.10050383813985761j),(-0.32416982135000355+0.02469457342705897j),(0.049930647444422604+0.0550388005474741j),(0.014234232776842576+0.02990308973842335j),(-0.088418973213518+0.01877779444931417j),0.2749796106817785
2,(0.809847164821979+0j),(0.26047780794667447+0j),(0.13368514489081074+0j),(0.12666445687723085+0j),(0.6125350475556729+0j),(0.17274840048311305+0j),(0.3251090509826474+0j),(0.07431244256464634+0j),(0.03311809412767497+0j),(0.09039093089748279+0j),(0.6558524303701977+0j),(0.06784868843270463+0j),(0.017871717964477063+0j),(0.016043884636003876+0j),(0.37519918448403056+0j),(0.029842009869474013+0j),(0.10569589503083762+0j),(0.005522339119923861+0j),(0.0010968081586495394+0j),(0.008170520388513508+0j),-14.546557023548466,109.0829562454598,0.809847164821979,0.3552041493305073,(-0.2572405222948033-0.040939004899990195j),(0.10692180585678762-0.08024615502814125j),(-0.11862190502803853+0.04441540592545434j),(-0.5870550131218517-0.17483019205083838j),(-0.14050262769297703-0.10050383813985761j),(-0.32416982135000355+0.02469457342705897j),(0.049930647444422604+0.0550388005474741j),(0.014234232776842576+0.02990308973842335j),(-0.088418973213518+0.01877779444931417j),0.264933788775813
3,(0.809847164821979+0j),(0.26047780794667447+0j),(0.13368514489081074+0j),(0.12666445687723085+0j),(0.6125350475556729+0j),(0.17274840048311305+0j),(0.3251090509826474+0j),(0.07431244256464634+0j),(0.03311809412767497+0j),(0.09039093089748279+0j),(0.6558524303701977+0j),(0.06784868843270463+0j),(0.017871717964477063+0j),(0.016043884636003876+0j),(0.37519918448403056+0j),(0.029842009869474013+0j),(0.10569589503083762+0j),(0.005522339119923861+0j),(0.0010968081586495394+0j),(0.008170520388513508+0j),-14.546557023548466,109.0829562454598,0.809847164821979,0.3422274867496452,(-0.2572405222948033-0.040939004899990195j),(0.10692180585678762-0.08024615502814125j),(-0.11862190502803853+0.04441540592545434j),(-0.5870550131218517-0.17483019205083838j),(-0.14050262769297703-0.10050383813985761j),(-0.32416982135000355+0.02469457342705897j),(0.049930647444422604+0.0550388005474741j),(0.014234232776842576+0.02990308973842335j),(-0.088418973213518+0.01877779444931417j),0.2552549705815632
4,(0.809847164821979+0j),(0.2730128062976595+0j),(0.1188121419359169+0j),(0.12686793764320672+0j),(0.6466833300177999+0j),(0.1779093307618227+0j),(0.296816808622956+0j),(0.07565031192360418+0j),(0.05656661641037097+0j),(0.08196125990398055+0j),(0.6558524303701977+0j),(0.07453599240252336+0j),(0.014116325071400461+0j),(0.01609547360184059+0j),(0.4181993293229106+0j),(0.03165172997211963+0j),(0.0881002178811165+0j),(0.005722969694138609+0j),(0.0031997820921180506+0j),(0.006717648125047849+0j),-14.497358086989472,109.0829562454598,0.809847164821979,0.3297249001953581,(-0.2695416450162749-0.043396935426868496j),(0.07732719472168703-0.09020437920563923j),(-0.12402363535397533+0.026713507359101118j),(-0.6281499004662884-0.15371087101146286j),(-0.1464579740643338-0.10100391975111934j),(-0.2968070774479034-0.0024034679009207333j),(0.049236989124916135+0.05743421102488916j),(0.01737401307295264+0.0538323858087204j),(-0.061304522377210416+0.05440040129585403j),0.248986356096591
5,(0.809847164821979+0j),(0.16817689617111725+0j),(0.029739011537013874+0j),(0.13493325828048525+0j),(0.7633959822169472+0j),(0.04942448881913547+0j),(0.30600650849141847+0j),(0.059492371544829115+0j),(0.09911149020645314+0j),(0.14910042359352293+0j),(0.6558524303701977+0j),(0.028283468405750745+0j),(0.0008844088071986442+0j),(0.01820698419018814+0j),(0.5827734256649775+0j),(0.0024427800950328473+0j),(0.09363998323910858+0j),(0.003539342272027993+0j),(0.009823087490943856+0j),(0.02223093631576797+0j),-24.817511079385277,109.0829562454598,0.809847164821979,0.3176790702623234,(-0.16272070339836722-0.0424904823612459j),(0.022901283756672088+0.018972085006530817j),(-0.1307846643285167+0.03320174342809953j),(-0.751905927355587-0.1319503773109884j),(-0.036013816106760715-0.03384944821501925j),(-0.2985656300470395+0.06707121434507443j),(0.04804583838793394-0.035084750043694574j),(0.04689158417614182+0.08731704773064457j),(-0.14065312145965678+0.049473586280186006j),0.24589028755003117
6,(0.809847164821979+0j),(0.1656237357822002+0j),(0.051181024575209455+0j),(0.12029604719172464+0j),(0.769304494674448+0j),(0.047162227452857156+0j),(0.3885221784673451+0j),(0.10274051354591993+0j),(0.08747017156672252+0j),(0.08594004853381473+0j),(0.6558524303701977+0j),(0.027431221854452056+0j),(0.002619497276568194+0j),(0.014471138969953643+0j),(0.5918294055263077+0j),(0.002224275698315033+0j),(0.15094948316101156+0j),(0.010555613123679357+0j),(0.007651030913911873+0j),(0.007385691941994432+0j),-28.40989157510051,109.0829562454598,0.809847164821979,0.3060733102745357,(-0.15117784729437822-0.06764968840940597j),(0.028918105263056382-0.04222843194534915j),(-0.10992393128279898+0.0488658193555386j),(-0.7572034442360379-0.13591302205230063j),(-0.041845100506689374+0.02175461472653785j),(-0.3804977283928395+0.0785554698853013j),(0.10225840215761069-0.009941444153226297j),(0.032894011353056286+0.08104945978238767j),(-0.056719427797440436+0.06456468425017947j),0.23985165325923458
7,(0.809847164821979+0j),(0.1565722225237237+0j),(0.05085529683140147+0j),(0.051585952851809766+0j),(0.7649370030724201+0j),(0.07186115574609217+0j),(0.3332179949674487+0j),(0.14607913942390421+0j),(0.07076286321363394+0j),(0.0396970808250726+0j),(0.6558524303701977+0j),(0.02451486086601845+0j),(0.0025862612158099527+0j),(0.00266111053162914+0j),(0.5851286186694156+0j),(0.0051640257051641155+0j),(0.11103423217012665+0j),(0.021339114974828443+0j),(0.005007382810191467+0j),(0.0015758582260323472+0j),-37.18387384337155,109.0829562454598,0.809847164821979,0.29489154316982635,(-0.12616419744938945-0.09272246840960353j),(0.030488447343783035-0.04070277379215478j),(-0.007658313710747336-0.051014319193114j),(-0.7448997939001465-0.17393365320413093j),(-0.07078227624942597+0.012405445341222683j),(-0.32067551100341707+0.09056185075860576j),(0.1409359915932993-0.03842084393193242j),(0.004185453811667558+0.07063897498252551j),(-0.03655686301392748+0.015474301037956072j),0.23396131723780556
8,(0.809847164821979+0j),(0.1565722225237237+0j),(0.05085529683140147+0j),(0.051585952851809766+0j),(0.7649370030724201+0j),(0.07186115574609217+0j),(0.3332179949674487+0j),(0.14607913942390421+0j),(0.07076286321363394+0j),(0.0396970808250726+0j),(0.6558524303701977+0j),(0.02451486086601845+0j),(0.0025862612158099527+0j),(0.00266111053162914+0j),(0.5851286186694156+0j),(0.0051640257051641155+0j),(0.11103423217012665+0j),(0.021339114974828443+0j),(0.005007382810191467+0j),(0.0015758582260323472+0j),-37.18387384337155,109.0829562454598,0.809847164821979,0.28411827922885835,(-0.12616419744938945-0.09272246840960353j),(0.030488447343783035-0.04070277379215478j),(-0.007658313710747336-0.051014319193114j),(-0.7448997939001465-0.17393365320413093j),(-0.07078227624942597+0.012405445341222683j),(-0.32067551100341707+0.09056185075860576j),(0.1409359915932993-0.03842084393193242j),(0.004185453811667558+0.07063897498252551j),(-0.03655686301392748+0.015474301037956072j),0.2254140154213955
9,(0.809847164821979+0j),(0.15753138969175104+0j),(0.05655122459781105+0j),(0.057960603755792414+0j),(0.8107164115196207+0j),(0.031594795006162406+0j),(0.30417895545524865+0j),(0.11850386977350849+0j),(0.09104934951684276+0j),(0.015549763049615885+0j),(0.6558524303701977+0j),(0.024816138738214328+0j),(0.003198041003512069+0j),(0.003359431587735978+0j),(0.6572610999072509+0j),(0.0009982310714814252+0j),(0.09252483694184616+0j),(0.01404316715129666+0j),(0.008289984047440196+0j),(0.00024179513089919952+0j),-38.34828853430025,109.0829562454598,0.809847164821979,0.27373859461774896,(-0.1260614939376975-0.09447030477568168j),(0.029856048996727162-0.0480276726670895j),(0.003020626353115176-0.057881840020604425j),(-0.7809717078142837-0.2175874341520942j),(-0.004759400660388546+0.031234262866847332j),(-0.28782625183807936+0.09839149198324348j),(0.11354882088664445-0.033909179089877686j),(0.009774861969194186+0.09052312478545688j),(0.014750347765564997+0.004921622871989606j),0.21987824246870075
