,abs_param_0,abs_param_1,abs_param_2,abs_param_3,abs_param_4,abs_param_5,abs_param_6,abs_param_7,abs_param_8,abs_param_9,param_0_squared,param_1_squared,param_2_squared,param_3_squared,param_4_squared,param_5_squared,param_6_squared,param_7_squared,param_8_squared,param_9_squared,field_energy,surface_energy,param_0,real_group_sampling_width,param_1,param_2,param_3,param_4,param_5,param_6,param_7,param_8,param_9,complex_group_sampling_width
10,(0.0001618860570496218+0j),(0.06969302257630566+0j),(0.16255040745911029+0j),(0.02078341493114768+0j),(0.013421991863442676+0j),(0.11466363266551297+0j),(0.06109151270515294+0j),(0.12169262649861541+0j),(0.05427013039532345+0j),(0.0836504642850915+0j),(2.6207095467073407e-08+0j),(0.0048571173958214505+0j),(0.026422634965122774+0j),(0.0004319503362002524+0j),(0.00018014986558232142+0j),(0.013147748656051693+0j),(0.0037321729246038633+0j),(0.014809095344131515+0j),(0.0029452470531254097+0j),(0.006997400175111368+0j),-1.3278066020155976,163.36281790578113,0.0001618860570496218,1.4712547429016193e-05,(-0.06955045971654367+0.0044554403866383j),(-0.03488695101276453+0.1587625132522024j),(0.004109530565532037+0.02037307278569461j),(0.009805201444370755+0.009165581826465305j),(0.08436944868062242+0.07765014349876961j),(0.061088433735227085-0.0006133419769038823j),(0.11306176769883881-0.045012576342010495j),(-0.028722920985831273-0.046046073265449065j),(0.00012044708877209885-0.08365037757003954j),1.3537654404562155e-05
11,(0.00017114185543800397+0j),(0.06969302258230656+0j),(0.16255040746324578+0j),(0.020783414948848188+0j),(0.01342199181732459+0j),(0.11466363259104041+0j),(0.061091512722953795+0j),(0.12169262653147532+0j),(0.054270130306107216+0j),(0.08365046436586591+0j),(2.928953468276265e-08+0j),(0.0048571173966578925+0j),(0.02642263496646723+0j),(0.00043195033693600634+0j),(0.00018014986434432826+0j),(0.013147748638973106+0j),(0.0037321729267788253+0j),(0.014809095352129133+0j),(0.002945247043441857+0j),(0.006997400188625002+0j),-1.3278083751304315,163.36281789626722,0.00017114185543800397,1.603871510034348e-05,(-0.06955045973222501+0.004455440235716265j),(-0.03488695094587425+0.15876251327113525j),(0.004109530613553834+0.02037307279406497j),(0.009805201361587992+0.009165581847490166j),(0.08436944864455505+0.07765014342798662j),(0.06108843375301295-0.0006133419784863877j),(0.11306176776576443-0.04501257626274553j),(-0.02872292079103961-0.04604607328180679j),(0.00012044712156988726-0.08365037765076681j),1.475791892391551e-05
12,(0.00017982421540287444+0j),(0.06969302262685319+0j),(0.16255040746555524+0j),(0.020783414980037662+0j),(0.013421991768499805+0j),(0.11466363244777926+0j),(0.06109151273485071+0j),(0.12169262645054997+0j),(0.054270130409833396+0j),(0.08365046434625147+0j),(3.2336748445259385e-08+0j),(0.004857117402867071+0j),(0.026422634967218035+0j),(0.0004319503382324539+0j),(0.0001801498630336765+0j),(0.013147748606119416+0j),(0.003732172928232426+0j),(0.014809095332433093+0j),(0.002945247054700324+0j),(0.006997400185343489+0j),-1.3278100360784322,163.362817886862,0.00017982421540287444,1.7484421600752482e-05,(-0.06955045978105465+0.004455440170282927j),(-0.034886951008728136+0.1587625132596881j),(0.0041095306517110325+0.020373072818185806j),(0.009805201360172924+0.009165581777505427j),(0.08436944847588077+0.07765014339970737j),(0.06108843376576025-0.0006133418938477618j),(0.1130617676645505-0.045012576298189104j),(-0.02872292079622708-0.04604607340082311j),(0.0001204471857831214-0.0836503776310599j),1.6088176315940424e-05
13,(0.00019507272204089744+0j),(0.06969302272159612+0j),(0.16255040748565228+0j),(0.020783415052238335+0j),(0.01342199167834871+0j),(0.11466363268969475+0j),(0.06109151280987593+0j),(0.1216926265635432+0j),(0.05427013021697423+0j),(0.08365046428060291+0j),(3.8053366884445235e-08+0j),(0.004857117416072913+0j),(0.026422634973751594+0j),(0.00043195034123360703+0j),(0.000180149860613662+0j),(0.013147748661597236+0j),(0.0037321729373992344+0j),(0.014809095359933978+0j),(0.0029452470337673394+0j),(0.006997400174360423+0j),-1.3278129628686737,163.36281786921768,0.00019507272204089744,1.9060441986796873e-05,(-0.06955045988086121+0.0044554400942700394j),(-0.034886950935674295+0.1587625132963177j),(0.004109530646485109+0.020373072892894844j),(0.00980520134916262+0.009165581657267668j),(0.08436944847343236+0.07765014375959697j),(0.06108843384021924-0.0006133419506210049j),(0.11306176772508135-0.045012576451628844j),(-0.028722920741297748-0.04604607320778252j),(0.00012044727690579119-0.08365037756528006j),1.7538341178534877e-05
14,(0.00017576500977596786+0j),(0.06969302285647423+0j),(0.16255040758506378+0j),(0.020783414815559807+0j),(0.013421991845714645+0j),(0.11466363269997588+0j),(0.061091512664182564+0j),(0.12169262660444256+0j),(0.05427013010990602+0j),(0.08365046425402702+0j),(3.089333866154608e-08+0j),(0.00485711743487304+0j),(0.026422635006070363+0j),(0.0004319503313956309+0j),(0.00018014986510643045+0j),(0.013147748663954979+0j),(0.0037321729195979787+0j),(0.01480909536988828+0j),(0.002945247022146128+0j),(0.006997400169914251+0j),-1.3278092631762255,163.3628178913171,0.00017576500977596786,2.0778522562989083e-05,(-0.06955046002147429+0.004455440009061528j),(-0.03488695082785639+0.1587625134217933j),(0.004109530652525631+0.020373072650230823j),(0.009805201503057729+0.009165581737722101j),(0.08436944837491979+0.07765014388181597j),(0.06108843369551012-0.000613341851859646j),(0.11306176774294234-0.045012576517338386j),(-0.028722920581631596-0.046046073181188994j),(0.00012044741190575189-0.08365037753850975j),1.9119221797061214e-05
15,(9.535243696162603e-05+0j),(0.06969302272095931+0j),(0.1625504073689659+0j),(0.02078341489682757+0j),(0.01342199169389712+0j),(0.11466363273787467+0j),(0.06109151237655682+0j),(0.12169262651123923+0j),(0.054270130118266154+0j),(0.08365046423800278+0j),(9.092087234520865e-09+0j),(0.004857117415984151+0j),(0.026422634935816765+0j),(0.0004319503347736741+0j),(0.00018014986103104328+0j),(0.013147748672646203+0j),(0.0037321728844549955+0j),(0.014809095347203965+0j),(0.0029452470230535398+0j),(0.0069974001672333825+0j),-1.3277938028994685,163.36281795860654,9.535243696162603e-05,2.265146842868159e-05,(-0.06955045988093413+0.004455440083170634j),(-0.034886950734786426+0.15876251322099103j),(0.0041095307404447135+0.020373072715400935j),(0.009805201381923208+0.009165581644989831j),(0.08436944864310164+0.07765014364639153j),(0.061088433408902076-0.0006133417490537436j),(0.11306176768103088-0.045012576420868936j),(-0.028722920567754294-0.046046073199698764j),(0.00012044745467244063-0.08365037752242392j),2.08426007000371e-05
16,(0.00013123837593699057+0j),(0.06969302259020073+0j),(0.16255040755574723+0j),(0.020783414577065108+0j),(0.01342199185740088+0j),(0.1146636327855585+0j),(0.06109151206696836+0j),(0.1216926266046145+0j),(0.05427012974388066+0j),(0.08365046415661846+0j),(1.7223511318578864e-08+0j),(0.004857117397758229+0j),(0.026422634996539525+0j),(0.00043195032148216246+0j),(0.00018014986542013554+0j),(0.013147748683581404+0j),(0.0037321728466285413+0j),(0.014809095369930126+0j),(0.0029452469824176397+0j),(0.00699740015361771+0j),-1.3278007117435617,163.36281793350892,0.00013123837593699057,2.4693238916297078e-05,(-0.0695504597338692+0.004455440333532562j),(-0.03488695065578198+0.1587625134295894j),(0.004109530619963431+0.020373072413500753j),(0.00980520156260872+0.00916558169112856j),(0.08436944870029646+0.07765014365466073j),(0.06108843309747387-0.0006133419307374899j),(0.11306176776739722-0.04501257645637789j),(-0.028722920211314073-0.04604607298078877j),(0.00012044725737407525-0.0836503774413236j),2.2721322475999532e-05
17,(0.00016371253652894315+0j),(0.06969302300557553+0j),(0.16255040761114975+0j),(0.020783414818865347+0j),(0.013421991963542247+0j),(0.11466363289405367+0j),(0.061091512021394255+0j),(0.12169262671342766+0j),(0.054270130203043415+0j),(0.08365046403688638+0j),(2.6801794616740546e-08+0j),(0.004857117455655681+0j),(0.02642263501455093+0j),(0.00043195033153303167+0j),(0.00018014986826939264+0j),(0.013147748708462305+0j),(0.0037321728410601588+0j),(0.014809095396413646+0j),(0.002945247032255285+0j),(0.006997400133586421+0j),-1.3278069478861358,163.3628179039456,0.00016371253652894315,2.6919051632222096e-05,(-0.06955046015495825+0.004455440257622792j),(-0.034886950311455944+0.15876251356197701j),(0.004109530916113412+0.020373072600433636j),(0.009805201207546433+0.009165582226401257j),(0.08436944862055092+0.07765014390151846j),(0.06108843305272353-0.0006133418484615286j),(0.11306176792288529-0.045012576360004906j),(-0.028722920545648453-0.04604607331340699j),(0.00012044722919812748-0.08365037732163197j),2.476938950605346e-05
18,(7.689889140764027e-05+0j),(0.06969302264723908+0j),(0.16255040761823028+0j),(0.020783415112562972+0j),(0.013421991627398074+0j),(0.11466363290616119+0j),(0.06109151221862801+0j),(0.12169262672416295+0j),(0.05427013012436226+0j),(0.08365046452278588+0j),(5.91343949972405e-09+0j),(0.004857117405708579+0j),(0.02642263501685282+0j),(0.000431950343741111+0j),(0.00018014985924594398+0j),(0.013147748711238891+0j),(0.0037321728651587755+0j),(0.014809095399026459+0j),(0.0029452470237152127+0j),(0.006997400214877859+0j),-1.327790239486132,163.36281796841743,7.689889140764027e-05,2.9345495875795915e-05,(-0.06955045979561404+0.004455440261888121j),(-0.03488695016903882+0.15876251360052165j),(0.004109531062819868+0.02037307287045402j),(0.009805201228284805+0.009165581711969302j),(0.08436944845559306+0.07765014409862944j),(0.061088433252200425-0.0006133416260363365j),(0.11306176791160448-0.04501257641736298j),(-0.028722920131606048-0.04604607347894707j),(0.00012044740639536526-0.08365037780727683j),2.7002066325613465e-05
19,(4.077837992060651e-05+0j),(0.06969302195183076+0j),(0.16255040752722405+0j),(0.020783414950414456+0j),(0.013421991456986821+0j),(0.11466363229946246+0j),(0.061091511900909196+0j),(0.12169262687494808+0j),(0.05427012996145373+0j),(0.08365046416744452+0j),(1.6628762689493244e-09+0j),(0.004857117308778364+0j),(0.026422634987266616+0j),(0.000431950337001111+0j),(0.00018014985467142722+0j),(0.01314774857210633+0j),(0.00373217282633893+0j),(0.014809095435725336+0j),(0.0029452470060330775+0j),(0.00699740015542892+0j),-1.3277832418792619,163.36281798153675,4.077837992060651e-05,3.1990656281722384e-05,(-0.06955045907776473+0.0044554405899458515j),(-0.03488694998966271+0.15876251354676074j),(0.004109530926897629+0.020373072732457j),(0.009805201652262927+0.009165581008855226j),(0.08436944815732321+0.07765014352681572j),(0.06108843293464169-0.000613341608498075j),(0.11306176804670638-0.045012576485667866j),(-0.028722919663733203-0.04604607357879503j),(0.00012044777380909562-0.08365037745140606j),2.9435993393161308e-05
20,(9.697581102718965e-05+0j),(0.06969302254021252+0j),(0.1625504076262891+0j),(0.020783415256272416+0j),(0.013421991543888864+0j),(0.11466363220692476+0j),(0.06109151225770516+0j),(0.12169262662232865+0j),(0.054270130051287134+0j),(0.08365046388179834+0j),(9.404307924381196e-09+0j),(0.00485711739079057+0j),(0.026422635019472753+0j),(0.000431950349714657+0j),(0.00018014985700422415+0j),(0.013147748550884911+0j),(0.0037321728699333404+0j),(0.01480909537424149+0j),(0.002945247015783619+0j),(0.006997400107640049+0j),-1.3277564348576112,163.36281795764287,-9.697581102718965e-05,3.487424760742936e-05,(-0.06955045966428017+0.004455440637906432j),(-0.034886950261799984+0.15876251358838914j),(0.0041095305246202805+0.020373073125620277j),(0.00980520192075301+0.009165580848887082j),(0.08436944827263766+0.07765014326487511j),(0.061088433283068094-0.0006133424438914663j),(0.11306176770030207-0.045012576672796914j),(-0.028722919875328032-0.04604607355268313j),(0.00012044801949383695-0.08365037716540583j),3.2089311113954176e-05
21,(0.0002210127135850722+0j),(0.06969302298982541+0j),(0.16255040704441961+0j),(0.020783415271799954+0j),(0.0134219920125443+0j),(0.11466363262144476+0j),(0.061091512465963116+0j),(0.12169262726718388+0j),(0.054270130027855384+0j),(0.08365046353957743+0j),(4.884661956623715e-08+0j),(0.004857117453460333+0j),(0.0264226348303065+0j),(0.00043195035036008763+0j),(0.00018014986958480298+0j),(0.01314774864594565+0j),(0.003732172895378927+0j),(0.014809095531189748+0j),(0.0029452470132403314+0j),(0.0069974000503861735+0j),-1.3277320776308184,163.36281783590437,-0.0002210127135850722,3.801776166996507e-05,(-0.06955046013266503+0.004455440359258066j),(-0.034886950136620944+0.1587625130201441j),(0.004109530162385888+0.020373073214528244j),(0.00980520195855738+0.00916558149473919j),(0.08436944835792055+0.07765014378432165j),(0.0610884334993043-0.0006133416503087562j),(0.11306176847602427-0.04501257646773436j),(-0.028722919888026048-0.04604607351714551j),(0.0001204475536131911-0.08365037682385539j),3.498179504305002e-05
22,(0.00033670777126590276+0j),(0.06969302358138404+0j),(0.162550407770906+0j),(0.02078341407253017+0j),(0.013421992663949008+0j),(0.11466363293632753+0j),(0.06109151283718759+0j),(0.12169262776391347+0j),(0.05427013032099276+0j),(0.08365046404155346+0j),(1.133721232308515e-07+0j),(0.004857117535915354+0j),(0.026422635066487822+0j),(0.00043195030051024506+0j),(0.00018014988707110095+0j),(0.013147748718156854+0j),(0.003732172940736256+0j),(0.014809095652086405+0j),(0.002945247045057538+0j),(0.00699740013436723+0j),-1.3277091520804216,163.3628176367469,-0.00033670777126590276,4.144462752757304e-05,(-0.06955046075759007+0.004455439857329163j),(-0.03488695089009097+0.15876251359839388j),(0.004109530220701266+0.020373071979340476j),(0.009805202465831013+0.009165581905976421j),(0.08436944875727012+0.07765014381539306j),(0.06108843386555961-0.0006133421470973418j),(0.1130617690270306-0.04501257642664756j),(-0.028722920324967843-0.04604607359008026j),(0.00012044852032648192-0.08365037732443997j),3.813500327533726e-05
23,(0.00031217609050823584+0j),(0.06969302415852659+0j),(0.16255040812768362+0j),(0.020783413861808236+0j),(0.01342199329230228+0j),(0.11466363231696229+0j),(0.0610915125294456+0j),(0.12169262821357578+0j),(0.05427013058464353+0j),(0.08365046451367088+0j),(9.745391148500625e-08+0j),(0.004857117616360971+0j),(0.026422635182476516+0j),(0.00043195029175120274+0j),(0.0001801499039386074+0j),(0.013147748576119517+0j),(0.0037321729031354087+0j),(0.01480909576152758+0j),(0.0029452470736742614+0j),(0.006997400213352912+0j),-1.3277140039477644,163.36281768587827,-0.00031217609050823584,4.518038609980174e-05,(-0.06955046131604115+0.004455440167574397j),(-0.03488695104134994+0.15876251393044571j),(0.004109530773905242+0.020373071652785412j),(0.009805203086518022+0.00916558216212941j),(0.08436944856016805+0.07765014311495295j),(0.06108843357291594-0.0006133406417686188j),(0.11306176916646483-0.04501257729209251j),(-0.02872292033221296-0.04604607389630096j),(0.00012044865650275725-0.0836503777963618j),4.1572437121087964e-05
24,(0.00035627924388578747+0j),(0.0696930246446487+0j),(0.16255040797638165+0j),(0.02078341390163957+0j),(0.013421994753546563+0j),(0.11466363327271861+0j),(0.06109151233190664+0j),(0.1216926279681836+0j),(0.05427013074490799+0j),(0.0836504644830646+0j),(1.2693489962382843e-07+0j),(0.004857117684119612+0j),(0.026422635133288123+0j),(0.00043195029340686484+0j),(0.00018014994316423145+0j),(0.013147748795300503+0j),(0.003732172878999501+0j),(0.01480909570180274+0j),(0.0029452470910694075+0j),(0.006997400208232451+0j),-1.3277052470821658,163.36281759488554,-0.00035627924388578747,4.925288052761739e-05,(-0.06955046177967049+0.004455440534246435j),(-0.03488695117776074+0.15876251374555853j),(0.004109531481838166+0.020373071550619112j),(0.009805204476413828+0.009165582815072137j),(0.0843694499406753+0.0776501430263228j),(0.06108843337249118-0.0006133409282012362j),(0.1130617688929052-0.04501257731579069j),(-0.028722920251222923-0.046046074135709936j),(0.00012044948587161586-0.08365037776456126j),4.53197162645721e-05
25,(0.0005022598667000492+0j),(0.06969302458766093+0j),(0.16255040872957122+0j),(0.020783414410314956+0j),(0.013421994970884012+0j),(0.11466363352612075+0j),(0.06109151336362419+0j),(0.1216926288835566+0j),(0.05427013083815811+0j),(0.08365046511755353+0j),(2.522649736975512e-07+0j),(0.0048571176761763105+0j),(0.02642263537815066+0j),(0.00043195031455088746+0j),(0.0001801499489984357+0j),(0.013147748853412522+0j),(0.003732173005057874+0j),(0.014809095924591035+0j),(0.0029452471011908003+0j),(0.00699740031438304+0j),-1.3276760041783793,163.36281720805601,-0.0005022598667000492,5.369246369230114e-05,(-0.06955046174469773+0.004455440188763468j),(-0.034886951799107065+0.15876251438018182j),(0.004109532682605979+0.020373071827328365j),(0.009805203865259975+0.00916558378714234j),(0.08436944982958475+0.07765014352121768j),(0.06108843440413962-0.0006133409402642578j),(0.11306176970747485-0.045012577744503346j),(-0.028722920035961018-0.046046074379892464j),(0.00012045125260066745-0.0836503783965069j),4.9404769711215104e-05
