,0.0,0.3
0.05,(-0.00013547544115323344+0.0002985322102427976j),(0.0010385036897768913-0.001643651992027007j)
0.65,(0.00010321926981141696+7.392935689450546e-05j),(0.0007678797646078078-0.0006018086619587756j)
1.25,(6.649748879859854e-05-0.00041842295023893935j),(-0.0006513458019812867-0.0004479191994622626j)
