,0.0,0.3
0.05,(6.529182200791034e-06-7.635481684805927e-05j),(0.0012072208326593073+0.0005250027658884293j)
0.65,(0.00042811380185258036-1.5794945451998576e-05j),(0.0002090192583438456+0.0001392547516080812j)
1.25,(-0.0006651756364822248-0.0004488243477727009j),(-0.0007605341909558493-0.000319060281567995j)
