,abs_param_0,abs_param_1,abs_param_2,abs_param_3,abs_param_4,abs_param_5,abs_param_6,abs_param_7,abs_param_8,abs_param_9,param_0_squared,param_1_squared,param_2_squared,param_3_squared,param_4_squared,param_5_squared,param_6_squared,param_7_squared,param_8_squared,param_9_squared,field_energy,surface_energy,param_0,real_group_sampling_width,param_1,param_2,param_3,param_4,param_5,param_6,param_7,param_8,param_9,complex_group_sampling_width
0,(0.14227889656636977+0j),(0.11034660647502166+0j),(0.06636852501596202+0j),(0.0660859921455384+0j),(0.038156766757034874+0j),(0.23571604270127566+0j),(0.1134742052386706+0j),(0.1985559427655478+0j),(0.09825633228613789+0j),(0.21141373811889183+0j),(0.020243284408143748+0j),(0.012176373560553294+0j),(0.004404781112794376+0j),(0.0043673583578601625+0j),(0.0014559388493507615+0j),(0.05556205278674962+0j),(0.012876395254547937+0j),(0.0394244624075155+0j),(0.009654306834323945+0j),(0.04469576866540339+0j),0.08638125573836278,12.581702476147667,0.14227889656636977,0.8364097434131911,(-0.04553046654456775+0.10051542258174757j),(0.04683635717251087-0.0470227259907735j),(0.060826763479279115-0.025835309220057712j),(0.017471681373738765-0.03392166268515315j),(-0.019774772792734367+0.23488510201318719j),(-0.10964028180946808+0.02924728806724413j),(-0.19609217561851988-0.031182063252951323j),(-0.03905921027451085+0.09015921986716328j),(-0.2025298864512159-0.06064168334949964j),0.39014676755313055
1,(0.12876574201512603+0j),(0.10437344366840917+0j),(0.1511282880569812+0j),(0.14750782543184307+0j),(0.06595507825369801+0j),(0.24798922100911583+0j),(0.1501753878567394+0j),(0.1332757910948228+0j),(0.07065954981674567+0j),(0.1670236978408255+0j),(0.01658061631670599+0j),(0.01089381574320258+0j),(0.02283975945103388+0j),(0.021758558563631094+0j),(0.004350072347451429+0j),(0.06149865373670809+0j),(0.022552647117922115+0j),(0.017762436491950848+0j),(0.004992771980305164+0j),(0.027896915640423372+0j),-0.1546664090464519,12.578850415918245,-0.12876574201512603,0.8260092462164164,(-0.05218302919398733+0.09039218554356371j),(0.05232296568486704-0.14178175733490578j),(0.136314661234267-0.0563637445191332j),(-0.06587380000262572-0.0032733500676671197j),(-0.0373612704087698+0.24515870208938306j),(-0.14920084067829542+0.017080874064637895j),(-0.13237611789085724+0.015459621732006042j),(-0.057285363435716115+0.04136615907167456j),(-0.15811419750737177-0.053822078992019656j),0.4098418075529734
2,(0.27951199512473385+0j),(0.09460515897481699+0j),(0.11886866931052399+0j),(0.20850687401564108+0j),(0.06257700319727967+0j),(0.27969076378771135+0j),(0.17411789520173634+0j),(0.11412198980229504+0j),(0.13634605968578362+0j),(0.16369984781564756+0j),(0.07812695541860924+0j),(0.008950136104650395+0j),(0.01412976054365471+0j),(0.04347511651177442+0j),(0.003915881329152351+0j),(0.07822692334815336+0j),(0.03031704142948284+0j),(0.013023828556435135+0j),(0.018590247991839268+0j),(0.02679764017486617+0j),-0.08966424403704815,12.631791136009266,0.27951199512473385,0.8157380759945987,(-0.018952770506120455+0.0926872623114564j),(0.02596581296657221-0.11599800472697666j),(0.15681927739558632-0.1374148126982698j),(-0.05726019135176631+0.025241866323856818j),(0.05816468694648603+0.27357593560211146j),(-0.16335686365170626-0.06026256323257991j),(-0.09562594134277282-0.062285695779558475j),(-0.13625311086983366-0.005033663688814j),(-0.15670392840117625-0.04734468289581416j),0.42002538211723045
3,(0.09187727142767926+0j),(0.014696391770349829+0j),(0.11941855233620705+0j),(0.1799706669570851+0j),(0.07309768792967143+0j),(0.28817220700528395+0j),(0.21888316818990328+0j),(0.15352260802890036+0j),(0.048612397441835035+0j),(0.20340074869360142+0j),(0.008441433004995448+0j),(0.00021598393106760617+0j),(0.014260790642075421+0j),(0.03238944096497804+0j),(0.005343271980663632+0j),(0.08304322089029623+0j),(0.047909841316849486+0j),(0.023569191175995378+0j),(0.0023631651850429293+0j),(0.0413718645691176+0j),-0.3156711870980532,12.572637219107573,-0.09187727142767926,0.805594624606691,(0.0020632247281312938+0.014550843095464734j),(-0.02286223817422014-0.11720967838766837j),(0.1248740236276699-0.12959907093808265j),(-0.0693163337922927+0.023205987379534054j),(0.06630388281102702+0.2804407531270693j),(-0.1994302036518743-0.09020773352779364j),(-0.13217166565840816-0.07810148508880833j),(-0.03423314041517983+0.0345145952077887j),(-0.19451042874864746-0.059477371135037066j),0.43046199380213895
4,(0.09187727142767926+0j),(0.014696391770349829+0j),(0.11941855233620705+0j),(0.1799706669570851+0j),(0.07309768792967143+0j),(0.28817220700528395+0j),(0.21888316818990328+0j),(0.15352260802890036+0j),(0.048612397441835035+0j),(0.20340074869360142+0j),(0.008441433004995448+0j),(0.00021598393106760617+0j),(0.014260790642075421+0j),(0.03238944096497804+0j),(0.005343271980663632+0j),(0.08304322089029623+0j),(0.047909841316849486+0j),(0.023569191175995378+0j),(0.0023631651850429293+0j),(0.0413718645691176+0j),-0.3156711870980532,12.572637219107573,-0.09187727142767926,0.7761638602415198,(0.0020632247281312938+0.014550843095464734j),(-0.02286223817422014-0.11720967838766837j),(0.1248740236276699-0.12959907093808265j),(-0.0693163337922927+0.023205987379534054j),(0.06630388281102702+0.2804407531270693j),(-0.1994302036518743-0.09020773352779364j),(-0.13217166565840816-0.07810148508880833j),(-0.03423314041517983+0.0345145952077887j),(-0.19451042874864746-0.059477371135037066j),0.4147359386364435
5,(0.01012362188728963+0j),(0.061239362602462086+0j),(0.08876844906186594+0j),(0.17820228808591074+0j),(0.025836807992504898+0j),(0.32807837038679993+0j),(0.2545498873933666+0j),(0.12997097534198648+0j),(0.10411890636023192+0j),(0.2077213976257887+0j),(0.00010248772011680964+0j),(0.0037502595319558315+0j),(0.007879837548849088+0j),(0.03175605547905393+0j),(0.0006675406472415649+0j),(0.10763541711565829+0j),(0.06479564517197563+0j),(0.016892454431347258+0j),(0.010840746661650741+0j),(0.04314817903161102+0j),-0.45956590890000193,12.566445635915432,-0.01012362188728963,0.7856845455034533,(0.00021051576162671448+0.061239000768055794j),(0.02089186611722993-0.08627495279041784j),(0.14137876578050498-0.1084808741918825j),(-0.014492864264874488+0.02138919195859182j),(0.07949546155945797+0.31830156881031396j),(-0.2429193384263039-0.07606471054636608j),(-0.07611441324287006-0.10535203143765602j),(-0.1013209546176655+0.02397521255412992j),(-0.207710460374041-0.002131591615427744j),0.4303238647817375
6,(0.1150350766382853+0j),(0.04711726286996701+0j),(0.09399693119167421+0j),(0.17267858979684933+0j),(0.05370614229493274+0j),(0.3342331248617396+0j),(0.279024584042047+0j),(0.12167824011021902+0j),(0.08915050347354951+0j),(0.18317273856486962+0j),(0.013233068857176173+0j),(0.0022200364603575714+0j),(0.008835423073452338+0j),(0.029817895374228562+0j),(0.0028843497202035635+0j),(0.11171178175484321+0j),(0.07785471849983736+0j),(0.014805594116320113+0j),(0.007947812269587365+0j),(0.03355225215335408+0j),-0.5318188658200603,12.57627436014104,-0.1150350766382853,0.775914800498198,(-0.02396981718479481+0.0405645698175771j),(-0.010923059175816478-0.09336010846016594j),(0.1063633150466822-0.13603213071369863j),(-0.0444561098963117+0.030133104936110062j),(0.0848395498820849+0.3232863011800043j),(-0.2539033749837844-0.1157056380289272j),(-0.07129794870421872-0.09860119992622153j),(-0.08909948811850807+0.003015540848206724j),(-0.18296347087344836-0.008753312475565524j),0.41975586524051767
7,(0.08775928736210215+0j),(0.06377855933883905+0j),(0.10957657280548082+0j),(0.08052722554050384+0j),(0.13115620290794483+0j),(0.4159053249256404+0j),(0.35268129571596557+0j),(0.13587173832512553+0j),(0.06579904445331239+0j),(0.20627322870192766+0j),(0.007701692518304022+0j),(0.004067704631337815+0j),(0.01200702530779484+0j),(0.006484634053251174+0j),(0.017201949561229994+0j),(0.17297723930150255+0j),(0.12438409634789234+0j),(0.018461129275491386+0j),(0.0043295142509689796+0j),(0.042548644879117754+0j),-1.2827216262037735,12.572080922093823,0.08775928736210215,0.7568596935734413,(0.06362152689245483+0.004472800823920193j),(-0.07488174390487201-0.07999843584445887j),(0.03763612954275946-0.07119098121455977j),(-0.07440356507380089+0.10800953229015794j),(0.01673870472182094+0.41556835185771573j),(-0.345022569350485-0.07309940483124422j),(-0.0504060140499338-0.1261759209322019j),(-0.06577653363527754+0.0017210095572605631j),(-0.1974045108606439-0.0598339700420061j),0.43018578008493846
8,(0.08775928736210215+0j),(0.05313424178358359+0j),(0.10432027433247044+0j),(0.1339373561995668+0j),(0.14907014679014705+0j),(0.5181220863087548+0j),(0.3683812743882013+0j),(0.18831999035790964+0j),(0.08299680096128499+0j),(0.25109781808920584+0j),(0.007701692518304022+0j),(0.0028232476499163205+0j),(0.010882719636801893+0j),(0.01793921538572963+0j),(0.022221908664035984+0j),(0.26845049632093676+0j),(0.13570476331987524+0j),(0.03546441876840318+0j),(0.006888468969807158+0j),(0.06305011424915992+0j),-0.8228304204403889,12.572080922093823,0.08775928736210215,0.7292093609884508,(0.04632289088378309-0.026027628207069622j),(-0.04056191165611633-0.09611165881204688j),(0.0659292262920099-0.11658710265834116j),(-0.056109344194068066+0.13810738632726197j),(0.1043542778427048+0.5075043655150804j),(-0.3654346045044341+0.0465006790333547j),(-0.05654032915557772-0.17963187341722545j),(-0.08116896739964674+0.017322462327343732j),(-0.23305621438798382-0.09346076815595963j),0.4354625826084076
9,(0.07127103060617625+0j),(0.06227494577044284+0j),(0.06527883538392995+0j),(0.09176816987117295+0j),(0.17457652814962182+0j),(0.6059284249770237+0j),(0.36298522159191415+0j),(0.11073641939776935+0j),(0.08286207403274824+0j),(0.339277091796314+0j),(0.005079559803666512+0j),(0.0038781688707115966+0j),(0.004261326349082226+0j),(0.008421397001504455+0j),(0.030476964180775695+0j),(0.3671492561951366+0j),(0.13175827109413102+0j),(0.012262554581038667+0j),(0.00686612331300865+0j),(0.11510894501776447+0j),-0.8584292456621809,12.57012015218713,0.07127103060617625,0.7201418674847608,(0.06202712992165263+0.005550137331095656j),(-0.03726487843630935-0.05359715649369201j),(0.055099025010818675-0.07338592810860699j),(-0.11416053485432615+0.13207700959118465j),(0.18814894466486082+0.5759767623929248j),(-0.3629840014419396+0.0009411648787568082j),(-0.01057857512740773-0.11022997926749536j),(-0.08277867263573337-0.0037168090716014415j),(-0.32930222733719516-0.08166387260304712j),0.4408041121548532
