,0.0,0.3
0.05,(0.04175953212399256+0j),(0.02678895360915385+0j)
0.65,(0.054235613733716395+0j),(0.05988967740904461+0j)
1.25,(0.07633406835051333+0j),(0.0710767767518578+0j)
