,0.0,0.3
0.05,(0.07770151546145974-0.02980711985752764j),(-0.035724756878557445-0.0030532276072813194j)
0.65,(0.012984920174410582+0.013447381335832006j),(-0.006451025141768722+0.000802178921055208j)
1.25,(0.0045484532019206166+0.0026884108105041343j),(-0.007724591762844578-0.012477356155789467j)
