,0.0,0.3
0.05,(-6.883658667403908e-05-0.00011928005884323246j),(-0.004549024187997981+0.0027193249075353186j)
0.65,(-0.0011933543885518931+0.0015655434934942502j),(0.0009318552711308172-0.00017169433694512598j)
1.25,(0.002461326642258776+0.0008411003817895224j),(0.001267207011058524-0.001443551517462084j)
