,0.0,0.3
0.05,(-0.00020979710870030213+0.00018832821619950866j),(-0.008881566361431906+0.013674369545645536j)
0.65,(-0.004312210327746034+0.005274475188483759j),(-0.0008854463327526874+0.0014007359331363392j)
1.25,(0.0047680011281057725-0.003628487859040821j),(0.002834411617348153-0.006164090075221878j)
