,ampiltude,real_c_-7,real_c_-6,real_c_-5,real_c_-4,real_c_-3,real_c_-2,real_c_-1,real_c_0,real_c_1,real_c_2,real_c_3,real_c_4,real_c_5,real_c_6,real_c_7,img_c_-7,img_c_-6,img_c_-5,img_c_-4,img_c_-3,img_c_-2,img_c_-1,img_c_0,img_c_1,img_c_2,img_c_3,img_c_4,img_c_5,img_c_6,img_c_7
0,-0.17915262199280363,0.07015437041784203,-0.02012049916273658,0.002207715193314627,0.0762595218648477,-0.1308802218195008,-0.022613166644327325,0.08036136364078218,0.06686966177804535,-0.052984117196608393,-0.002343319938948777,0.014750085539975685,-0.08494819780122238,-0.05074832146899711,-0.026478532196708985,0.014031378668952325,0.06086267286118043,-0.09930442412779089,-0.1225166003225717,-0.07589264597315219,0.20920751566273582,-0.002323995818192439,-0.18545286664288507,-0.04146771835168122,-0.08484346708782761,0.02260886496426147,0.02519967683126599,-0.04781316214999835,0.04355787080433007,0.055264438262177674,0.02444014906199082
1,0.7715739390175903,0.006076885208286434,-0.04415799134539009,0.004601323623177784,0.009646039111626648,0.07724660648478082,-0.33406480964574375,0.18529675103915438,0.16533638160699363,0.08082398595442218,0.09091581709513176,0.000919698472269935,-0.09005438009436056,-0.11199215124578488,0.1070764562495453,0.07196651151228728,0.011175358548029271,-0.033495813863921926,-0.052394177080517496,-0.07046101837310409,0.2388076634071947,0.1378720307251152,-0.2611450935484683,-0.062188403708750645,0.03327383216479812,-0.047215418185014214,-0.10224688411543824,-0.05071219865217674,-0.13925110429932203,0.08790926392677147,0.061493817350860104
2,0.11483023611445431,0.006076885208286434,-0.04415799134539009,0.004601323623177784,0.009646039111626648,0.07724660648478082,-0.33406480964574375,0.18529675103915438,0.16533638160699363,0.08082398595442218,0.09091581709513176,0.000919698472269935,-0.09005438009436056,-0.11199215124578488,0.1070764562495453,0.07196651151228728,0.011175358548029271,-0.033495813863921926,-0.052394177080517496,-0.07046101837310409,0.2388076634071947,0.1378720307251152,-0.2611450935484683,-0.062188403708750645,0.03327383216479812,-0.047215418185014214,-0.10224688411543824,-0.05071219865217674,-0.13925110429932203,0.08790926392677147,0.061493817350860104
3,0.4639696006620895,-0.01017865800471959,-0.21069517852857014,0.06384906433103656,0.07796258695678535,0.1557386324996852,-0.3396229230496801,0.17261090688374406,0.18965680338176194,0.09553649137414066,0.19419880617461366,0.12317654869527139,-0.10778975011929012,-0.11009488944981398,0.08619692025822073,-0.00048739547738241296,0.07898704246194241,0.08186921298493452,-0.16109697770398101,-0.06585394504353714,0.18799981985468078,0.13469647019295383,-0.2126556217271868,0.09751560575501697,0.0767071953074818,-0.03830925886386327,-0.09304316561081452,-0.010118548900550597,-0.08832227295133604,0.0013933496422191965,-0.01721697536565999
4,0.7620874191712506,-0.01017865800471959,-0.21069517852857014,0.06384906433103656,0.07796258695678535,0.1557386324996852,-0.3396229230496801,0.17261090688374406,0.18965680338176194,0.09553649137414066,0.19419880617461366,0.12317654869527139,-0.10778975011929012,-0.11009488944981398,0.08619692025822073,-0.00048739547738241296,0.07898704246194241,0.08186921298493452,-0.16109697770398101,-0.06585394504353714,0.18799981985468078,0.13469647019295383,-0.2126556217271868,0.09751560575501697,0.0767071953074818,-0.03830925886386327,-0.09304316561081452,-0.010118548900550597,-0.08832227295133604,0.0013933496422191965,-0.01721697536565999
5,0.762308625003139,0.04789870294441469,-0.2717927569259279,0.06931864248845514,0.12877843321238075,0.0818746773935091,-0.2738436002873903,0.0955892377788354,0.16315815427140085,0.00012188907792642922,0.1804907262911727,0.23149552395915857,-0.026291307815241027,-0.07282008243494315,0.06345487590832287,0.09510383774471681,-0.003530539795668905,-0.07051954611850397,-0.18618994226664504,-0.02364600959812898,0.12106083367552546,0.0891212373512509,-0.1398583092177594,0.10964209568589497,0.04455818643445582,-0.20628429219785643,0.0690493559967485,0.1367169220563667,-0.0993698585043814,0.10321087802599456,0.08096481289563448
6,0.8332088701773929,0.11800730172902706,-0.25961452219583964,0.18611453912757667,0.1395000570979735,0.09948042418101699,-0.4482435765545445,-0.05753830111706762,0.08239773972362763,-0.10613641242420725,0.13177018788535072,0.27862940150639837,-0.013432982332252884,-0.05714539254833924,-0.04446927285702611,0.0655309263095056,0.03749615165563069,0.004597295049161926,-0.1938940281128754,0.011752657884088857,0.051134651856542535,0.025235798948147467,-0.19637903335628323,0.17142997184040926,0.06734547842904513,-0.06012266442882985,-0.013267358651077227,0.13795873112005624,-0.06693425650871743,0.05581587874172548,0.005739895987528484
7,0.6513034513063121,0.022809553271581726,-0.12042415463541575,0.17548185647630507,0.08505733904722707,0.15143461550923637,-0.425707164435466,-0.08183269316161096,0.11839913287036498,-0.17010049740353636,0.17710255074069586,0.28294004542035406,-0.01765776071425763,-0.015966593705398165,-0.02589410340490746,0.04181987550639658,0.01801503932972385,-0.06678299336095343,-0.1764260850224041,0.09237168760896643,0.04293471724331438,0.04438605031780769,-0.3337888373794031,0.19341253769234806,-0.020032975556011523,-0.17305572682288684,-0.03498252352875237,0.16948541304485557,-0.07785546391101808,0.0017369230154491017,0.016255328654283228
8,0.6441764192564691,0.022809553271581726,-0.12042415463541575,0.17548185647630507,0.08505733904722707,0.15143461550923637,-0.425707164435466,-0.08183269316161096,0.11839913287036498,-0.17010049740353636,0.17710255074069586,0.28294004542035406,-0.01765776071425763,-0.015966593705398165,-0.02589410340490746,0.04181987550639658,0.01801503932972385,-0.06678299336095343,-0.1764260850224041,0.09237168760896643,0.04293471724331438,0.04438605031780769,-0.3337888373794031,0.19341253769234806,-0.020032975556011523,-0.17305572682288684,-0.03498252352875237,0.16948541304485557,-0.07785546391101808,0.0017369230154491017,0.016255328654283228
9,0.7245333034324482,0.022809553271581726,-0.12042415463541575,0.17548185647630507,0.08505733904722707,0.15143461550923637,-0.425707164435466,-0.08183269316161096,0.11839913287036498,-0.17010049740353636,0.17710255074069586,0.28294004542035406,-0.01765776071425763,-0.015966593705398165,-0.02589410340490746,0.04181987550639658,0.01801503932972385,-0.06678299336095343,-0.1764260850224041,0.09237168760896643,0.04293471724331438,0.04438605031780769,-0.3337888373794031,0.19341253769234806,-0.020032975556011523,-0.17305572682288684,-0.03498252352875237,0.16948541304485557,-0.07785546391101808,0.0017369230154491017,0.016255328654283228
10,0.8228056882427605,0.022809553271581726,-0.12042415463541575,0.17548185647630507,0.08505733904722707,0.15143461550923637,-0.425707164435466,-0.08183269316161096,0.11839913287036498,-0.17010049740353636,0.17710255074069586,0.28294004542035406,-0.01765776071425763,-0.015966593705398165,-0.02589410340490746,0.04181987550639658,0.01801503932972385,-0.06678299336095343,-0.1764260850224041,0.09237168760896643,0.04293471724331438,0.04438605031780769,-0.3337888373794031,0.19341253769234806,-0.020032975556011523,-0.17305572682288684,-0.03498252352875237,0.16948541304485557,-0.07785546391101808,0.0017369230154491017,0.016255328654283228
11,0.8396409745737391,-0.03564303404655151,-0.1901357499443121,0.11742386347183123,0.12854072329324784,0.11471876210777393,-0.4050455986688197,-0.09171055938540595,0.1614285311430168,-0.12729201293563608,0.22822061547281267,0.3016982403255606,-0.024815886776231127,-0.059864812338738506,-0.07985338917934358,-0.009991601582072344,0.054314272459530466,-0.014094498163739644,-0.1876091274939892,0.054858787558777204,0.07145718168899651,0.04466283315568448,-0.29616641102499697,0.15846459447470568,0.027410720188083916,-0.10333073395197158,-0.01755090096250175,0.1886981917915163,-0.058338697685839616,0.036583461639571956,-0.029287319838437274
12,0.8084340494448639,-0.03564303404655151,-0.1901357499443121,0.11742386347183123,0.12854072329324784,0.11471876210777393,-0.4050455986688197,-0.09171055938540595,0.1614285311430168,-0.12729201293563608,0.22822061547281267,0.3016982403255606,-0.024815886776231127,-0.059864812338738506,-0.07985338917934358,-0.009991601582072344,0.054314272459530466,-0.014094498163739644,-0.1876091274939892,0.054858787558777204,0.07145718168899651,0.04466283315568448,-0.29616641102499697,0.15846459447470568,0.027410720188083916,-0.10333073395197158,-0.01755090096250175,0.1886981917915163,-0.058338697685839616,0.036583461639571956,-0.029287319838437274
13,0.8316393126846052,-0.03564303404655151,-0.1901357499443121,0.11742386347183123,0.12854072329324784,0.11471876210777393,-0.4050455986688197,-0.09171055938540595,0.1614285311430168,-0.12729201293563608,0.22822061547281267,0.3016982403255606,-0.024815886776231127,-0.059864812338738506,-0.07985338917934358,-0.009991601582072344,0.054314272459530466,-0.014094498163739644,-0.1876091274939892,0.054858787558777204,0.07145718168899651,0.04466283315568448,-0.29616641102499697,0.15846459447470568,0.027410720188083916,-0.10333073395197158,-0.01755090096250175,0.1886981917915163,-0.058338697685839616,0.036583461639571956,-0.029287319838437274
