,abs_amplitude,amplitude_squared,abs_c_-7,abs_c_-6,abs_c_-5,abs_c_-4,abs_c_-3,abs_c_-2,abs_c_-1,abs_c_0,abs_c_1,abs_c_2,abs_c_3,abs_c_4,abs_c_5,abs_c_6,abs_c_7
0,5.405145698553697e-22,2.9215600022593534e-43,0.056040793406256756,0.1792765910497983,0.06220767386764848,0.1215601082762962,0.03107067478870617,0.07962862290589483,0.04208870297351605,0.059765469292859676,0.09603386330891676,0.13641195909911147,0.022708160831015137,0.03868022609515458,0.08139730567045268,0.04377385285523802,0.028309117986363416
1,5.115547816727756e-24,2.6168829465228114e-47,0.056040793406256756,0.1792765910497983,0.06220767386764848,0.1215601082762962,0.03107067478870617,0.07962862290589483,0.04208870297351605,0.059765469292859676,0.09603386330891676,0.13641195909911147,0.022708160831015137,0.03868022609515458,0.08139730567045268,0.04377385285523802,0.028309117986363416
2,9.175250626825769e-23,8.418522406506666e-45,0.056040793406256756,0.1792765910497983,0.06220767386764848,0.1215601082762962,0.03107067478870617,0.07962862290589483,0.04208870297351605,0.059765469292859676,0.09603386330891676,0.13641195909911147,0.022708160831015137,0.03868022609515458,0.08139730567045268,0.04377385285523802,0.028309117986363416
3,1.6465852736280634e-21,2.7112430633288043e-42,0.056040793406256756,0.1792765910497983,0.06220767386764848,0.1215601082762962,0.03107067478870617,0.07962862290589483,0.04208870297351605,0.059765469292859676,0.09603386330891676,0.13641195909911147,0.022708160831015137,0.03868022609515458,0.08139730567045268,0.04377385285523802,0.028309117986363416
4,1.2951386694016688e-21,1.6773841729795252e-42,0.056040793406256756,0.1792765910497983,0.06220767386764848,0.1215601082762962,0.03107067478870617,0.07962862290589483,0.04208870297351605,0.059765469292859676,0.09603386330891676,0.13641195909911147,0.022708160831015137,0.03868022609515458,0.08139730567045268,0.04377385285523802,0.028309117986363416
5,4.083534251852406e-21,1.6675251986051793e-41,0.056040793406256756,0.1792765910497983,0.06220767386764848,0.1215601082762962,0.03107067478870617,0.07962862290589483,0.04208870297351605,0.059765469292859676,0.09603386330891676,0.13641195909911147,0.022708160831015137,0.03868022609515458,0.08139730567045268,0.04377385285523802,0.028309117986363416
6,4.130512521810115e-21,1.7061133692830158e-41,0.056040793406256756,0.1792765910497983,0.06220767386764848,0.1215601082762962,0.03107067478870617,0.07962862290589483,0.04208870297351605,0.059765469292859676,0.09603386330891676,0.13641195909911147,0.022708160831015137,0.03868022609515458,0.08139730567045268,0.04377385285523802,0.028309117986363416
7,5.72067333149046e-21,3.272610336562616e-41,0.056040793406256756,0.1792765910497983,0.06220767386764848,0.1215601082762962,0.03107067478870617,0.07962862290589483,0.04208870297351605,0.059765469292859676,0.09603386330891676,0.13641195909911147,0.022708160831015137,0.03868022609515458,0.08139730567045268,0.04377385285523802,0.028309117986363416
8,4.902434955074542e-22,2.4033868488736728e-43,0.056040793406256756,0.1792765910497983,0.06220767386764848,0.1215601082762962,0.03107067478870617,0.07962862290589483,0.04208870297351605,0.059765469292859676,0.09603386330891676,0.13641195909911147,0.022708160831015137,0.03868022609515458,0.08139730567045268,0.04377385285523802,0.028309117986363416
9,8.334879049596465e-21,6.947020877140208e-41,0.056040793406256756,0.1792765910497983,0.06220767386764848,0.1215601082762962,0.03107067478870617,0.07962862290589483,0.04208870297351605,0.059765469292859676,0.09603386330891676,0.13641195909911147,0.022708160831015137,0.03868022609515458,0.08139730567045268,0.04377385285523802,0.028309117986363416
10,1.581278696901315e-20,2.500442317273921e-40,0.056040793406256756,0.1792765910497983,0.06220767386764848,0.1215601082762962,0.03107067478870617,0.07962862290589483,0.04208870297351605,0.059765469292859676,0.09603386330891676,0.13641195909911147,0.022708160831015137,0.03868022609515458,0.08139730567045268,0.04377385285523802,0.028309117986363416
11,1.2218843909043792e-20,1.4930014647357657e-40,0.056040793406256756,0.1792765910497983,0.06220767386764848,0.1215601082762962,0.03107067478870617,0.07962862290589483,0.04208870297351605,0.059765469292859676,0.09603386330891676,0.13641195909911147,0.022708160831015137,0.03868022609515458,0.08139730567045268,0.04377385285523802,0.028309117986363416
12,2.7044856907167308e-20,7.3142428512915524e-40,0.056040793406256756,0.1792765910497983,0.06220767386764848,0.1215601082762962,0.03107067478870617,0.07962862290589483,0.04208870297351605,0.059765469292859676,0.09603386330891676,0.13641195909911147,0.022708160831015137,0.03868022609515458,0.08139730567045268,0.04377385285523802,0.028309117986363416
13,8.911379233624822e-20,7.941267984547972e-39,0.056040793406256756,0.1792765910497983,0.06220767386764848,0.1215601082762962,0.03107067478870617,0.07962862290589483,0.04208870297351605,0.059765469292859676,0.09603386330891676,0.13641195909911147,0.022708160831015137,0.03868022609515458,0.08139730567045268,0.04377385285523802,0.028309117986363416
14,1.8415381348131578e-19,3.391262701971124e-38,0.056040793406256756,0.1792765910497983,0.06220767386764848,0.1215601082762962,0.03107067478870617,0.07962862290589483,0.04208870297351605,0.059765469292859676,0.09603386330891676,0.13641195909911147,0.022708160831015137,0.03868022609515458,0.08139730567045268,0.04377385285523802,0.028309117986363416
15,1.8897613053311157e-19,3.5711977911267623e-38,0.056040793406256756,0.1792765910497983,0.06220767386764848,0.1215601082762962,0.03107067478870617,0.07962862290589483,0.04208870297351605,0.059765469292859676,0.09603386330891676,0.13641195909911147,0.022708160831015137,0.03868022609515458,0.08139730567045268,0.04377385285523802,0.028309117986363416
16,1.7655643547853789e-19,3.117217490888711e-38,0.056040793406256756,0.1792765910497983,0.06220767386764848,0.1215601082762962,0.03107067478870617,0.07962862290589483,0.04208870297351605,0.059765469292859676,0.09603386330891676,0.13641195909911147,0.022708160831015137,0.03868022609515458,0.08139730567045268,0.04377385285523802,0.028309117986363416
17,3.203928738444027e-20,1.0265159361027534e-39,0.056040793406256756,0.1792765910497983,0.06220767386764848,0.1215601082762962,0.03107067478870617,0.07962862290589483,0.04208870297351605,0.059765469292859676,0.09603386330891676,0.13641195909911147,0.022708160831015137,0.03868022609515458,0.08139730567045268,0.04377385285523802,0.028309117986363416
18,9.412799506238219e-20,8.860079454463847e-39,0.056040793406256756,0.1792765910497983,0.06220767386764848,0.1215601082762962,0.03107067478870617,0.07962862290589483,0.04208870297351605,0.059765469292859676,0.09603386330891676,0.13641195909911147,0.022708160831015137,0.03868022609515458,0.08139730567045268,0.04377385285523802,0.028309117986363416
19,1.08615288524326e-19,1.179728090122258e-38,0.056040793406256756,0.1792765910497983,0.06220767386764848,0.1215601082762962,0.03107067478870617,0.07962862290589483,0.04208870297351605,0.059765469292859676,0.09603386330891676,0.13641195909911147,0.022708160831015137,0.03868022609515458,0.08139730567045268,0.04377385285523802,0.028309117986363416
20,8.023466390584009e-19,6.437601292083118e-37,0.056040793406256756,0.1792765910497983,0.06220767386764848,0.1215601082762962,0.03107067478870617,0.07962862290589483,0.04208870297351605,0.059765469292859676,0.09603386330891676,0.13641195909911147,0.022708160831015137,0.03868022609515458,0.08139730567045268,0.04377385285523802,0.028309117986363416
21,7.938696604140128e-19,6.3022903772586e-37,0.056040793406256756,0.1792765910497983,0.06220767386764848,0.1215601082762962,0.03107067478870617,0.07962862290589483,0.04208870297351605,0.059765469292859676,0.09603386330891676,0.13641195909911147,0.022708160831015137,0.03868022609515458,0.08139730567045268,0.04377385285523802,0.028309117986363416
22,8.575275510292303e-19,7.353535007741891e-37,0.056040793406256756,0.1792765910497983,0.06220767386764848,0.1215601082762962,0.03107067478870617,0.07962862290589483,0.04208870297351605,0.059765469292859676,0.09603386330891676,0.13641195909911147,0.022708160831015137,0.03868022609515458,0.08139730567045268,0.04377385285523802,0.028309117986363416
23,1.3016086390952878e-18,1.6941850493674872e-36,0.056040793406256756,0.1792765910497983,0.06220767386764848,0.1215601082762962,0.03107067478870617,0.07962862290589483,0.04208870297351605,0.059765469292859676,0.09603386330891676,0.13641195909911147,0.022708160831015137,0.03868022609515458,0.08139730567045268,0.04377385285523802,0.028309117986363416
24,1.2443219158772448e-18,1.548337030332417e-36,0.056040793406256756,0.1792765910497983,0.06220767386764848,0.1215601082762962,0.03107067478870617,0.07962862290589483,0.04208870297351605,0.059765469292859676,0.09603386330891676,0.13641195909911147,0.022708160831015137,0.03868022609515458,0.08139730567045268,0.04377385285523802,0.028309117986363416
