,amplitude,c_0
0,(0.6308269213956579+0j),(-0.12653717252941538+0.10085246488075139j)
1,(0.43718771556872793+0j),(0.12176313484763261-0.723137725401103j)
2,(0.19901873101849954+0j),(1.1717793917018229-0.5355529195807069j)
3,(0.19107041173893716+0j),(1.1692664527943635-0.2545603434157926j)
4,(-0.07054405709160394+0j),(0.7860607221898839+0.057880381266401465j)
5,(0.42175248032369234+0j),(-0.4565113398844304-0.8485750769927599j)
6,(-0.14972124651493535+0j),(-0.5962688764650788-0.3587808632584262j)
7,(-0.1434407110994046+0j),(-0.24709289252365055+0.9963485996674559j)
8,(-0.3992857379841295+0j),(-1.126426284774197-0.12987858499393734j)
9,(-0.09571769390974046+0j),(0.7321236270410983+0.7023285597688749j)
10,(0.2113825699568527+0j),(0.46884758509212415+0.9191055947467288j)
11,(0.20019225904020288+0j),(-0.28822712468281986-0.4668390273291978j)
12,(-0.17401592439854593+0j),(-0.6519128360947858-0.42370567950631755j)
13,(-0.12704899891324345+0j),(0.7347977574546067+0.5774441555815043j)
14,(-0.19110112544775723+0j),(-0.4751973706819792-0.7918356971124191j)
15,(0.24041389971626057+0j),(-0.0942950312792411-0.8104059444540129j)
16,(-0.07791440651772008+0j),(0.9055423926832418-0.11080901223062756j)
17,(-0.07617517618616343+0j),(0.9950965509077369+0.0945178754568838j)
18,(0.19438014827279654+0j),(-0.3482926272350181+0.8448242186911957j)
19,(0.22059511493184705+0j),(0.12410158995066196+1.1562057098001168j)
20,(0.37407174912745494+0j),(1.2139331930608663+0.30439143960514736j)
21,(-0.07042799868630845+0j),(-0.6615890061859456+0.4680811154112311j)
22,(0.40378565693673596+0j),(-0.5540032192564173+0.9085832980564155j)
23,(0.2769492218440066+0j),(-1.1083628043333889+0.23861409284827623j)
24,(-0.09134052405783463+0j),(-1.1845631632420068+0.026298132017758963j)
25,(-0.16098495247561018+0j),(-0.5425788907746111+1.0125217285161972j)
26,(-0.2427144780829781+0j),(-0.852578198048116+0.6666796898472066j)
27,(0.30089475452852116+0j),(0.4251825029391283+0.8361359259778695j)
28,(-0.11433294837685687+0j),(-0.283979887680728-1.048326788562871j)
29,(0.21894628018831153+0j),(-0.9173896619295092-0.6026785500762732j)
30,(-0.11154451637973774+0j),(0.6218654551492383-0.3092032038076605j)
31,(-0.07076729400593026+0j),(0.2869191593598128-1.090554863937502j)
32,(-0.11749615975023639+0j),(-0.3292356383057329-0.3873577495010172j)
33,(-0.14763665095106304+0j),(0.9294496173499401-0.7138304478369608j)
34,(0.012628233141394093+0j),(-0.7156544204605049-0.6337977552736689j)
35,(-0.0964407730009593+0j),(0.15811441341419186-0.8885308766370068j)
36,(-0.018779014016633344+0j),(-0.9213345474347174-0.3823126039527017j)
37,(0.2668153791620052+0j),(-0.4037847045823746+0.20477691286454142j)
38,(0.15407804022138916+0j),(-0.939062377085195-0.4156925791070902j)
