,abs_amplitude,amplitude_squared,abs_c_-15,abs_c_-14,abs_c_-13,abs_c_-12,abs_c_-11,abs_c_-10,abs_c_-9,abs_c_-8,abs_c_-7,abs_c_-6,abs_c_-5,abs_c_-4,abs_c_-3,abs_c_-2,abs_c_-1,abs_c_0,abs_c_1,abs_c_2,abs_c_3,abs_c_4,abs_c_5,abs_c_6,abs_c_7,abs_c_8,abs_c_9,abs_c_10,abs_c_11,abs_c_12,abs_c_13,abs_c_14,abs_c_15
0,0.10751427212956444,0.011559318711550037,0.06577728681200082,0.06677202051073797,0.05398538135268394,0.07131825327713172,0.037381009562603595,0.10245874617025984,0.0925309713362844,0.09128981422240925,0.03690747019234156,0.020922701857126108,0.10663094382860977,0.11611906424990984,0.07256523962857236,0.1481092749330785,0.07417596163962883,0.15944537493891955,0.07247770185313389,0.029195512916971842,0.024643769694982456,0.21325542553751073,0.21760172453064455,0.10411739823714641,0.06662111013667936,0.10038243165213932,0.08411942707212336,0.1084544752935059,0.0616448538809222,0.052739107523571215,0.0840546182040825,0.036459352636277496,0.05884394514387965
1,0.36496180109200094,0.13319711625631725,0.058378008992012245,0.0515324207961331,0.08256830000071146,0.07408592012174399,0.03864796981089144,0.14414438512336206,0.07545763374342081,0.10397334552025002,0.03610741902306197,0.030676174100841124,0.09571261787842333,0.14608102599971654,0.04115739811203983,0.16178343317470814,0.07338188502499671,0.1654620980846134,0.09378073178699861,0.016451355229128703,0.055039926542055945,0.16932387928426879,0.18216055852625135,0.11668132193270905,0.06633768614394617,0.07289028075210877,0.14739048784249714,0.09446016707864954,0.06258812826985392,0.01730010469368615,0.07264302195911033,0.0348105990566732,0.05964850617604271
2,0.37315948577877245,0.13924800182667788,0.058378008992012245,0.0515324207961331,0.08256830000071146,0.07408592012174399,0.03864796981089144,0.14414438512336206,0.07545763374342081,0.10397334552025002,0.03610741902306197,0.030676174100841124,0.09571261787842333,0.14608102599971654,0.04115739811203983,0.16178343317470814,0.07338188502499671,0.1654620980846134,0.09378073178699861,0.016451355229128703,0.055039926542055945,0.16932387928426879,0.18216055852625135,0.11668132193270905,0.06633768614394617,0.07289028075210877,0.14739048784249714,0.09446016707864954,0.06258812826985392,0.01730010469368615,0.07264302195911033,0.0348105990566732,0.05964850617604271
3,0.1946241569859546,0.037878562482493494,0.03215105347816044,0.033715343022654956,0.09014837796168267,0.09066578616329661,0.048984119900622985,0.12291531605823725,0.04279573637079466,0.08853778409912376,0.046293502469724315,0.06528491088897523,0.04626154619027692,0.14450872837373613,0.04064738753525161,0.18081795208857943,0.11574817070977367,0.16921496318280435,0.11881461533721238,0.018005676238825607,0.05348384801918463,0.1776387551286521,0.20651871554163986,0.1004903793924413,0.08402322633565298,0.05250937651531668,0.140535452855629,0.11192544800420892,0.09135870963854072,0.04461903459401205,0.08655675115774591,0.01214585939687027,0.04913574303415153
4,0.48197187056727553,0.2322968840181186,0.035089687632440615,0.03461107131576559,0.10308031886559559,0.08769278284106852,0.04371773616813498,0.15492074791517044,0.0384377882586892,0.07372926864766385,0.04642097583258433,0.060164987716451894,0.07019811896552802,0.15511889419974664,0.037382356192086894,0.1761271554669921,0.09104281160338044,0.14352568459974616,0.10418997737582784,0.029679662567402548,0.03955296565583292,0.16207866957383296,0.21857684035611485,0.09829739527758535,0.07245794267609937,0.029636999998976944,0.157740115262449,0.09027619046934496,0.09869428131351315,0.05249415800318072,0.0408626557112732,0.03369139439116132,0.026459874382993406
5,0.871107064188844,0.7588275172797068,0.03632574070094444,0.056718777356025964,0.1230891939808606,0.10456200140972045,0.04963069914422648,0.1954616959729785,0.04898907733414463,0.062333734458580245,0.03230498466378485,0.04212304857817627,0.11725672179688294,0.1095350818660582,0.06453226253017201,0.1967839000634153,0.10193360853820817,0.15876716008555125,0.10522113795607503,0.06382269781059882,0.06802715402769034,0.14947323078628094,0.29554310440700715,0.06042698395829505,0.07123420386875898,0.02304325866029086,0.12768564423919462,0.08095112043925398,0.09735159424496008,0.08008309894449334,0.04743386585249677,0.0192473747131882,0.04997157681898319
6,0.7685790100292345,0.5907136946575181,0.029464952588137586,0.052964844106937824,0.11067418350377238,0.10625653850569104,0.052723364184798616,0.17586546839765402,0.05592704973432594,0.0766533500141837,0.019758039245513982,0.027586107648234534,0.10051060468793803,0.14032526280394472,0.06635281973584771,0.22971727596664548,0.10700599223810643,0.1703923716916141,0.1095699556276956,0.07096508013296213,0.10863335524514232,0.10687679011584128,0.31751011703904536,0.06510650463533091,0.04795766095860313,0.01891781280396956,0.141059522916248,0.06316405395953796,0.1105148075978169,0.07150729509913602,0.04306882008698284,0.06166991105929284,0.050211944915400604
7,0.8410880108184471,0.7074290419425322,0.04545347014729941,0.05405808326985415,0.10045895471130606,0.08404827371593535,0.02696229488006728,0.16437085996503156,0.07379970955795345,0.06846067805984214,0.06583691456454141,0.03828290079068665,0.07657569709239817,0.09471586784057644,0.019653282472103274,0.26534154562854395,0.11891090640139976,0.11970361573405883,0.1645979965870868,0.10097889126833458,0.06125476346415713,0.052261477330576456,0.3077311473220775,0.10925797587255907,0.06084966749444332,0.03230245934196382,0.15390316822861969,0.06045289090983516,0.13788993373281355,0.05865395884136051,0.05907867855226412,0.04124246000993749,0.01978457029257041
8,0.9540305973515715,0.9101743806829963,0.0620137024255885,0.04961655796617078,0.09641071682516147,0.05822859356194582,0.0175916015751136,0.1430416060550819,0.07377103142274932,0.05610471400469676,0.07548814265336982,0.050881970393998464,0.10208736843113382,0.09040852179873095,0.017464320217856353,0.27179434123636564,0.14012061645769175,0.14740660801706174,0.1497725971100297,0.06735669778296534,0.06442094983980305,0.05873244392332817,0.31462470627777017,0.12710696208421945,0.06461268859993287,0.03655268459285864,0.16192506041282545,0.06772284055852688,0.13217821615774122,0.07032130652464628,0.05519807347109818,0.03393414700356371,0.017107235133772943
9,0.9047255801844795,0.818528375440143,0.05276393148873646,0.021808991377172782,0.09332332095331185,0.06650867126151769,0.012885068686774793,0.17476053700848124,0.061668739826300396,0.05196170675106104,0.09623940766004026,0.04139715416413357,0.14290175794876595,0.08289028522983158,0.04589785669239197,0.2542249271727389,0.1539968433850824,0.15115720442142028,0.15402071800706912,0.048318956742303826,0.09259895024145043,0.03639604708838255,0.28687435088675883,0.14911251341906073,0.029155933162038277,0.045193906707211184,0.14936533434512797,0.0689985707805012,0.11648173522554353,0.04774200174212717,0.056466306751773505,0.0638336220843073,0.02163118041884074
