,ampiltude,real_c_-19,real_c_-18,real_c_-17,real_c_-16,real_c_-15,real_c_-14,real_c_-13,real_c_-12,real_c_-11,real_c_-10,real_c_-9,real_c_-8,real_c_-7,real_c_-6,real_c_-5,real_c_-4,real_c_-3,real_c_-2,real_c_-1,real_c_0,real_c_1,real_c_2,real_c_3,real_c_4,real_c_5,real_c_6,real_c_7,real_c_8,real_c_9,real_c_10,real_c_11,real_c_12,real_c_13,real_c_14,real_c_15,real_c_16,real_c_17,real_c_18,real_c_19,img_c_-19,img_c_-18,img_c_-17,img_c_-16,img_c_-15,img_c_-14,img_c_-13,img_c_-12,img_c_-11,img_c_-10,img_c_-9,img_c_-8,img_c_-7,img_c_-6,img_c_-5,img_c_-4,img_c_-3,img_c_-2,img_c_-1,img_c_0,img_c_1,img_c_2,img_c_3,img_c_4,img_c_5,img_c_6,img_c_7,img_c_8,img_c_9,img_c_10,img_c_11,img_c_12,img_c_13,img_c_14,img_c_15,img_c_16,img_c_17,img_c_18,img_c_19
0,-0.8855107860006359,0.12600805809562024,-0.026415451352243404,0.013247756589129692,0.008817754842705734,0.01970823844725801,0.04227633060397032,-0.1291465694465297,0.10393283464649049,0.06978962284910516,-0.0806685053974732,0.004873250626692072,0.10397974224424983,-0.022940886913592286,-0.026098095634423092,-0.06284131866284913,-0.13609576315172686,0.01883464829510947,0.018677041846308307,-0.0016518517641720548,0.04057957896779432,-0.0030093620578608635,-0.03273776889971801,0.06848491175418332,-0.3026884210429072,0.05510230432824623,-0.044771425962618655,0.15457644812563598,0.10694088207799216,0.02038324489922503,-0.0666251438525387,-0.024198117885275476,-0.08341521468326074,0.08489782688098657,-0.031650618620106756,-0.033752623645471935,-0.05294370628044281,0.0648764424675297,-0.019489925343904917,0.0008084520992103997,0.08610320897731111,-0.0021327426340620737,0.04239510332147412,0.06320416375555839,0.042666148129335946,0.02522074547777698,-0.058063598610237285,0.028877490080530976,-0.03612128305458114,-0.1173392867072565,-0.012575954904051697,0.11157933561341926,-0.036479434007030534,-0.008349355952063323,0.06238595487133819,-0.0035655773371999454,-0.022102227261124426,0.08161535542112054,-0.028542374812600343,-0.19146521191535337,0.16048297334508133,-0.08146429682083887,-0.06145138892492381,-0.02834380957308742,-0.038860051655749656,0.04360315264559509,-0.0708824756594175,0.06827555377325303,-0.013176769880846803,0.07828627336211769,-0.026859325006549944,0.07190131030690325,-0.1203076443812523,0.09267236573708396,-0.0515854028915536,0.07045178068242881,0.06906878947640623,0.003949584426032526,0.004103269248310857
1,-0.7902986416846646,0.12394033166316563,-0.018445292373539444,-0.0005682167205806957,0.006513768671532378,0.038268316985085815,0.056311646302073026,-0.10240620668955142,0.10901236943674775,0.05878103364686724,-0.0886467261963328,-0.003089554627434002,0.10891141539489478,-0.0013574316734121412,-0.02905449789196532,-0.05776853365128352,-0.12360825710675893,0.05415291554698606,0.0046330070187676625,0.01175353588658157,0.05345545974181653,-0.01686039968207249,-0.031183677889196786,0.0657641663377598,-0.2980868759129061,0.04657094146056319,-0.048577301692182134,0.16535524001909366,0.1023498190497468,0.04167187841574548,-0.07712927032233119,-0.03831564307838986,-0.05371171959841707,0.08219479750627273,-0.05810079462770515,0.001802647126806424,-0.04994359222862989,0.07002764817301671,-0.02486309691599297,-0.02537810055120334,0.09665371443373239,0.002203434856630415,0.04020461148669471,0.0681450962746623,0.045048118402130896,0.04241116105872042,-0.068925126283182,0.02204730414362358,-0.059331932677449364,-0.11514787957708253,-0.0354856342093707,0.10418105890925398,-0.04045355997945109,-0.01350598312561498,0.05309257806934992,-0.005944329740573149,-0.031002512604266015,0.07372497598304188,-0.023097204174306024,-0.19632633784055079,0.13160973930483877,-0.1099016213064326,-0.06151710834946703,-0.017977656835859564,-0.05282561300876411,0.038947717455087946,-0.04935585090686946,0.06433018422877519,-0.014681031476160204,0.06172051003170981,-0.02480739520168564,0.08268432549049734,-0.09959095242129555,0.07317366586506929,-0.042310045371236636,0.08681806056471222,0.08648229917733521,0.013325797655550056,-0.0063882071537226985
2,-0.8768010691181232,0.10508977129883831,-0.016282075900279018,-0.013650179735087387,0.022212059876806717,0.014993726233075433,0.06149072568862893,-0.10734287792274534,0.13180234645408653,0.050186215079914796,-0.08540790751648206,-0.0006600880436457399,0.09480697042402343,-0.003380292988648035,-0.002250057423312017,-0.08433751968428709,-0.11127786226771925,0.03684802665445931,0.016405476745632953,0.019852024065443487,0.04984584148239542,-0.027761561349209662,-0.03455328408677322,0.06465140116160975,-0.29484147521966286,0.04201849560661482,-0.0472863914401821,0.1601925965027978,0.106376922099858,0.048427451461540344,-0.07055209531305237,-0.04287651938389402,-0.06612719564049269,0.08935965923537979,-0.05561868721210443,0.01757321355568248,-0.06148438970598735,0.07749929182276405,-0.027584613187327214,-0.030286787254321032,0.09231214010359973,0.02128615084202709,0.0290964558386415,0.06265879106450652,0.030591984802401877,0.03474384138692703,-0.08698864456570857,0.0016293604329451622,-0.05234698741295127,-0.11945762309487185,-0.06060631498143976,0.1309386566692294,-0.027820511842124356,-0.01873749211496819,0.040431826768930104,-0.005010721671931566,-0.018849845625339288,0.07681969768584335,-0.02038181652791235,-0.20356520137455728,0.13620471836873438,-0.10349429494927657,-0.04752262582669725,-0.031993094039578215,-0.057973379173614156,0.03256895260480409,-0.03340690859242086,0.07455029450389515,-0.0335657931067653,0.08010844077261052,-0.01578033375496176,0.08474952980034013,-0.10026394690344674,0.06442335092874732,-0.04395227906523328,0.06422570355597172,0.06165513062613301,0.0035299049920225842,-0.0344882361657828
3,-0.8768010691181232,0.10508977129883831,-0.016282075900279018,-0.013650179735087387,0.022212059876806717,0.014993726233075433,0.06149072568862893,-0.10734287792274534,0.13180234645408653,0.050186215079914796,-0.08540790751648206,-0.0006600880436457399,0.09480697042402343,-0.003380292988648035,-0.002250057423312017,-0.08433751968428709,-0.11127786226771925,0.03684802665445931,0.016405476745632953,0.019852024065443487,0.04984584148239542,-0.027761561349209662,-0.03455328408677322,0.06465140116160975,-0.29484147521966286,0.04201849560661482,-0.0472863914401821,0.1601925965027978,0.106376922099858,0.048427451461540344,-0.07055209531305237,-0.04287651938389402,-0.06612719564049269,0.08935965923537979,-0.05561868721210443,0.01757321355568248,-0.06148438970598735,0.07749929182276405,-0.027584613187327214,-0.030286787254321032,0.09231214010359973,0.02128615084202709,0.0290964558386415,0.06265879106450652,0.030591984802401877,0.03474384138692703,-0.08698864456570857,0.0016293604329451622,-0.05234698741295127,-0.11945762309487185,-0.06060631498143976,0.1309386566692294,-0.027820511842124356,-0.01873749211496819,0.040431826768930104,-0.005010721671931566,-0.018849845625339288,0.07681969768584335,-0.02038181652791235,-0.20356520137455728,0.13620471836873438,-0.10349429494927657,-0.04752262582669725,-0.031993094039578215,-0.057973379173614156,0.03256895260480409,-0.03340690859242086,0.07455029450389515,-0.0335657931067653,0.08010844077261052,-0.01578033375496176,0.08474952980034013,-0.10026394690344674,0.06442335092874732,-0.04395227906523328,0.06422570355597172,0.06165513062613301,0.0035299049920225842,-0.0344882361657828
4,-0.931025250249629,0.09822580625709952,0.004409451034980217,-0.0017248491481316299,0.0034455396599026057,0.041002399374894596,0.03625907744994476,-0.08843918383612413,0.10233497797805224,0.06592897556944315,-0.06757569063471647,0.020073840217427953,0.09543908106947577,-0.03752267049171629,-0.014644421638194145,-0.09630181455597689,-0.12805614832277176,0.01329637658222134,0.024767712549113287,0.027599212774550276,0.04173103999016947,-0.05399575043543618,-0.0345789445114647,0.0678427024254859,-0.2792262331370102,0.03893269975306193,-0.03059983091479923,0.1657974896649228,0.06939374684151577,0.01580761834404601,-0.05352656922162588,-0.019123600824044427,-0.04104119453655211,0.10765478060422576,-0.04480156593901255,-0.02466543774432875,-0.0860938226592426,0.06254892987858976,-0.03492024459962074,-0.038468830897772505,0.06648159690111467,0.010717775946809876,0.01711227582065594,0.058234001486355026,0.04561804142610515,0.029805846075448172,-0.08159481303992744,0.02295705475412767,-0.05925895782013465,-0.10097259401119567,-0.05493831918962425,0.10311353489458562,0.0034823775275598066,0.0023079602665672383,0.04878436568383478,0.029785060209078163,-0.049382169586681235,0.08255895894271634,0.004542282276571594,-0.19786138796642305,0.12224269816801933,-0.07975174703450136,-0.07732479650266212,0.008936744012462618,-0.03329374686066372,0.009144649989358707,-0.02636542768623667,0.1011434843649432,-0.05226416560209698,0.11092753508673274,-0.012124592817577112,0.10918813810303514,-0.07182408306456493,0.011731072738283933,-0.07300059589336566,0.09689416955644282,0.06200752533658929,-0.02716007158414272,-0.02280097747270991
5,-0.7626049612583383,0.08341795883876928,0.034490530051537384,0.011647032019037919,-0.004566840978246163,0.036208156357111845,0.02050985999997814,-0.08021799182198297,0.09888097315960126,0.03674320723665042,-0.02808391906848461,0.003201498688041298,0.07932728803728514,-0.05610681450007378,-0.01638745527583401,-0.10017137741311817,-0.09615132205967535,0.005383841857283311,0.02664783987390924,0.01971031005572466,0.06092553946675834,-0.030697394426502954,-0.01063188300288536,0.07567197894315981,-0.2775490802505598,0.03353765368685671,-0.01976446482199093,0.1523350279354295,0.0954263902745283,0.022091679133444057,-0.059149054733327176,-0.01606712041481928,-0.031512970955955025,0.10520472105433956,-0.05225324493927626,-0.027495778130807714,-0.10412468797683329,0.0534842959943628,-0.040682937158779395,-0.005965525396149626,0.033205284165020804,0.011045840034097944,0.008046447958524258,0.07029956946348612,0.036964099723102065,0.049234953395143874,-0.08998382624986946,0.019743628865149014,-0.04314845976983883,-0.1364301731481592,-0.04084950787781337,0.0812981106911847,-0.00016853496911966909,-0.006928585160269986,0.051715351948945186,0.028299926766213783,-0.048817074451842336,0.08158944607190749,0.012773235276234175,-0.20416283421042494,0.11538300119398318,-0.08095922988321545,-0.08339102537297911,0.0004486570179647268,-0.03325095505535839,0.0036844696527599794,-0.046012441999973605,0.09271811679917556,-0.05557443477528938,0.09199601665499302,-0.0397709841594273,0.12044163242397536,-0.07609482919142177,0.015432586367703074,-0.030377746647822425,0.0936560590105449,0.058293435926660336,-0.01770274826542323,-0.028681353026704236
6,-0.9403952071236366,0.07669824665599333,-0.004177270913767399,0.008827643361040222,-0.010633759465901027,0.0424953517512266,0.031118670602258723,-0.0644574360740067,0.0756019034385948,0.06529133957281809,-0.05302159249043971,0.02310965169417291,0.06738601916472067,-0.05273140653807986,-0.00830182457608898,-0.1014645981367124,-0.07095110464847906,-0.025847746295372794,0.016783874962871016,0.008153117884329885,0.06658743173001391,-0.06433762450164401,-0.021628542280841462,0.1010586615557364,-0.28428407494391866,0.04327266287911987,-0.024192017473438465,0.12002705895831622,0.12032979153977386,0.019891674402364237,-0.07770055833394261,0.008582839086954508,-0.06196708147875474,0.11752468597023341,-0.04561017830511518,-0.020707396085457058,-0.1148612100197268,0.0547087035695944,-0.0319338268324297,-0.01691282779743622,0.004496520444775741,0.03811022098750716,-0.003865609682025428,0.04752983490003767,0.017855587958245735,0.05785431258191799,-0.08968247339127418,0.0011544106889381373,-0.05865459562066269,-0.14457430405408617,-0.02987076352246311,0.09483718217854688,0.014850652825741266,0.00594085425101591,0.07737410528297523,0.046953012235673816,-0.03988904965873219,0.0912394307881517,0.0012401937091196789,-0.20932458681039023,0.10828749266229268,-0.07741680232671494,-0.08038122313715565,0.01316412845773405,-0.05414266744994006,0.02510437134690568,-0.034005852552991704,0.07316638476662282,-0.048033974309464995,0.08932697499429956,-0.03466475855837749,0.13326347919487397,-0.06462347625468541,0.005211819658951398,-0.027049182867715058,0.04338435212587782,0.04728977836526524,-0.008613993875304163,-0.040586624887287676
7,-0.9232938261305155,0.0567106640345303,-0.004639955207966033,0.013494921828189822,-0.026667235702206547,0.052685792503816754,0.03219926281107473,-0.06446288424284098,0.04190517094962423,0.06971108031897334,-0.049943765965993786,0.006165239452802315,0.09053372163897698,-0.03322108825627208,-0.028358978125998975,-0.1209026179305292,-0.09189374144265304,-0.031825179530544326,0.03839007917300439,-0.011003019120013221,0.07520029909151972,-0.05359565195197574,0.004757271520436758,0.12218468031322077,-0.2971254342311274,0.07085839336771073,-0.006860830536812655,0.12613699398299522,0.11574281256614864,0.001384158600146193,-0.08804136725041316,0.009998105635614964,-0.057575943230022006,0.10155555463114667,-0.03192866561708417,-0.018512884482781208,-0.1033132297205369,0.06416357027361007,-0.04078283322792127,0.01934260597964411,-0.010087159700816764,0.03952931541353316,-0.020753828069482505,0.07236539498074385,0.006009202179942696,0.04575351932327851,-0.0950262531601878,8.26666385489597e-05,-0.07341940495684963,-0.1346057078307666,0.009307577713218131,0.08453918003191456,0.016050960972343542,-0.008280975940712046,0.07925915319347387,0.05064710612653958,-0.023342515718336586,0.08614771648689877,0.00032656044603944804,-0.1939978035474922,0.10843109672004744,-0.10797839570248187,-0.08145767211513848,0.03646756175637643,-0.05631238917791777,0.03213060517330582,-0.0826063164821407,0.08640333721118527,-0.04960412444894607,0.07324811708288205,-0.04349642124819583,0.13976600594481753,-0.08219940395805861,-0.015047771177673485,-0.027316925107378084,0.04417607123145586,0.050922629928137564,-0.019887393103950934,-0.0312734218655775
8,-0.9504546419657732,0.0567106640345303,-0.004639955207966033,0.013494921828189822,-0.026667235702206547,0.052685792503816754,0.03219926281107473,-0.06446288424284098,0.04190517094962423,0.06971108031897334,-0.049943765965993786,0.006165239452802315,0.09053372163897698,-0.03322108825627208,-0.028358978125998975,-0.1209026179305292,-0.09189374144265304,-0.031825179530544326,0.03839007917300439,-0.011003019120013221,0.07520029909151972,-0.05359565195197574,0.004757271520436758,0.12218468031322077,-0.2971254342311274,0.07085839336771073,-0.006860830536812655,0.12613699398299522,0.11574281256614864,0.001384158600146193,-0.08804136725041316,0.009998105635614964,-0.057575943230022006,0.10155555463114667,-0.03192866561708417,-0.018512884482781208,-0.1033132297205369,0.06416357027361007,-0.04078283322792127,0.01934260597964411,-0.010087159700816764,0.03952931541353316,-0.020753828069482505,0.07236539498074385,0.006009202179942696,0.04575351932327851,-0.0950262531601878,8.26666385489597e-05,-0.07341940495684963,-0.1346057078307666,0.009307577713218131,0.08453918003191456,0.016050960972343542,-0.008280975940712046,0.07925915319347387,0.05064710612653958,-0.023342515718336586,0.08614771648689877,0.00032656044603944804,-0.1939978035474922,0.10843109672004744,-0.10797839570248187,-0.08145767211513848,0.03646756175637643,-0.05631238917791777,0.03213060517330582,-0.0826063164821407,0.08640333721118527,-0.04960412444894607,0.07324811708288205,-0.04349642124819583,0.13976600594481753,-0.08219940395805861,-0.015047771177673485,-0.027316925107378084,0.04417607123145586,0.050922629928137564,-0.019887393103950934,-0.0312734218655775
9,-0.805662377462568,0.05342448087657728,0.007815038065015078,0.01737514520105019,-0.030822203013713786,0.049463393179115064,0.05495635935247148,-0.07020236762170724,0.04139819938240639,0.07146787026569666,-0.054158058652784516,-0.003175610640228417,0.0735340836243974,-0.0373432509234029,-0.012713720450490289,-0.11927621632873929,-0.10359505434371176,-0.029702572308513194,0.044432517567681885,-0.02458927607333444,0.08143516955960621,-0.04946794973834299,0.006789023502419838,0.13955949119707536,-0.30328839670359076,0.0766191653293916,0.02283775398089923,0.14152572377943254,0.0960389713570727,-0.013543228684750958,-0.09946593733819875,0.0200523962100305,-0.0491684274895966,0.08306585108065967,-0.030499442266699272,-0.03176148039884608,-0.11458109057355141,0.06059867270952342,-0.02650560655564575,-0.001487272044812693,-0.0028438769256440236,0.03874520806651159,-0.016795011486211278,0.08731210306329712,0.00818478011689515,0.053835671819077,-0.11297287077420434,-0.000815602522598454,-0.04564740868900516,-0.11909078604319429,0.003851683097621814,0.0766973585023112,0.0069147570127001835,-0.0020106070271168636,0.0747905587171066,0.05634054452377782,-0.03675545381495174,0.0846441824171463,0.012106875010428375,-0.20038881819268706,0.10521195703715738,-0.11186926778130414,-0.10191139865059784,0.03158414157979516,-0.04290656929965135,0.025830534299564587,-0.07101564086384649,0.08072967295385183,-0.04576901944525898,0.08279401539799781,-0.051324658969274004,0.13192165550083756,-0.07964641738321641,-0.009429593750246521,-0.02052291493606684,0.05371633399365034,0.056350927874813946,0.0009496734591848202,-0.011558702745147354
