,0.0,0.025,0.05
0.95,0.057524076453266834,0.14750745683265706,0.11873637664606104
0.975,0.03724734987205994,0.14024084371523285,0.10517925979778021
1.0,0.04070202383319462,0.12099896408757194,0.10443032836692769
1.025,0.18083643663399246,0.11300122963516293,0.1009201055277016
1.05,0.1484581385033752,0.10671413456413455,0.0994822729400635
1.0750000000000002,0.14386136219407403,0.10860974221860509,0.0994609445338282
1.1,0.12968598044275573,0.10429970998459721,0.08721867722716461
1.125,0.1208005412292336,0.09887422101310381,0.08902456597099129
1.1500000000000001,0.11268888790697555,0.09601046384103934,0.09009426489596176
1.1750000000000003,0.11513426905969887,0.09638226861650445,0.09074811683562481
1.2000000000000002,0.10978375217658651,0.09432859602241037,0.08463960027459011
1.225,0.11325189821164697,0.08989288508015604,0.07966490154428484
1.2500000000000002,0.10196794389934927,0.08635600709536755,0.08282869130015942
1.2750000000000004,0.1030066711019585,0.09173647867144591,0.08553674717545243
1.3000000000000003,0.10286041055868789,0.08481693030542037,0.08656286862309806
