,abs_amplitude,abs_c_-4,abs_c_-3,abs_c_-2,abs_c_-1,abs_c_0,abs_c_1,abs_c_2,abs_c_3,abs_c_4
0,0.19567156704237237,0.02184192459452368,0.1035346578434064,0.07157824369188455,0.5246815398631162,0.23476628700455887,0.2760005802355351,0.12494423090766238,0.028316933309363225,0.20936529316590727
1,0.3979924403893227,0.17011589325005078,0.10802654964147704,0.40300373977598025,0.5996667633335765,0.43783883855661637,0.03367359217950259,0.24446977642009987,0.2724849091005043,0.07549160750904291
2,0.5287041430214209,0.1737506825517113,0.03987415789105987,0.04859201257879906,0.6861778440959384,0.39251054879706476,0.2502846265966776,0.3041729224177323,0.2923080414794703,0.1393090615855628
3,0.09477994174482163,0.18135745726266475,0.1679355776483663,0.1521280317127932,0.630495536045234,0.4420941319728711,0.28918871984091626,0.26476408025733306,0.25404383535086683,0.09504907339429178
4,0.5552121890679562,0.06288135796469577,0.27018734434591923,0.0460628806233791,0.58435814121874,0.6077489480891594,0.20142539097659762,0.25052778928945824,0.2824835866812506,0.1599402784358586
5,0.2249940063828465,0.14846660289316194,0.1839375698422939,0.20620088471929465,0.45756497675587526,0.7688601383450276,0.1874959218539236,0.22404658161148025,0.17465011388946727,0.07121170584115717
6,0.4583100669121574,0.06403027627587018,0.09876737606814126,0.15037966180136955,0.5246951919313695,0.8430321293859977,0.13457298906233148,0.1858759696149448,0.08198892601498517,0.11404077923071516
7,0.1355284914181251,0.03711331099551348,0.2466059068136031,0.09478440114379975,0.33603493885746627,0.6921004936023839,0.14746860111755242,0.15914578550716715,0.0360681390547683,0.03844615541719572
8,0.42644076220214255,0.12646254264740275,0.09957528706388591,0.05212898472202151,0.22679745268309778,0.7704757293104555,0.29998717775025435,0.18368206077018154,0.04309909914741657,0.06576073418450999
9,0.036945639087385906,0.20654092093656365,0.1770281845154917,0.16584028825678213,0.24372098971152792,0.8566716095310036,0.2513998482799512,0.28530092515318867,0.2230194086572373,0.06648459736960663
10,0.3523894028796969,0.06046155527113039,0.21256618538810368,0.43772873476018404,0.21714814922386055,0.517665460121785,0.25965655669560667,0.27901256594615664,0.22387013017519794,0.12086781680837515
11,0.0236357359728945,0.17853571627577083,0.14749211452773522,0.45979643581460794,0.13425521324370213,0.4898691479122259,0.4773705668983855,0.24253266204270837,0.2322116569713077,0.13332014503693726
12,0.5747627252883104,0.057396328380531034,0.2234576868823034,0.4822485980060462,0.3202867292210392,0.5586599024892995,0.3184433883791004,0.18703796774037426,0.11041601310221962,0.1467438240441301
13,0.1369525650656872,0.17216228106927614,0.06041986105761452,0.40755842774178624,0.5039105597567133,0.3511130778051449,0.4057855914807235,0.04757033904149956,0.046822418739136,0.21888132840741448
14,0.27254440585416345,0.17429768131086368,0.1033294518718206,0.06465365992544733,0.48534452106233517,0.412191006911669,0.22115204564626179,0.3149571780114418,0.06786755032380047,0.29362143848732325
15,0.6039791005705967,0.42031211972142773,0.25374230213105037,0.11236048287554344,0.5176855638037453,0.19131862019986592,0.28273333559200003,0.24711546426733513,0.04636631880467529,0.15898436158922108
16,0.17381356711385532,0.2307564500076614,0.24323134789188428,0.3155170136347363,0.6295663080517099,0.4472069238476196,0.20930340408536613,0.09003314211967749,0.14823061098154122,0.06924254673568637
17,0.7277775670869242,0.24477256809632916,0.30878561760776074,0.28231436444085495,0.6572392040466871,0.4084866686549429,0.2626223803802791,0.1288809576989076,0.20233048591569283,0.16438030145403423
18,0.28947562382486164,0.1340075775430242,0.23468533911388206,0.456326955085339,0.5229484319128005,0.3586991704276476,0.22971339384153963,0.1478853417056506,0.1740895913509919,0.08453109360355344
19,0.7649787726824389,0.2034925511156493,0.36003247231948193,0.372028675355111,0.29578352139231107,0.49859127900665995,0.17841140254191978,0.2622518015411469,0.049732942001334164,0.1532527567898352
20,0.2666531714135857,0.2304435946712656,0.2800020600420095,0.04355735239215757,0.2383684510847799,0.20725099824642199,0.2731671877188944,0.4264698671957746,0.20220351489624175,0.10564639644168324
21,0.4378070114044057,0.048926195960317505,0.33883350659556727,0.30161714087851177,0.29023954986932,0.10693872651814368,0.3361508810527484,0.5152670179770429,0.36404640108761366,0.10818121025932716
22,0.2825205363131627,0.14634112748645076,0.11931479988239363,0.1316214381434904,0.5145086655895911,0.13494906124038802,0.39279096894910803,0.36376468241780374,0.19093631810427183,0.07077564225349098
23,0.2903691175273395,0.16405915432477597,0.2546672928208442,0.12497962913096869,0.5144720001851488,0.23672673586142415,0.3322886367421091,0.43539861198376906,0.2729480168061112,0.11194966548832881
24,0.22001061186285326,0.06407023855376912,0.28163622537644617,0.22030149260960705,0.6113067986972422,0.18033981457167575,0.45302437866183404,0.15820719062733438,0.16393362864869812,0.08661556479242676
25,0.14022380112445496,0.20797249680419477,0.295318718994721,0.07108078870583824,0.5476474651902166,0.10443186793096092,0.3530070433370922,0.02112723072497336,0.3417681694971702,0.07780047531161799
26,0.22753680110682212,0.0637391415771305,0.13556716240702985,0.16779200737530786,0.43210834124864755,0.17787362437169008,0.3119858396854481,0.09848761244372818,0.2752127304352703,0.09202717266352425
27,0.5551322851130152,0.18161542834277353,0.27198119015020733,0.14603444504382326,0.6479267525153245,0.2764065237491242,0.47907277818269045,0.3176922536235616,0.1187960645809975,0.08179157347558559
28,0.19532495832670055,0.10244564983765299,0.14792142157928775,0.36223158654832927,0.5394361614690368,0.35027949136768527,0.4509006375728749,0.24880439480838265,0.0993788665039107,0.1339266090729227
29,0.053029354235262616,0.15516811599837343,0.10713614639556654,0.1857036979087243,0.3694475735746691,0.5823088710774181,0.5414256416861625,0.11256998876941844,0.06004376362775391,0.05457902207800355
30,0.01582734817776707,0.17246227167304184,0.21315761723274987,0.100325455286656,0.33255233109174687,0.44356811031914556,0.6848907702521237,0.345891356631525,0.19443028438998736,0.1343993848290341
31,0.610815885083089,0.023108201867435032,0.05127655354400942,0.08616250073220552,0.14864679635825268,0.7696319538348262,0.40590529992321084,0.3883148407914391,0.14510059546341664,0.1756964062400343
32,0.6436174166728541,0.024012119886568706,0.11530821766439334,0.21860009873128136,0.1365712783362377,0.5326042264104044,0.37646014704859276,0.38924179107117035,0.18524709584680454,0.15187664294419007
33,0.14621905529206597,0.04453533359185734,0.19283796899741762,0.2067572227107592,0.19939680451840538,0.5117795693921219,0.45144490595843906,0.3735945450043727,0.2715706599554527,0.08907925325311476
34,0.6756055898836262,0.09649222163098195,0.17074948768808046,0.09018247310361065,0.24089071704528311,0.541969962505025,0.46873567215311274,0.36146687865796046,0.19055554957618576,0.06751945818818134
35,0.0377905491851922,0.2651941224101563,0.24219085619142275,0.16833825192832277,0.1446720743466702,0.4436864913404574,0.42852473826469906,0.38910841955246267,0.09660873711441353,0.02434905297132591
36,0.5466820413618774,0.06426548466403463,0.21316322515454553,0.26730319507108397,0.3228467710294676,0.4451535026340174,0.45984087134379376,0.18309405087218805,0.09960418710810427,0.2696429420276016
37,0.21251214979957103,0.1432639141168042,0.23415233094656315,0.18536252828530062,0.20724823065260942,0.38495680969390783,0.5482564321074722,0.4375812130219851,0.08800916886331692,0.20163652480187086
38,0.3280704245821346,0.03786780302902773,0.14857664301855752,0.2178564827576378,0.06974397778848875,0.37237058703267395,0.6659561187584768,0.5374931043484371,0.1532972561780171,0.08550468772866017
39,0.004317656673114956,0.09570042862442231,0.21969938790531174,0.23081686065015986,0.18840990290619453,0.5623801968326628,0.5160866246981256,0.23131034510440648,0.1079818014312608,0.15964504054289858
40,0.009448663053586048,0.0858505384210932,0.11212708214827065,0.09603235380350099,0.05412687419942875,0.6635714151485559,0.4036454542266077,0.20808761638144044,0.015868313190678662,0.11651568855109534
41,0.3699310024808302,0.022784729606433678,0.1692949982874694,0.14790896065828382,0.30571044257337593,0.4983007772306954,0.48336388529541907,0.08996702722276022,0.0837470724113044,0.23212247713671555
42,0.26280549102454337,0.1358771013220011,0.14652833925164374,0.16792226501669047,0.3792106834277608,0.6254423458871234,0.5047027493075755,0.1250782385596347,0.251529512990984,0.0822529586115008
43,0.2172658387937515,0.07571487405379734,0.26600752769284136,0.16158988928875348,0.3505793046147697,0.8023015159846576,0.47709380355720415,0.21294029310720483,0.07721516882506965,0.2646374474982776
44,0.3378653955695782,0.05076500154850602,0.22234327418575314,0.19086577009991398,0.4082303431032703,0.8756221750578466,0.4319169472076077,0.23046941534617552,0.07175377846162044,0.2217042669708038
45,0.04033881544552265,0.13604689365158373,0.09742329759313315,0.19639873809930117,0.3368076041761789,0.4713880176660991,0.5544838966210309,0.25457656547391566,0.10264836125493824,0.15251331559381767
46,0.3833671590101899,0.09786783424260241,0.1924274797640033,0.27024720406951386,0.3856719326745136,0.45413877355300003,0.6001986895505854,0.18530548662924132,0.07984359712839058,0.0624471978659747
47,0.32167467637684344,0.21008209456994173,0.20135957456178943,0.14453811928784382,0.442102389022741,0.4796628462437997,0.5380807327306766,0.24202738154792655,0.14237054749892777,0.031041556979708517
48,0.5170587298399756,0.21974016360295331,0.15104032191686023,0.21018043470260553,0.29288931127732815,0.6055522626397165,0.6316761724825499,0.3058582763689496,0.045448866547819294,0.041457940858269926
49,0.321416588919998,0.11368132299123747,0.35001382944035014,0.2881635963856163,0.43326291406075385,0.49811257326823616,0.4093387258397792,0.17150702633772424,0.2538513014667165,0.07024550268413914
50,0.22699752412909757,0.13049365787959974,0.15132310974532798,0.3036663696442042,0.40612559449935726,0.49559065396153196,0.23489713845431998,0.04898930133139974,0.12425480692863455,0.1673958250322313
51,0.009190700884901204,0.27857409344622225,0.0900566218427009,0.3386389142098008,0.4153199564060689,0.5223448348448442,0.12000752801513709,0.1374749689935565,0.24876893491405513,0.158103470171987
52,0.4327531799862357,0.14112929240384395,0.13298690408677338,0.148853255364053,0.5080785766798521,0.4165890509273273,0.0774045515517712,0.27096962556417276,0.23631474071880768,0.07018911865979625
53,0.681408533774968,0.18250516292681848,0.2693135622015081,0.1263592891809946,0.5171412314912132,0.4564115850471867,0.4318135631760638,0.20499629204787723,0.21824437480642514,0.14109670952238057
54,0.42132092371163693,0.13351547916464865,0.23572943604040725,0.24598319242211256,0.35210060029036433,0.6181393958370477,0.45306128760123415,0.14539725534376566,0.19193487720441324,0.0554164894416269
55,0.38694498003031363,0.011665044315746784,0.11333641898797006,0.27411685233257305,0.3366699429152082,0.3549640148351945,0.5222594667756335,0.05649961358499067,0.29382452731261605,0.11733478511734999
56,0.1743725352161436,0.15902701376205325,0.09786449165648643,0.30101379839516945,0.1497914667587173,0.5969684264280364,0.25091899749598684,0.27435296187171004,0.3000987726335265,0.06054675169007913
