,1,6
2,(0.00557661469661274+0.002180264778327816j),(-0.0026749568875823176-0.0019915033396682965j)
4,(-0.002021124296033783-0.013141806419717983j),(-0.0036971983020848784+0.006860690448023056j)
6,(0.03054425498051862+0.01422322057245221j),(0.019782756338374195-0.0033616432316264933j)
