,1,6
4,(-0.00020097189814738707-0.004119131972720635j),(0.001420564705371663-4.963194755492332e-06j)
6,(-0.004680280701278457+0.0019692466146417676j),(-0.0024194688953886228+0.00010150962744491507j)
