,1,6
0,(1.6839838512651706+0j),(1.698928560726705+0j)
2,(1.0986529349870535+0j),(0.6752488776897753+0j)
4,(0.6754958896526436+0j),(0.5414212405365736+0j)
6,(0.2278505119116508+0j),(1.1115018658131213+0j)
