,abs_amplitude,abs_c_-6,abs_c_-5,abs_c_-4,abs_c_-3,abs_c_-2,abs_c_-1,abs_c_0,abs_c_1,abs_c_2,abs_c_3,abs_c_4,abs_c_5,abs_c_6
0,0.47475300393835146,0.1783609052416011,0.10161515945512822,0.18473220649827854,0.18382700046985292,0.1820962817331552,0.6728688335328584,0.3046130651611025,0.3213014626291185,0.07076905515570234,0.20892109635850836,0.05512247966594777,0.1276957313501147,0.11024347116804481
1,0.6573664831380022,0.03399056935634266,0.11133394151942154,0.05883692370508185,0.13563091248563716,0.20578606230923904,0.32750587462362657,0.6654404187344606,0.04425114615178274,0.2204560755935118,0.2321158042584647,0.08722977053546539,0.16730602035014216,0.0672075260699862
2,0.658511710174571,0.03216858390014528,0.11743811144406746,0.09226205774663525,0.18224793050295987,0.5044798176299385,0.5955786179963154,0.3057112420298192,0.49225714447405167,0.18596501659735631,0.16284177402388667,0.046529474180175404,0.15045741919209718,0.21289280374171182
3,0.24905599562634634,0.0767136312111388,0.029060257563407795,0.09043541150899415,0.3583924135845395,0.1995065362670002,0.29704658610445467,0.589477023198546,0.44777506927931154,0.1466606746445071,0.18908872347050049,0.1478398975488086,0.1670408769535535,0.08021335951171449
4,0.521594143220772,0.06465918347587775,0.16676263127132449,0.22777420906603763,0.12329931550868861,0.043486845226494264,0.6906392235158825,0.17613719187402443,0.5774773207356835,0.19038954559579754,0.07214449405847723,0.057287733838569437,0.024630475196530277,0.034658992529866865
5,0.7841799590259698,0.03792368487965957,0.10694056928856074,0.1953923858256656,0.3234740277926183,0.43818188515179335,0.18794872646007027,0.5335457171137178,0.2840012768186054,0.4515934026659797,0.3259015081096463,0.035334155950000265,0.06102666694400428,0.03987503309362324
6,0.7841799590259698,0.09035862464132197,0.07067693644104409,0.16528968751252426,0.30522766236148485,0.3346576023977273,0.3564756813333956,0.0899140105639491,0.5043489908013993,0.63559791329846,0.3314978587654497,0.10751179566083664,0.025959925318644776,0.040122296201259476
7,0.7841799590259698,0.12135910972133676,0.20621478715931554,0.11088661408246046,0.281888065158465,0.361860876167779,0.2735625635432916,0.13107322063532842,0.6135167364491411,0.4561622862639124,0.32351795815387163,0.07232273281504814,0.09317248678904512,0.08077103190764416
8,0.5613586932752234,0.06960516579487452,0.15658256801659368,0.128094832296626,0.1591803237113788,0.18210960422173053,0.3105304279295975,0.3870626504948765,0.4829735155265234,0.16263907643422987,0.2541473816130093,0.132718050391143,0.08421990553533067,0.05525357756442965
9,0.2603784538236697,0.11330148647277474,0.16792997598853596,0.16481695522903855,0.2428262611475527,0.20745540821763694,0.219198400827574,0.6859027597928572,0.13948851908390655,0.5536931278785427,0.04888418550571156,0.10020408662052278,0.06992815041882017,0.08837013629615742
