,amplitude,c_-6,c_-5,c_-4,c_-3,c_-2,c_-1,c_0,c_1,c_2,c_3,c_4,c_5,c_6
251,(0.8565428639879319+0j),(-0.049554577329304884+0.04891849764094757j),(-0.0672327023894971-0.04802687702848669j),(-0.02876200139536221+0.10862143509766799j),(0.07080953476745055+0.052151975044800944j),(-0.1352836694724479-0.11051230288265798j),(0.17546091296454788-0.24030405727828016j),(0.32626722460058+0.5009944781825121j),(-0.06460083955393155+0.42909546828705086j),(-0.3091637786439481-0.10513886104413162j),(-0.14042074367409155-0.2909311614156184j),(0.14546243126770889-0.20482073437077097j),(0.06316983752026828+0.20586588235227954j),(-0.12023971847868357-0.18436200577559156j)
252,(0.7889917171938591+0j),(-0.0439215314465803+0.038491068247932275j),(0.08687004816205346-0.05969330858568313j),(0.08624812234792188+0.039359686155142265j),(0.11902078046393826+0.025609147774076912j),(-0.07973891879288732-0.175378149109298j),(0.160184393215591-0.18862347220135997j),(0.34568059794006945+0.4934851897475845j),(-0.1848514239514579+0.4521925965987485j),(-0.31713015172401604+0.004952153668211626j),(-0.07209045269053067-0.3072687526838828j),(0.2365476356403431-0.21323783254772694j),(0.045049541522389054+0.17152531968200002j),(-0.07328503785922803-0.16832661085192943j)
253,(0.7785102660714103+0j),(0.019245901367734294+0.07139254385475201j),(0.12139051418005431-0.03292651527463562j),(0.025035232820196124+0.13614743520229877j),(0.05259926011293373+0.09746913393489598j),(-0.06877043535749236-0.20621394233681647j),(0.11922162353519963-0.2243752827006321j),(0.31800961580118986+0.4678899347717611j),(-0.38649622169106573+0.43442912341373835j),(-0.2867540313203663-0.060854467585613574j),(-0.015065651761336986-0.3001824744217194j),(0.23876066950890718-0.2832657436212412j),(0.05495216268180758+0.07399758749128728j),(-0.1969109906394047-0.1163137365458013j)
254,(0.9371040373417446+0j),(-0.05189774790642264+0.09601735925235713j),(0.01709280090480687-0.04920300213209996j),(0.08945101620584575+0.06992983926886479j),(-0.00482816557963397+0.08847950851261592j),(-0.05543811216338275-0.17300097511275342j),(0.0706620560707215-0.12928691578232346j),(0.29875456710761616+0.5735829068626956j),(-0.3597197282245393+0.37882815236279815j),(-0.40246609406099465-0.02918420919477096j),(0.07580689411387417-0.2502759712324604j),(0.07212164230971609-0.29095987355193986j),(0.1842803023093716-0.013120281330838729j),(-0.09463455951974735-0.10869562571801747j)
255,(0.7970202863348888+0j),(0.03379359076761261-0.13212500653649678j),(0.13120471016138882+0.06609101721556622j),(-0.007760435479193931-0.17548864838763018j),(-0.08260540639550583+0.19524052228840683j),(0.016324856365319-0.22204494452689294j),(0.2165389150411987-0.12553811125527103j),(0.442387555471344+0.43224676476846385j),(-0.3903291204700648+0.32311201788121835j),(-0.1736779026660082-0.14926779836869322j),(0.06941755230646626-0.10522386157354965j),(0.15637792940272813-0.30215762861475215j),(0.08398928907780995-0.16419493765074894j),(0.03407776801073859-0.005467890657917428j)
256,(0.5448049262564911+0j),(0.02481172822665649+0.02847411434630693j),(0.2234276144889164+0.0184262806122142j),(0.060302381135032584-0.07765125928867336j),(-0.021282112182780907-0.15069458461172636j),(-0.06655663141547817-0.04742714644343209j),(0.4559594539827438+0.2912385555127768j),(0.4512437764173428+0.2201788575266325j),(0.001160162977917864+0.4777918370560009j),(-0.06348955037698853+0.06536348476662084j),(0.06206760577334467-0.07680421558037198j),(0.03823374135810703-0.01550026381267254j),(0.05688471306026892-0.10424798686090239j),(0.024251734967881022+0.021099104037102558j)
257,(0.28251231439205604+0j),(0.022318107221796734+0.05187221498404638j),(0.004818534922426804-0.023371463298781474j),(0.0013807784395725928-0.1412812735621892j),(0.1791496851347812-0.15179169166904055j),(-0.023641681467094902+0.05108822743440333j),(0.11678194747083699+0.34375384235463036j),(0.4619981468530532+0.3506979653303859j),(-0.041702139101077944+0.2237021182281481j),(0.012564732091676002-0.29782430035411844j),(0.09883224897508602-0.036263750752839725j),(0.022349946167411337+0.05975549462761354j),(-0.002691699325652301+0.01627584449245337j),(-0.0573934336838379+0.004897062184939087j)
258,(0.1506314953069778+0j),(-0.0036017829972602167+0.010006953455369887j),(-0.03792734197805478+0.07691328826195623j),(-0.01802562757958353+0.08731768330474483j),(0.16465934847313757+0.21471212395991365j),(-0.1631546550103814+0.10042392023347546j),(-0.11017382067537868+0.3845282242905561j),(0.2866856095100673+0.2153408839550447j),(-0.09370853574795393-0.2490541861742651j),(0.2172353719064806-5.050826624351801e-06j),(-0.10553298745318654-0.08310897545690953j),(-0.04077752840595161-0.21947532251369034j),(0.044122540875534744+0.10550228199209677j),(-0.10225452147727232-0.018966138321407616j)
259,(0.20942622134614983+0j),(0.009704197826294956+0.10887973047102159j),(0.06561171268082464+0.07282240196180084j),(-0.07338868075498445-0.07288588692821121j),(0.1778723442268289+0.1242536161893427j),(-0.21509280198562852+0.05492223983997734j),(0.28104038609450155+0.4253717017379184j),(0.07051603121970744+0.47580327393528027j),(-0.12374616684478734-0.12390440054404088j),(-0.13647856151451493-0.2943815654014551j),(-0.13385252913764278+0.27057937877329263j),(-0.04568435063360788+0.0413192817416907j),(-0.04640224435651154-0.10635195589454782j),(-0.038684692368288795-0.09008857537211493j)
260,(-0.30908482678949195+0j),(0.025987425857689934+0.15552771084716427j),(-0.021112523294184074-0.057915913069719674j),(0.08053306843104366-0.059309106086209845j),(0.07020154203642186-0.2063071209518525j),(-0.219243606097231-0.15233975607915895j),(0.25898949754465933+0.07585160935871367j),(0.015881176988594738+0.48841935396146513j),(0.34969510554718697+0.08843216748771608j),(0.02802088496815966+0.16861706986772768j),(-0.11069666744099922+0.22627587373972555j),(0.010022812126755785-0.12971800087567098j),(-0.03333509175322438+0.05254708950317308j),(0.023486836791046732+0.024206502897557117j)
261,(-0.38142195548953667+0j),(-0.046769563252666055+0.013344552907755224j),(-0.004707330692594218+0.061350937483626106j),(0.22014818580304302-0.1432396503402158j),(0.1982061223659831-0.29794703811535495j),(-0.06617872962652772+0.0081183714526646j),(0.35745473366249086-0.018023229841953106j),(-0.2894321884702067+0.03257175537816044j),(0.3171757641250238+0.09314800503322403j),(0.20853891696150484+0.09746258804939865j),(-0.03529405844038092+0.1372217495034302j),(-0.07795088681568874+0.041085727753699765j),(0.12176917602037304+0.008549086558802977j),(-0.1005702090377671-0.08293682604876122j)
262,(-0.47660933393279376+0j),(-0.2097209384626288-0.010986504640982699j),(-0.0956342878357999+0.06606814369685118j),(0.14778827898484442+0.164312588421701j),(0.10351865447358032-0.3105826443608001j),(-0.09538130935045377-0.28117793691135834j),(0.14339085759093262-0.09311629389171072j),(-0.35464084748544206-0.083721321446698j),(0.20164516414580355-0.2312943238272336j),(0.3486586070429826+0.31885845816586694j),(-0.08063617246367913+0.08450429943154421j),(-0.022986816577804124+0.036176003698869266j),(-0.07713943535836258+0.06669909066855656j),(0.06957768053345834-0.007556248712294343j)
263,(-0.8399517455591322+0j),(0.10150674845591579-0.0183425398998908j),(0.06349481806941593+0.023542654168269297j),(0.1812129738883137+0.05077386148941607j),(0.11821281264560621-0.34021207849523666j),(-0.21638275144675795-0.0125887116672935j),(-0.16655066987095787-0.17585849183231153j),(-0.3376275204205216-0.6592272289197088j),(0.060650637708324906-0.1053001810438576j),(0.16749467454008046+0.22398594835822389j),(0.28238971479802855-0.10183860547982068j),(0.07488059746979263-0.1446144345048261j),(-0.1430420600883064-0.011512793985100522j),(-0.0062845367166164835+0.0808165754358167j)
264,(-0.5913334710474285+0j),(0.06119942572406508+0.046870107777052604j),(-0.19377768146314256+0.03955556138639196j),(-0.006328637802942338-0.02002439786261244j),(-0.02067674268069724+0.010799700026322058j),(-0.2007750987734318-0.16657613151496295j),(-0.020850666034934316+0.004511670123007426j),(0.03596250150943229-0.40003106676579586j),(-0.2948973611221956+0.1641016874326522j),(-0.2110276325655128+0.09023289961499438j),(0.21093469921599972+0.023866904970497625j),(0.11729799575794407-0.05355029405735624j),(-0.02522150272539748-0.12661151374814122j),(0.0342047093892968+0.02967746548178191j)
265,(0.34976372862274574+0j),(-0.048208793099521474+0.09526800624511574j),(-0.013459056039336198+0.060410895311369846j),(-0.22233882428662613-0.05306782132742791j),(0.2439622272842011+0.008427656713262588j),(0.07296671837234868+0.3194861328205219j),(0.10897333196972042+0.017081080561428j),(0.02917485145229691-0.1988018812118456j),(-0.04344105319843175+0.22501729955549707j),(0.16570550866123324+0.21844513185735503j),(-0.044469600352041554+0.08931432152159964j),(0.009521734341828224-0.12185617479487434j),(0.21460057339828437-0.05236523609196425j),(-0.021626985386228346-0.052767645538084634j)
266,(0.7624051340508027+0j),(0.05486488667237525+0.04725183950037057j),(-0.11092013330988755+0.08321652558607487j),(-0.13804772893654307-0.06548656460086752j),(0.11962530502821761-0.11836474873949168j),(-0.1157987734525418+0.1715129498559273j),(-0.062456938567214196-0.17953129971344078j),(0.210881187287852-0.5300237945319505j),(-0.42751907415950224-0.29539601509124647j),(-0.003540561003827901-0.03360912504753569j),(-0.09336297404063199+0.09485021152406069j),(-0.03451719796091984+0.011869852663820181j),(0.016192421433005862-0.14794852128654723j),(0.1753775768522837-0.012677750783945145j)
267,(0.13746830242495167+0j),(0.15384179603546888+0.023180910712600464j),(-0.113725024315182+0.05801429850466593j),(-0.11240295559268171-0.11882164050157965j),(-0.057979960605419455+0.10246726907196949j),(-0.05469329650110284-0.09621228516783234j),(0.32766179722550465-0.2715579685986114j),(0.28156598662964866-0.8206506571264554j),(-0.08829818670406755-0.049751854271314316j),(-0.1562443604402814-0.04775826307353485j),(0.27273169946291775-0.1356511969829836j),(-0.0877017424029641+0.022736457685202736j),(0.034903413855704404-0.13984528384318556j),(0.06258294104236813+0.017172673334672615j)
268,(-0.36133943954293285+0j),(-0.08142307099111684-0.0067144715087393j),(0.032391932980063536-0.08618838494047415j),(0.04446046226902074-0.06810546488971865j),(-0.17081929067374715-0.04039231002688488j),(0.011127721453285099+0.1473236391293038j),(0.28108498965664214-0.18949410845181905j),(0.3491620450467621-0.9925270852811781j),(-0.1622924489164139+0.13986869291648313j),(-0.01690632425103722+0.15615758411912645j),(0.011579621642024002+0.14443009435735737j),(-0.043596789597120926-0.00812092690526402j),(-0.07387702737876822-0.03543630326374523j),(0.004563013274528981-0.0481687674825606j)
269,(-0.40095113019764267+0j),(-0.07066954623752328-0.11549122711062348j),(-0.01718585135997113+0.11860322440913042j),(0.21509317527657953-0.14503823544798777j),(-0.1133232621034362-0.015609621238905316j),(0.019950299422132722-0.19567052910751442j),(0.3591227892773694-0.2462760223672923j),(0.3494686580651928-0.5814671909683642j),(-0.3859107288422142+0.20155034840284095j),(0.07773204896262502+0.049637705855254934j),(-0.01806514966707222+0.007004646267719565j),(0.07393739399926641+0.0657378414439051j),(-0.008800063159622645+0.005361906389817778j),(-0.12134089412129037+0.0188526739786246j)
270,(-0.36116335654061665+0j),(-0.13563997562571195-0.02863335991815919j),(-0.050994586908872604+0.06121674591724582j),(0.10439049038486847-0.006592006299897713j),(-0.18668654181810015-0.1128734474775216j),(-0.05213697628049845-0.06226844694447639j),(-0.011734189140429258-0.0053974755825521165j),(0.44390572201484246+0.004460435115445274j),(-0.007571022276115182+0.5208188610592153j),(0.01286358330254496-0.30472186447632077j),(0.04670377466224119+0.059691365004051714j),(-0.0014677504580752022+0.08889960864729059j),(0.10883172090170304+0.1348429174172624j),(0.056123579905267805-0.004833573403933426j)
271,(0.21225580967626945+0j),(-0.020474005604198677+0.05323074992563734j),(-0.04604425807838005-0.11619230523903996j),(0.11897334784214972-0.028462778834883302j),(-0.0032123793875987044+0.0811038562128371j),(-0.02674673855235503+0.11892151041059104j),(0.12411620074755869+0.07983140254211926j),(0.6098026335073052+0.2731692986857084j),(0.08662280378027892+0.6872334705327464j),(0.14527742378083672-0.265262776223134j),(-0.3526041170994995+0.010090866373558657j),(-0.027540025362473613+0.09742242811676025j),(0.013977428643821344-0.12488682507893194j),(-0.028178021105380383+0.14861892591912845j)
272,(-0.25460274778461256+0j),(-0.02473803299117718-0.059937149541425955j),(0.006598296216141687+0.032407166480528486j),(0.04311821277846333-0.05291301843499761j),(-0.09840273830241479+0.10891411280522016j),(-0.05093957441442522+0.03413610327244493j),(-0.3688204863021729+0.24643004829702567j),(0.5623537790338676+0.49752057001305255j),(0.14919956647875984+0.4113788934604519j),(-0.03633551887634178-0.43012925378000033j),(-0.16335929241884062+0.021948911957551717j),(0.10959292419418021+0.00527116628510825j),(0.001028221754317278-0.13993946756187983j),(0.08796152116619783+0.12613845762058612j)
273,(0.2642360600322724+0j),(-0.005754033711457371-0.056435003453171706j),(0.01113609819788608-0.020786179379853664j),(-0.07853563116958015-0.08881020936306093j),(-0.00719159627654628+0.17847642806950115j),(0.04902143691456629-0.09645856938716524j),(-0.06221550490998384+0.19041383212571325j),(0.4137936399189308+0.40406648983462096j),(0.09989690966619161-0.06397053548764785j),(-0.15701433056277275-0.18852632427616467j),(0.02169978004748343-0.12869770089579258j),(-0.11419760270819629+0.023790583040400368j),(0.08200536898825578-0.1916442440928397j),(0.11677517044273691+0.11101593985602624j)
274,(0.5677619276961259+0j),(-0.09487106274438392+0.04356734040806946j),(-0.059697033522345955-0.019835537219438495j),(-0.009031157591443977-0.07187109183897727j),(-0.09403565236835872-0.22925401956360592j),(0.11418557707625437-0.4384365484781202j),(-0.12756046349646352+0.2855907382862833j),(0.34367585516264276-0.2709638386601339j),(0.0512251283430024+0.07618102388411807j),(-0.34064230591259176-0.05262922252888729j),(-0.05516109333016404-0.08944055658926749j),(-0.0490854991653384-0.14210517051543753j),(-0.025820851805373368+0.007422805895252573j),(0.11218207681236285+0.08645286233797667j)
275,(0.1673646670565911+0j),(-0.026850669188925914-0.04789709557194632j),(-0.013280614880566661-0.08747026468863751j),(-0.042070192304160106+0.005173312202968815j),(-0.018827791684291162-0.06428082635421764j),(-0.233256089439159-0.011769239644523796j),(-0.12667590184217606+0.18660047129518145j),(0.4052548464356636-0.3289299019552992j),(0.44439067325217346+0.29896522920998503j),(-0.2838778174235375-0.1923407749416582j),(0.2543997850323001+0.16174209761584907j),(0.20692659769866734-0.14136157483837308j),(-0.17278534300450016+0.11816007754835328j),(0.07046511621047824-0.0449138887983131j)
276,(-0.16181077489949014+0j),(-0.10438743267165582-0.023019517709378726j),(-0.01705510283718661-0.18694249987813719j),(-0.04312450167233263+0.016564459928120782j),(-0.011615387269930229+0.13666381250459997j),(-0.09291169780384503-0.04777406175295714j),(0.09468855648149604+0.4950216403882821j),(0.397406989726963-0.06988602821008776j),(0.13181105238426424+0.062195762884277826j),(-0.06990527546186154-0.19411992187210708j),(-0.12859704930597587+0.020079703454550887j),(-0.10928329042769017+0.18013048675686458j),(-0.12400237340461914-0.07965339419740056j),(0.07965085540319146+0.16806962043919813j)
277,(0.03013618060228468+0j),(0.019787477224955427-0.11226958165149767j),(0.009203459599503208+0.002577750364587685j),(0.16847454414967658-0.06890065454151809j),(0.06480747533895172+0.12455647412369929j),(0.24038536070269373+0.12053826924264356j),(-0.4387978827066244+0.28269687953053074j),(-0.17529294655829133-0.27799133637776824j),(0.1411697663137085+0.385815035382941j),(-0.021102285240451043+0.38591565015151874j),(-0.025421378777174743+0.19598865690502953j),(-0.11751911624278188-0.02214654390146708j),(-0.10971672973978648+0.013313261297769004j),(0.019957176208804925+0.03260872111317309j)
278,(-0.1862551236442791+0j),(0.02919117421479942+0.027243037712402073j),(-0.013169070078659965+0.09821739305619762j),(-0.05257680904643032-0.03707299206082272j),(0.1793636258180642+0.16482023231808324j),(-0.21549976083860278+0.2188213148036109j),(-0.5623043712511374+0.12514569611725196j),(-0.26222551799094196-0.05022978957749581j),(-0.09053820805403157+0.36161216727208284j),(0.07328086786589105-0.40011226075098066j),(0.24287235150806397-0.13565948010442336j),(0.05536344260476611-0.1720346416224317j),(0.09103070050784702-0.16538255905491087j),(-0.0029659317729885722+0.06681123855459017j)
279,(0.5359097792730458+0j),(-0.0011837946887839415+0.03968081949197798j),(-0.025925313899302825-0.2056914379439781j),(0.019109277477518477-0.05489965463574627j),(-0.007938545059032923-0.14609437512475648j),(0.012428797826482367+0.5445021667272173j),(-0.4111342470907381+0.09579909854758988j),(-0.02537420987803661-0.3695653790830931j),(0.4125386366990617+0.24447067950880022j),(-0.04715790897001512-0.3130492212454155j),(-0.003763844341919481-0.09007515235618907j),(0.2651636023221367-0.09972924467921421j),(0.12619920243289756+0.028184180916914884j),(-0.028768821201528908-0.012933341977154194j)
280,(-0.008350199342824549+0j),(-0.00999710184253609-0.1487156248070856j),(-0.11412139379292177+0.07034008263580575j),(0.11438089252829672+0.22600288544296973j),(-0.14782884423908138-0.20024001442924627j),(-0.03708100226746684+0.35013629405814045j),(-0.43745213253110143+0.4414800216310543j),(-0.05013395206695683-0.1625320038190768j),(0.09162984315643818-0.3359700081018071j),(-0.11737590432097093+0.020987121568250028j),(-0.23006951722696337-0.13067644073760523j),(-0.10462169873358744+0.016677489723527377j),(0.046751120675266+0.08345231743855878j),(0.11007248682631221-0.09744697574266287j)
281,(-0.2895174474237727+0j),(-0.017034725966947488+0.03306348321068651j),(-0.03196427140421538+0.17076109210997992j),(0.14374172666369184-0.11510631494569933j),(-0.04569757581634716-0.19992160765354994j),(-0.09914450147364832+0.28650390754389643j),(-0.4629379118789353-0.027043510011128674j),(0.028255342764292105-0.1996355700713484j),(0.10792271188394757-0.065941486124505j),(-0.08653684409831627+0.1491754667943459j),(-0.08263097881630499-0.12584857394761856j),(0.049183047054089955+0.1674955204450688j),(-0.1662554475741208+0.008058356984817331j),(0.0850633831436224+0.04121615698704918j)
282,(0.9185515491683932+0j),(-0.0874924249286781+0.016811966430833474j),(-0.06184186640864047-0.11334007776239466j),(0.10706132731560625-0.039967582140050015j),(0.10959011567226182+0.1002440354880991j),(0.0013134109147097256+0.21603826319600067j),(-0.6957738310992998-0.004627331883587486j),(-0.2843868677330496+0.25440836143739676j),(-0.46061327336669866+0.10102523355812874j),(0.0865313033539203-0.07596411168654076j),(0.09309602129864913+0.14838721448875522j),(-0.03023706014550573+0.06040526761025636j),(0.11341262294139878-0.16509898482700336j),(-0.003807784430786273-0.047566636063090036j)
283,(0.5288423089498018+0j),(0.08152618315249421-0.07054434366480776j),(0.17709731469266113+0.14991936281302293j),(0.12397404393354852+0.13024705519325086j),(-0.16149085826645523+0.025736517940294912j),(0.2014639785895423-0.1112042331537579j),(-0.36255009929821297+0.29384826823670135j),(0.2301072357429611+0.5619987352435001j),(0.00737774971641836+0.10803346010792367j),(0.07713688671555008-0.2795497820557592j),(0.0038446556817746946+0.19235884207837095j),(-0.0022930276208925765-0.08652729402677134j),(0.004359017377727462-0.032053931560474j),(0.027641890685491832-0.043766312756590334j)
284,(0.20535633150687466+0j),(0.06877290116608233-0.010746439774402587j),(0.026473062522619384+0.12731874602752175j),(-0.008899183619234245-0.10907041948646752j),(-0.17148736660540903-0.16845624305836207j),(0.4371339734558805-0.013964954329144106j),(-0.053819829366614724+0.40106244193081203j),(0.37865997293574477+0.1622036155986466j),(0.12440477874505847+0.18057682214988316j),(-0.10210361299966444+0.12129244912787976j),(0.07190597009878975+0.01282081195742487j),(-0.055243607073373086-0.08702713668794924j),(-0.15917042284524802-0.07629520097977446j),(-0.015394102790815468-0.03764186935990036j)
285,(0.08484884680883353+0j),(-0.0017950044965110434+0.0705304209096923j),(-0.12331005887479077-0.019862213436385116j),(0.04867459649143888+0.16844324392272528j),(0.010904838447077757+0.058546794464615165j),(0.15566233694987916+0.07346421608797522j),(-0.15963435139588414+0.593483404603225j),(-0.019668660057425694+0.3835215678700989j),(0.13479544480624592-0.039408013865384145j),(0.05479197371694796-0.10690201171476024j),(0.03445356345090694-0.08290618935608338j),(-0.09350118549993906-0.06121849570487986j),(-0.02252541838487207-0.04767805471596266j),(-0.1629463580375263-0.05130578819631777j)
286,(-0.0046895316379165775+0j),(0.10282607361194608+0.1568294895956426j),(0.01797425940006138-0.026767872640898135j),(0.05847843673588507+0.1927297672609054j),(0.02021137219019572+0.41354031694892457j),(-0.10020584790625661-0.012162415856657836j),(-0.0032579363384163127+0.6607553966359719j),(0.14414896987820439+0.5609046749645813j),(-0.04343337007842184-0.0668456597679431j),(-0.11428254248351385-0.37346154613037963j),(-0.013603452735414235-0.038061646919901056j),(-0.06886654085393183+0.04387611002902009j),(-0.09330922916664797-0.015656306966433754j),(-0.010239882372500411+0.010465549683084031j)
287,(0.4395841502396184+0j),(-0.060804862596774395+0.04862705100161731j),(0.08557273660971415-0.06787800721275651j),(0.14708506716286857+0.022268357217483124j),(0.11619091513236017+0.23370168090215862j),(-0.09363891416133781+0.1956603705804398j),(0.02684826052231091+0.3995602573642172j),(0.3970752580867271+0.4852348607168472j),(-0.2733136419228978-0.27178800704577905j),(-0.2536247812301721-0.05734949153005152j),(0.12414440654021743+0.06593670547052745j),(-0.09342310105351581-0.014597555417962678j),(0.015476235258207903-0.05863188198236383j),(0.02394035491513131+0.16454703271858806j)
288,(0.13749844600609862+0j),(-0.02918883369141867-0.052445852257677165j),(-0.06523009771743711-0.09818229302851289j),(-0.008623586786616975+0.0728401199309144j),(0.07161552079765507+0.20818989494818968j),(-0.2847766708145215-0.2465310498092975j),(-0.06491672529744055+0.6257365652728627j),(0.30885059774919205+0.5243677017404795j),(-0.023061550551369207-0.04861327173974676j),(-0.12135032721219716-0.17835617592516204j),(0.03922035188859049+0.04562626652471305j),(-0.0878199363674597-0.2785134589031997j),(-0.061442800167813075+0.011345607230392572j),(-0.06417412678504232+0.11379631219699107j)
289,(0.13749844600609862+0j),(-0.016702480036588255-0.05538372861000714j),(-0.013561408757164665-0.09116627985149454j),(0.029968616523751997+0.06536772847633768j),(0.05393776324636791+0.2719440515090972j),(-0.2577981242780454-0.2306543140338968j),(-0.06118438339832071+0.6039741407997903j),(0.38616534200825464+0.4905368159420159j),(-0.0073252183788933625+0.006796567104093088j),(-0.12348101012301167-0.1394352600342303j),(-0.008118003619778344+0.015499486333794287j),(-0.06393248362274104-0.27388834611718j),(-0.06229463192995158+0.041928340337172354j),(-0.05211380343606898+0.07049386600983253j)
290,(0.4998276507992917+0j),(-0.00962070359359346+0.12697986237653017j),(-0.12200566435396648-0.06357824175503235j),(0.08762124525328815-0.07400739425234142j),(0.09517743477595468+0.19231072846754493j),(-0.1896988353592642-0.29457404258332764j),(0.304342321070286+0.4836406152563037j),(0.30395242212336+0.1918056928924567j),(0.051468362863644326-0.17276168368067088j),(0.015848639575336766-0.18697612234735914j),(0.04089057894403642+0.0006121248442809899j),(0.08202632834229581-0.0835881102095956j),(-0.3240268913079914-0.10075634067197002j),(-0.03338695775606207-0.06613228829562112j)
291,(-0.12870840114403914+0j),(0.04707691798106491-0.061527391134419296j),(0.04619973908008894+0.10293106910637505j),(0.025484100492219008+0.11560646895226492j),(-0.1785421567345917+0.1351964639607576j),(-0.23221005728479605-0.28843299828083935j),(0.4002795577600468+0.21963280004409882j),(0.15127447353617368+0.0033822428549676667j),(0.19685620750146146-0.09456989704999727j),(-0.0504625497240227-0.16752448056658503j),(0.08223162210067501+0.0766939334863133j),(-0.14838967441721185-0.06600796997080624j),(-0.11558304108191308-0.0500165602148698j),(-0.06725687404135267+0.0862463120819564j)
292,(0.5041965881225138+0j),(0.08131673536339153+0.027250312183266182j),(-0.042048748952938565-0.06853496452469277j),(0.08790018151237511-0.022480818350728765j),(0.01746813932697576+0.2791318018069016j),(-0.04224051390200783-0.04496168034589879j),(0.5454176686616035-0.18395009012103852j),(0.06559937407357168-0.05972690160122196j),(0.004695311501284792+0.1487447638699735j),(0.2938035006105355-0.37537294601633675j),(-0.1613048126692414-0.05517295681327955j),(0.04325229133159739-0.19551655636483933j),(0.1933147193621265-0.10342947931966559j),(0.10078245877571222+0.11607145391220955j)
293,(0.7543232863089557+0j),(-0.08710195944303814-0.05511926629740051j),(-0.03714934845861247-0.02023241659470364j),(-0.09951070238935619-0.06407808646766394j),(0.0035317939137113202+0.21552890986384435j),(-0.106203803898368+0.22348560576966375j),(0.19624060436338672-0.0778845285500946j),(-0.04275456753963061-0.19641147578661836j),(0.4574846668580506+0.2666822753380762j),(0.3555197311757663-0.2816718759021958j),(-0.028947908495023614+0.11354559537243987j),(-0.06902444793827764+0.02927833988383187j),(-0.05486795149555826+0.03331375360093376j),(0.09680052784256503+0.06133801111240023j)
294,(-0.2925402705787762+0j),(0.11907967934205337+0.012301924156273212j),(-0.04343772066397888+0.05793761839623926j),(0.1655391178626851+0.0915018597806303j),(-0.0797355551932662+0.030364887115174113j),(0.24499472087864974+0.16912008854963756j),(-0.13884402833512433-0.016441219674394034j),(0.02857272063502628-0.2743139280377164j),(0.50049320619688-0.3241551604518915j),(0.015156377069135224-0.18245922548408328j),(-0.037538287321436506-0.03935126734683583j),(0.0664665175564301+0.0677922297446179j),(-0.060829044059024374+0.07625054562396602j),(-0.043011810781589076+0.15281004092630424j)
295,(0.21747252441098386+0j),(-0.10221932065922276+0.10440820002013382j),(0.08532699137667434-0.07472658744795099j),(0.09473001446939654-0.12114665048234649j),(-0.017556402136602103-0.11713954115649552j),(0.24313017565291936-0.08998968403276988j),(-0.5852273412518451+0.04833701395724138j),(0.23891384776520985+0.016360809069165545j),(0.4611156360208023-0.31850687737462885j),(0.3676611754332336-0.07536220567998407j),(-0.0009530484608192141+0.11358877576719772j),(0.013421441824616591-0.02557939939713563j),(0.01024081968403695-0.06322810916704429j),(0.015026453538563807+0.017997377954614653j)
296,(-0.1983386398926279+0j),(-0.053590863153391316+0.09742692116288051j),(0.036504755832845674+0.06989129573633894j),(-0.07161595106044738-0.13650573132995744j),(-0.0031273808899883945-0.1256688461012825j),(0.10458802031916882-0.21937215516541353j),(-0.19174473700720643+0.010963822602095805j),(-0.127174312810442+0.2663866554638228j),(0.3297173926949122-0.39739253665831475j),(0.24608010158171198-0.1906177212580591j),(-0.14633652588828167-0.1686266141615798j),(0.1410094798008666+0.1251042078308804j),(-0.006502716367966963-0.07112684021187136j),(0.04970252538781977+0.050776081908152304j)
297,(0.37681430483366485+0j),(0.0005661405195631145+0.06328030231347936j),(-0.15441524616786584-0.007277080199102906j),(0.020770165246839577-0.06205842795529671j),(-0.08825535316535514+0.06259713737891155j),(0.15314571545749922+0.2981825674714736j),(0.1797898965425613-0.14559758953495j),(-0.009768041277703018+0.044215698939832494j),(0.5000355967146294-0.15440044050959473j),(0.3253243051295939-0.28715057424189633j),(-0.08884431810542531-0.3144607382873629j),(0.0045802452588894135+0.08647555297600629j),(0.013490617364460954+0.12349326604173913j),(-0.037639069759376066+0.04640968645840028j)
298,(0.6627525685525796+0j),(0.028371558984767974+0.03293098765164915j),(-0.0023471813337328368-0.08175043722589932j),(0.04698314124405372+0.05924148061310856j),(-0.021880089224629428-0.03286024180824867j),(-0.0006644113601379977-0.10844991829818915j),(0.2368998891298995-0.04893030367975448j),(-0.16677729879148745-0.21689496200880412j),(0.15899680032085511+0.3142024894950817j),(0.5568098213382962+0.22966001532458605j),(0.18966779093840824-0.22550133692826446j),(0.4186586233778853+0.1936907730325192j),(-0.1867893912108642+0.04750582121375544j),(-0.11556201861101845-0.08903229784706673j)
299,(0.8110218088099295+0j),(-0.0643013590226095-0.012311050318001384j),(-0.15255866595862827-0.11900975905062741j),(-0.008306500692349263+0.028573505586209254j),(-0.016558034039656083-0.12355118065758128j),(0.03950835819336929-0.15685753812691147j),(0.19368007432412152+0.007342685651981998j),(-0.020177793906481063-0.15281345290817838j),(-0.1618437377714954+0.20259779676205153j),(0.3473181559273622+0.15795382028197094j),(0.1244417306483826-0.1561821674227063j),(0.17726160697709198+0.05135811701244675j),(-0.33898081867550084+0.15084743145449891j),(-0.11025289700238794-0.25129568093871024j)
