,1,6
2,(0.02735404397621231+0.0073319355045812565j),(0.024091644556046822-0.007070479228137244j)
4,(0.06731243968666012+0.02527647147114823j),(-0.020526472268655963-0.012958709598892337j)
6,(0.010277370728582398-0.039290820781001747j),(0.0763038998253325+0.07822549005100961j)
